date,sales,year,month,day_of_week,week,is_weekend
2020-11-27,547,2020,11,4,48,0
2020-11-28,555,2020,11,5,48,1
2020-11-29,666,2020,11,6,48,1
2020-11-30,419,2020,11,0,49,0
2020-12-01,446,2020,12,1,49,0
2020-12-02,538,2020,12,2,49,0
2020-12-03,435,2020,12,3,49,0
2020-12-04,439,2020,12,4,49,0
2020-12-05,529,2020,12,5,49,1
2020-12-06,634,2020,12,6,49,1
2020-12-07,363,2020,12,0,50,0
2020-12-08,581,2020,12,1,50,0
2020-12-09,366,2020,12,2,50,0
2020-12-10,576,2020,12,3,50,0
2020-12-11,530,2020,12,4,50,0
2020-12-12,626,2020,12,5,50,1
2020-12-13,549,2020,12,6,50,1
2020-12-14,443,2020,12,0,51,0
2020-12-15,467,2020,12,1,51,0
2020-12-16,535,2020,12,2,51,0
2020-12-17,475,2020,12,3,51,0
2020-12-18,525,2020,12,4,51,0
2020-12-19,607,2020,12,5,51,1
2020-12-20,583,2020,12,6,51,1
2020-12-21,439,2020,12,0,52,0
2020-12-22,383,2020,12,1,52,0
2020-12-23,400,2020,12,2,52,0
2020-12-24,515,2020,12,3,52,0
2020-12-25,847,2020,12,4,52,0
2020-12-26,998,2020,12,5,52,1
2020-12-27,948,2020,12,6,52,1
2020-12-28,711,2020,12,0,53,0
2020-12-29,712,2020,12,1,53,0
2020-12-30,693,2020,12,2,53,0
2020-12-31,780,2020,12,3,53,0
2021-01-01,746,2021,1,4,53,0
2021-01-02,1083,2021,1,5,53,1
2021-01-03,780,2021,1,6,53,1
2021-01-04,781,2021,1,0,1,0
2021-01-05,814,2021,1,1,1,0
2021-01-06,497,2021,1,2,1,0
2021-01-07,544,2021,1,3,1,0
2021-01-08,651,2021,1,4,1,0
2021-01-09,741,2021,1,5,1,1
2021-01-10,488,2021,1,6,1,1
2021-01-11,377,2021,1,0,2,0
2021-01-12,455,2021,1,1,2,0
2021-01-13,494,2021,1,2,2,0
2021-01-14,525,2021,1,3,2,0
2021-01-15,499,2021,1,4,2,0
2021-01-16,686,2021,1,5,2,1
2021-01-17,570,2021,1,6,2,1
2021-01-18,419,2021,1,0,3,0
2021-01-19,425,2021,1,1,3,0
2021-01-20,452,2021,1,2,3,0
2021-01-21,431,2021,1,3,3,0
2021-01-22,498,2021,1,4,3,0
2021-01-23,783,2021,1,5,3,1
2021-01-24,573,2021,1,6,3,1
2021-01-25,636,2021,1,0,4,0
2021-01-26,549,2021,1,1,4,0
2021-01-27,532,2021,1,2,4,0
2021-01-28,472,2021,1,3,4,0
2021-01-29,628,2021,1,4,4,0
2021-01-30,665,2021,1,5,4,1
2021-01-31,673,2021,1,6,4,1
2021-02-01,652,2021,2,0,5,0
2021-02-02,529,2021,2,1,5,0
2021-02-03,618,2021,2,2,5,0
2021-02-04,497,2021,2,3,5,0
2021-02-05,596,2021,2,4,5,0
2021-02-06,912,2021,2,5,5,1
2021-02-07,637,2021,2,6,5,1
2021-02-08,618,2021,2,0,6,0
2021-02-09,604,2021,2,1,6,0
2021-02-10,522,2021,2,2,6,0
2021-02-11,606,2021,2,3,6,0
2021-02-12,698,2021,2,4,6,0
2021-02-13,825,2021,2,5,6,1
2021-02-14,591,2021,2,6,6,1
2021-02-15,473,2021,2,0,7,0
2021-02-16,560,2021,2,1,7,0
2021-02-17,575,2021,2,2,7,0
2021-02-18,629,2021,2,3,7,0
2021-02-19,660,2021,2,4,7,0
2021-02-20,679,2021,2,5,7,1
2021-02-21,777,2021,2,6,7,1
2021-02-22,578,2021,2,0,8,0
2021-02-23,642,2021,2,1,8,0
2021-02-24,688,2021,2,2,8,0
2021-02-25,672,2021,2,3,8,0
2021-02-26,710,2021,2,4,8,0
2021-02-27,823,2021,2,5,8,1
2021-02-28,633,2021,2,6,8,1
2021-03-01,589,2021,3,0,9,0
2021-03-02,641,2021,3,1,9,0
2021-03-03,650,2021,3,2,9,0
2021-03-04,543,2021,3,3,9,0
2021-03-05,615,2021,3,4,9,0
2021-03-06,981,2021,3,5,9,1
2021-03-07,802,2021,3,6,9,1
2021-03-08,633,2021,3,0,10,0
2021-03-09,654,2021,3,1,10,0
2021-03-10,658,2021,3,2,10,0
2021-03-11,738,2021,3,3,10,0
2021-03-12,686,2021,3,4,10,0
2021-03-13,911,2021,3,5,10,1
2021-03-14,794,2021,3,6,10,1
2021-03-15,577,2021,3,0,11,0
2021-03-16,654,2021,3,1,11,0
2021-03-17,701,2021,3,2,11,0
2021-03-18,648,2021,3,3,11,0
2021-03-19,883,2021,3,4,11,0
2021-03-20,842,2021,3,5,11,1
2021-03-21,854,2021,3,6,11,1
2021-03-22,600,2021,3,0,12,0
2021-03-23,840,2021,3,1,12,0
2021-03-24,727,2021,3,2,12,0
2021-03-25,808,2021,3,3,12,0
2021-03-26,661,2021,3,4,12,0
2021-03-27,1006,2021,3,5,12,1
2021-03-28,1009,2021,3,6,12,1
2021-03-29,663,2021,3,0,13,0
2021-03-30,834,2021,3,1,13,0
2021-03-31,693,2021,3,2,13,0
2021-04-01,878,2021,4,3,13,0
2021-04-02,1080,2021,4,4,13,0
2021-04-03,968,2021,4,5,13,1
2021-04-04,892,2021,4,6,13,1
2021-04-05,811,2021,4,0,14,0
2021-04-06,919,2021,4,1,14,0
2021-04-07,718,2021,4,2,14,0
2021-04-08,730,2021,4,3,14,0
2021-04-09,821,2021,4,4,14,0
2021-04-10,891,2021,4,5,14,1
2021-04-11,873,2021,4,6,14,1
2021-04-12,625,2021,4,0,15,0
2021-04-13,718,2021,4,1,15,0
2021-04-14,787,2021,4,2,15,0
2021-04-15,817,2021,4,3,15,0
2021-04-16,1057,2021,4,4,15,0
2021-04-17,960,2021,4,5,15,1
2021-04-18,1133,2021,4,6,15,1
2021-04-19,710,2021,4,0,16,0
2021-04-20,808,2021,4,1,16,0
2021-04-21,885,2021,4,2,16,0
2021-04-22,716,2021,4,3,16,0
2021-04-23,948,2021,4,4,16,0
2021-04-24,1138,2021,4,5,16,1
2021-04-25,1100,2021,4,6,16,1
2021-04-26,776,2021,4,0,17,0
2021-04-27,1123,2021,4,1,17,0
2021-04-28,778,2021,4,2,17,0
2021-04-29,791,2021,4,3,17,0
2021-04-30,864,2021,4,4,17,0
2021-05-01,1073,2021,5,5,17,1
2021-05-02,987,2021,5,6,17,1
2021-05-03,888,2021,5,0,18,0
2021-05-04,1018,2021,5,1,18,0
2021-05-05,805,2021,5,2,18,0
2021-05-06,783,2021,5,3,18,0
2021-05-07,1010,2021,5,4,18,0
2021-05-08,1100,2021,5,5,18,1
2021-05-09,1178,2021,5,6,18,1
2021-05-10,808,2021,5,0,19,0
2021-05-11,733,2021,5,1,19,0
2021-05-12,1062,2021,5,2,19,0
2021-05-13,1097,2021,5,3,19,0
2021-05-14,907,2021,5,4,19,0
2021-05-15,1147,2021,5,5,19,1
2021-05-16,1154,2021,5,6,19,1
2021-05-17,838,2021,5,0,20,0
2021-05-18,971,2021,5,1,20,0
2021-05-19,1145,2021,5,2,20,0
2021-05-20,883,2021,5,3,20,0
2021-05-21,904,2021,5,4,20,0
2021-05-22,1037,2021,5,5,20,1
2021-05-23,1040,2021,5,6,20,1
2021-05-24,816,2021,5,0,21,0
2021-05-25,1132,2021,5,1,21,0
2021-05-26,860,2021,5,2,21,0
2021-05-27,942,2021,5,3,21,0
2021-05-28,1008,2021,5,4,21,0
2021-05-29,1433,2021,5,5,21,1
2021-05-30,1561,2021,5,6,21,1
2021-05-31,780,2021,5,0,22,0
2021-06-01,873,2021,6,1,22,0
2021-06-02,1051,2021,6,2,22,0
2021-06-03,1008,2021,6,3,22,0
2021-06-04,1277,2021,6,4,22,0
2021-06-05,1349,2021,6,5,22,1
2021-06-06,1117,2021,6,6,22,1
2021-06-07,903,2021,6,0,23,0
2021-06-08,1069,2021,6,1,23,0
2021-06-09,1033,2021,6,2,23,0
2021-06-10,997,2021,6,3,23,0
2021-06-11,1174,2021,6,4,23,0
2021-06-12,1460,2021,6,5,23,1
2021-06-13,1388,2021,6,6,23,1
2021-06-14,916,2021,6,0,24,0
2021-06-15,924,2021,6,1,24,0
2021-06-16,960,2021,6,2,24,0
2021-06-17,1091,2021,6,3,24,0
2021-06-18,942,2021,6,4,24,0
2021-06-19,1333,2021,6,5,24,1
2021-06-20,1127,2021,6,6,24,1
2021-06-21,854,2021,6,0,25,0
2021-06-22,1103,2021,6,1,25,0
2021-06-23,968,2021,6,2,25,0
2021-06-24,952,2021,6,3,25,0
2021-06-25,885,2021,6,4,25,0
2021-06-26,1398,2021,6,5,25,1
2021-06-27,1279,2021,6,6,25,1
2021-06-28,1105,2021,6,0,26,0
2021-06-29,912,2021,6,1,26,0
2021-06-30,972,2021,6,2,26,0
2021-07-01,975,2021,7,3,26,0
2021-07-02,1257,2021,7,4,26,0
2021-07-03,1262,2021,7,5,26,1
2021-07-04,1222,2021,7,6,26,1
2021-07-05,914,2021,7,0,27,0
2021-07-06,965,2021,7,1,27,0
2021-07-07,894,2021,7,2,27,0
2021-07-08,965,2021,7,3,27,0
2021-07-09,1179,2021,7,4,27,0
2021-07-10,1123,2021,7,5,27,1
2021-07-11,1194,2021,7,6,27,1
2021-07-12,777,2021,7,0,28,0
2021-07-13,1083,2021,7,1,28,0
2021-07-14,781,2021,7,2,28,0
2021-07-15,875,2021,7,3,28,0
2021-07-16,1076,2021,7,4,28,0
2021-07-17,1521,2021,7,5,28,1
2021-07-18,1156,2021,7,6,28,1
2021-07-19,784,2021,7,0,29,0
2021-07-20,1165,2021,7,1,29,0
2021-07-21,780,2021,7,2,29,0
2021-07-22,712,2021,7,3,29,0
2021-07-23,1073,2021,7,4,29,0
2021-07-24,1174,2021,7,5,29,1
2021-07-25,1019,2021,7,6,29,1
2021-07-26,901,2021,7,0,30,0
2021-07-27,945,2021,7,1,30,0
2021-07-28,856,2021,7,2,30,0
2021-07-29,784,2021,7,3,30,0
2021-07-30,1114,2021,7,4,30,0
2021-07-31,1329,2021,7,5,30,1
2021-08-01,1122,2021,8,6,30,1
2021-08-02,1018,2021,8,0,31,0
2021-08-03,795,2021,8,1,31,0
2021-08-04,751,2021,8,2,31,0
2021-08-05,828,2021,8,3,31,0
2021-08-06,981,2021,8,4,31,0
2021-08-07,1243,2021,8,5,31,1
2021-08-08,1083,2021,8,6,31,1
2021-08-09,835,2021,8,0,32,0
2021-08-10,763,2021,8,1,32,0
2021-08-11,1052,2021,8,2,32,0
2021-08-12,873,2021,8,3,32,0
2021-08-13,1106,2021,8,4,32,0
2021-08-14,1233,2021,8,5,32,1
2021-08-15,1154,2021,8,6,32,1
2021-08-16,839,2021,8,0,33,0
2021-08-17,916,2021,8,1,33,0
2021-08-18,935,2021,8,2,33,0
2021-08-19,1012,2021,8,3,33,0
2021-08-20,968,2021,8,4,33,0
2021-08-21,1259,2021,8,5,33,1
2021-08-22,1056,2021,8,6,33,1
2021-08-23,910,2021,8,0,34,0
2021-08-24,781,2021,8,1,34,0
2021-08-25,1048,2021,8,2,34,0
2021-08-26,837,2021,8,3,34,0
2021-08-27,776,2021,8,4,34,0
2021-08-28,1144,2021,8,5,34,1
2021-08-29,958,2021,8,6,34,1
2021-08-30,825,2021,8,0,35,0
2021-08-31,763,2021,8,1,35,0
2021-09-01,779,2021,9,2,35,0
2021-09-02,652,2021,9,3,35,0
2021-09-03,849,2021,9,4,35,0
2021-09-04,819,2021,9,5,35,1
2021-09-05,836,2021,9,6,35,1
2021-09-06,794,2021,9,0,36,0
2021-09-07,881,2021,9,1,36,0
2021-09-08,840,2021,9,2,36,0
2021-09-09,708,2021,9,3,36,0
2021-09-10,865,2021,9,4,36,0
2021-09-11,1063,2021,9,5,36,1
2021-09-12,853,2021,9,6,36,1
2021-09-13,841,2021,9,0,37,0
2021-09-14,863,2021,9,1,37,0
2021-09-15,753,2021,9,2,37,0
2021-09-16,772,2021,9,3,37,0
2021-09-17,864,2021,9,4,37,0
2021-09-18,806,2021,9,5,37,1
2021-09-19,921,2021,9,6,37,1
2021-09-20,627,2021,9,0,38,0
2021-09-21,667,2021,9,1,38,0
2021-09-22,724,2021,9,2,38,0
2021-09-23,924,2021,9,3,38,0
2021-09-24,881,2021,9,4,38,0
2021-09-25,930,2021,9,5,38,1
2021-09-26,983,2021,9,6,38,1
2021-09-27,778,2021,9,0,39,0
2021-09-28,812,2021,9,1,39,0
2021-09-29,729,2021,9,2,39,0
2021-09-30,666,2021,9,3,39,0
2021-10-01,857,2021,10,4,39,0
2021-10-02,1009,2021,10,5,39,1
2021-10-03,987,2021,10,6,39,1
2021-10-04,686,2021,10,0,40,0
2021-10-05,797,2021,10,1,40,0
2021-10-06,655,2021,10,2,40,0
2021-10-07,815,2021,10,3,40,0
2021-10-08,779,2021,10,4,40,0
2021-10-09,1192,2021,10,5,40,1
2021-10-10,788,2021,10,6,40,1
2021-10-11,756,2021,10,0,41,0
2021-10-12,695,2021,10,1,41,0
2021-10-13,624,2021,10,2,41,0
2021-10-14,634,2021,10,3,41,0
2021-10-15,708,2021,10,4,41,0
2021-10-16,945,2021,10,5,41,1
2021-10-17,881,2021,10,6,41,1
2021-10-18,553,2021,10,0,42,0
2021-10-19,654,2021,10,1,42,0
2021-10-20,1519,2021,10,2,42,0
2021-10-21,1438,2021,10,3,42,0
2021-10-22,1348,2021,10,4,42,0
2021-10-23,1570,2021,10,5,42,1
2021-10-24,1461,2021,10,6,42,1
2021-10-25,1111,2021,10,0,43,0
2021-10-26,1010,2021,10,1,43,0
2021-10-27,1102,2021,10,2,43,0
2021-10-28,926,2021,10,3,43,0
2021-10-29,1299,2021,10,4,43,0
2021-10-30,1635,2021,10,5,43,1
2021-10-31,1316,2021,10,6,43,1
2021-11-01,1208,2021,11,0,44,0
2021-11-02,955,2021,11,1,44,0
2021-11-03,924,2021,11,2,44,0
2021-11-04,1127,2021,11,3,44,0
2021-11-05,1362,2021,11,4,44,0
2021-11-06,999,2021,11,5,44,1
2021-11-07,712,2021,11,6,44,1
2021-11-08,614,2021,11,0,45,0
2021-11-09,594,2021,11,1,45,0
2021-11-10,583,2021,11,2,45,0
2021-11-11,659,2021,11,3,45,0
2021-11-12,702,2021,11,4,45,0
2021-11-13,657,2021,11,5,45,1
2021-11-14,875,2021,11,6,45,1
2021-11-15,621,2021,11,0,46,0
2021-11-16,540,2021,11,1,46,0
2021-11-17,609,2021,11,2,46,0
2021-11-18,614,2021,11,3,46,0
2021-11-19,655,2021,11,4,46,0
2021-11-20,727,2021,11,5,46,1
2021-11-21,661,2021,11,6,46,1
2021-11-22,513,2021,11,0,47,0
2021-11-23,656,2021,11,1,47,0
2021-11-24,607,2021,11,2,47,0
2021-11-25,542,2021,11,3,47,0
2021-11-26,683,2021,11,4,47,0
2021-11-27,541,2021,11,5,47,1
2021-11-28,808,2021,11,6,47,1
2021-11-29,411,2021,11,0,48,0
2021-11-30,537,2021,11,1,48,0
2021-12-01,489,2021,12,2,48,0
2021-12-02,478,2021,12,3,48,0
2021-12-03,705,2021,12,4,48,0
2021-12-04,711,2021,12,5,48,1
2021-12-05,725,2021,12,6,48,1
2021-12-06,497,2021,12,0,49,0
2021-12-07,588,2021,12,1,49,0
2021-12-08,559,2021,12,2,49,0
2021-12-09,475,2021,12,3,49,0
2021-12-10,686,2021,12,4,49,0
2021-12-11,703,2021,12,5,49,1
2021-12-12,573,2021,12,6,49,1
2021-12-13,472,2021,12,0,50,0
2021-12-14,661,2021,12,1,50,0
2021-12-15,611,2021,12,2,50,0
2021-12-16,529,2021,12,3,50,0
2021-12-17,582,2021,12,4,50,0
2021-12-18,717,2021,12,5,50,1
2021-12-19,886,2021,12,6,50,1
2021-12-20,520,2021,12,0,51,0
2021-12-21,582,2021,12,1,51,0
2021-12-22,626,2021,12,2,51,0
2021-12-23,570,2021,12,3,51,0
2021-12-24,591,2021,12,4,51,0
2021-12-25,1170,2021,12,5,51,1
2021-12-26,1101,2021,12,6,51,1
2021-12-27,797,2021,12,0,52,0
2021-12-28,972,2021,12,1,52,0
2021-12-29,898,2021,12,2,52,0
2021-12-30,976,2021,12,3,52,0
2021-12-31,975,2021,12,4,52,0
2022-01-01,1222,2022,1,5,52,1
2022-01-02,884,2022,1,6,52,1
2022-01-03,905,2022,1,0,1,0
2022-01-04,941,2022,1,1,1,0
2022-01-05,1020,2022,1,2,1,0
2022-01-06,401,2022,1,3,1,0
2022-01-07,804,2022,1,4,1,0
2022-01-08,757,2022,1,5,1,1
2022-01-09,816,2022,1,6,1,1
2022-01-10,456,2022,1,0,2,0
2022-01-11,619,2022,1,1,2,0
2022-01-12,508,2022,1,2,2,0
2022-01-13,537,2022,1,3,2,0
2022-01-14,804,2022,1,4,2,0
2022-01-15,769,2022,1,5,2,1
2022-01-16,751,2022,1,6,2,1
2022-01-17,587,2022,1,0,3,0
2022-01-18,625,2022,1,1,3,0
2022-01-19,602,2022,1,2,3,0
2022-01-20,621,2022,1,3,3,0
2022-01-21,875,2022,1,4,3,0
2022-01-22,803,2022,1,5,3,1
2022-01-23,770,2022,1,6,3,1
2022-01-24,617,2022,1,0,4,0
2022-01-25,693,2022,1,1,4,0
2022-01-26,703,2022,1,2,4,0
2022-01-27,661,2022,1,3,4,0
2022-01-28,590,2022,1,4,4,0
2022-01-29,1015,2022,1,5,4,1
2022-01-30,676,2022,1,6,4,1
2022-01-31,582,2022,1,0,5,0
2022-02-01,573,2022,2,1,5,0
2022-02-02,625,2022,2,2,5,0
2022-02-03,659,2022,2,3,5,0
2022-02-04,728,2022,2,4,5,0
2022-02-05,909,2022,2,5,5,1
2022-02-06,976,2022,2,6,5,1
2022-02-07,614,2022,2,0,6,0
2022-02-08,631,2022,2,1,6,0
2022-02-09,734,2022,2,2,6,0
2022-02-10,758,2022,2,3,6,0
2022-02-11,627,2022,2,4,6,0
2022-02-12,963,2022,2,5,6,1
2022-02-13,908,2022,2,6,6,1
2022-02-14,583,2022,2,0,7,0
2022-02-15,797,2022,2,1,7,0
2022-02-16,667,2022,2,2,7,0
2022-02-17,693,2022,2,3,7,0
2022-02-18,740,2022,2,4,7,0
2022-02-19,934,2022,2,5,7,1
2022-02-20,761,2022,2,6,7,1
2022-02-21,529,2022,2,0,8,0
2022-02-22,851,2022,2,1,8,0
2022-02-23,639,2022,2,2,8,0
2022-02-24,631,2022,2,3,8,0
2022-02-25,608,2022,2,4,8,0
2022-02-26,900,2022,2,5,8,1
2022-02-27,772,2022,2,6,8,1
2022-02-28,798,2022,2,0,9,0
2022-03-01,826,2022,3,1,9,0
2022-03-02,678,2022,3,2,9,0
2022-03-03,971,2022,3,3,9,0
2022-03-04,922,2022,3,4,9,0
2022-03-05,973,2022,3,5,9,1
2022-03-06,698,2022,3,6,9,1
2022-03-07,898,2022,3,0,10,0
2022-03-08,646,2022,3,1,10,0
2022-03-09,630,2022,3,2,10,0
2022-03-10,872,2022,3,3,10,0
2022-03-11,1144,2022,3,4,10,0
2022-03-12,1244,2022,3,5,10,1
2022-03-13,1050,2022,3,6,10,1
2022-03-14,763,2022,3,0,11,0
2022-03-15,880,2022,3,1,11,0
2022-03-16,875,2022,3,2,11,0
2022-03-17,831,2022,3,3,11,0
2022-03-18,900,2022,3,4,11,0
2022-03-19,1089,2022,3,5,11,1
2022-03-20,933,2022,3,6,11,1
2022-03-21,715,2022,3,0,12,0
2022-03-22,675,2022,3,1,12,0
2022-03-23,821,2022,3,2,12,0
2022-03-24,742,2022,3,3,12,0
2022-03-25,810,2022,3,4,12,0
2022-03-26,1166,2022,3,5,12,1
2022-03-27,1255,2022,3,6,12,1
2022-03-28,858,2022,3,0,13,0
2022-03-29,711,2022,3,1,13,0
2022-03-30,767,2022,3,2,13,0
2022-03-31,972,2022,3,3,13,0
2022-04-01,853,2022,4,4,13,0
2022-04-02,1153,2022,4,5,13,1
2022-04-03,1177,2022,4,6,13,1
2022-04-04,710,2022,4,0,14,0
2022-04-05,902,2022,4,1,14,0
2022-04-06,763,2022,4,2,14,0
2022-04-07,837,2022,4,3,14,0
2022-04-08,1034,2022,4,4,14,0
2022-04-09,1013,2022,4,5,14,1
2022-04-10,1204,2022,4,6,14,1
2022-04-11,824,2022,4,0,15,0
2022-04-12,985,2022,4,1,15,0
2022-04-13,952,2022,4,2,15,0
2022-04-14,1096,2022,4,3,15,0
2022-04-15,1044,2022,4,4,15,0
2022-04-16,1205,2022,4,5,15,1
2022-04-17,1197,2022,4,6,15,1
2022-04-18,911,2022,4,0,16,0
2022-04-19,958,2022,4,1,16,0
2022-04-20,961,2022,4,2,16,0
2022-04-21,883,2022,4,3,16,0
2022-04-22,980,2022,4,4,16,0
2022-04-23,1105,2022,4,5,16,1
2022-04-24,1500,2022,4,6,16,1
2022-04-25,757,2022,4,0,17,0
2022-04-26,903,2022,4,1,17,0
2022-04-27,903,2022,4,2,17,0
2022-04-28,1101,2022,4,3,17,0
2022-04-29,1054,2022,4,4,17,0
2022-04-30,1562,2022,4,5,17,1
2022-05-01,1153,2022,5,6,17,1
2022-05-02,934,2022,5,0,18,0
2022-05-03,911,2022,5,1,18,0
2022-05-04,1308,2022,5,2,18,0
2022-05-05,880,2022,5,3,18,0
2022-05-06,1162,2022,5,4,18,0
2022-05-07,1488,2022,5,5,18,1
2022-05-08,1347,2022,5,6,18,1
2022-05-09,905,2022,5,0,19,0
2022-05-10,1016,2022,5,1,19,0
2022-05-11,1040,2022,5,2,19,0
2022-05-12,1020,2022,5,3,19,0
2022-05-13,1286,2022,5,4,19,0
2022-05-14,1838,2022,5,5,19,1
2022-05-15,1225,2022,5,6,19,1
2022-05-16,802,2022,5,0,20,0
2022-05-17,1042,2022,5,1,20,0
2022-05-18,1440,2022,5,2,20,0
2022-05-19,962,2022,5,3,20,0
2022-05-20,1422,2022,5,4,20,0
2022-05-21,1758,2022,5,5,20,1
2022-05-22,1248,2022,5,6,20,1
2022-05-23,1031,2022,5,0,21,0
2022-05-24,1304,2022,5,1,21,0
2022-05-25,1027,2022,5,2,21,0
2022-05-26,1051,2022,5,3,21,0
2022-05-27,1107,2022,5,4,21,0
2022-05-28,1293,2022,5,5,21,1
2022-05-29,1253,2022,5,6,21,1
2022-05-30,844,2022,5,0,22,0
2022-05-31,1092,2022,5,1,22,0
2022-06-01,993,2022,6,2,22,0
2022-06-02,1123,2022,6,3,22,0
2022-06-03,998,2022,6,4,22,0
2022-06-04,1538,2022,6,5,22,1
2022-06-05,1515,2022,6,6,22,1
2022-06-06,778,2022,6,0,23,0
2022-06-07,1150,2022,6,1,23,0
2022-06-08,1276,2022,6,2,23,0
2022-06-09,954,2022,6,3,23,0
2022-06-10,1484,2022,6,4,23,0
2022-06-11,1569,2022,6,5,23,1
2022-06-12,1271,2022,6,6,23,1
2022-06-13,990,2022,6,0,24,0
2022-06-14,1185,2022,6,1,24,0
2022-06-15,1120,2022,6,2,24,0
2022-06-16,1184,2022,6,3,24,0
2022-06-17,1094,2022,6,4,24,0
2022-06-18,1532,2022,6,5,24,1
2022-06-19,1174,2022,6,6,24,1
2022-06-20,988,2022,6,0,25,0
2022-06-21,999,2022,6,1,25,0
2022-06-22,1020,2022,6,2,25,0
2022-06-23,1292,2022,6,3,25,0
2022-06-24,1397,2022,6,4,25,0
2022-06-25,1619,2022,6,5,25,1
2022-06-26,1222,2022,6,6,25,1
2022-06-27,966,2022,6,0,26,0
2022-06-28,1289,2022,6,1,26,0
2022-06-29,1134,2022,6,2,26,0
2022-06-30,1472,2022,6,3,26,0
2022-07-01,1285,2022,7,4,26,0
2022-07-02,1538,2022,7,5,26,1
2022-07-03,1341,2022,7,6,26,1
2022-07-04,1018,2022,7,0,27,0
2022-07-05,1092,2022,7,1,27,0
2022-07-06,1210,2022,7,2,27,0
2022-07-07,1246,2022,7,3,27,0
2022-07-08,1111,2022,7,4,27,0
2022-07-09,1276,2022,7,5,27,1
2022-07-10,1111,2022,7,6,27,1
2022-07-11,1059,2022,7,0,28,0
2022-07-12,969,2022,7,1,28,0
2022-07-13,853,2022,7,2,28,0
2022-07-14,1156,2022,7,3,28,0
2022-07-15,1635,2022,7,4,28,0
2022-07-16,1485,2022,7,5,28,1
2022-07-17,1520,2022,7,6,28,1
2022-07-18,998,2022,7,0,29,0
2022-07-19,1083,2022,7,1,29,0
2022-07-20,1222,2022,7,2,29,0
2022-07-21,1055,2022,7,3,29,0
2022-07-22,1239,2022,7,4,29,0
2022-07-23,1528,2022,7,5,29,1
2022-07-24,1254,2022,7,6,29,1
2022-07-25,1100,2022,7,0,30,0
2022-07-26,1061,2022,7,1,30,0
2022-07-27,987,2022,7,2,30,0
2022-07-28,1150,2022,7,3,30,0
2022-07-29,1063,2022,7,4,30,0
2022-07-30,1455,2022,7,5,30,1
2022-07-31,1338,2022,7,6,30,1
2022-08-01,1096,2022,8,0,31,0
2022-08-02,1129,2022,8,1,31,0
2022-08-03,1061,2022,8,2,31,0
2022-08-04,1171,2022,8,3,31,0
2022-08-05,1376,2022,8,4,31,0
2022-08-06,1524,2022,8,5,31,1
2022-08-07,1318,2022,8,6,31,1
2022-08-08,808,2022,8,0,32,0
2022-08-09,922,2022,8,1,32,0
2022-08-10,1007,2022,8,2,32,0
2022-08-11,968,2022,8,3,32,0
2022-08-12,1117,2022,8,4,32,0
2022-08-13,1407,2022,8,5,32,1
2022-08-14,1375,2022,8,6,32,1
2022-08-15,918,2022,8,0,33,0
2022-08-16,1087,2022,8,1,33,0
2022-08-17,1030,2022,8,2,33,0
2022-08-18,804,2022,8,3,33,0
2022-08-19,998,2022,8,4,33,0
2022-08-20,1343,2022,8,5,33,1
2022-08-21,1090,2022,8,6,33,1
2022-08-22,972,2022,8,0,34,0
2022-08-23,1203,2022,8,1,34,0
2022-08-24,1155,2022,8,2,34,0
2022-08-25,969,2022,8,3,34,0
2022-08-26,1303,2022,8,4,34,0
2022-08-27,1356,2022,8,5,34,1
2022-08-28,1180,2022,8,6,34,1
2022-08-29,819,2022,8,0,35,0
2022-08-30,941,2022,8,1,35,0
2022-08-31,927,2022,8,2,35,0
2022-09-01,988,2022,9,3,35,0
2022-09-02,1081,2022,9,4,35,0
2022-09-03,1296,2022,9,5,35,1
2022-09-04,1259,2022,9,6,35,1
2022-09-05,988,2022,9,0,36,0
2022-09-06,1062,2022,9,1,36,0
2022-09-07,790,2022,9,2,36,0
2022-09-08,692,2022,9,3,36,0
2022-09-09,1151,2022,9,4,36,0
2022-09-10,1067,2022,9,5,36,1
2022-09-11,1128,2022,9,6,36,1
2022-09-12,722,2022,9,0,37,0
2022-09-13,740,2022,9,1,37,0
2022-09-14,976,2022,9,2,37,0
2022-09-15,998,2022,9,3,37,0
2022-09-16,930,2022,9,4,37,0
2022-09-17,893,2022,9,5,37,1
2022-09-18,1051,2022,9,6,37,1
2022-09-19,843,2022,9,0,38,0
2022-09-20,745,2022,9,1,38,0
2022-09-21,905,2022,9,2,38,0
2022-09-22,880,2022,9,3,38,0
2022-09-23,1034,2022,9,4,38,0
2022-09-24,1195,2022,9,5,38,1
2022-09-25,966,2022,9,6,38,1
2022-09-26,898,2022,9,0,39,0
2022-09-27,844,2022,9,1,39,0
2022-09-28,853,2022,9,2,39,0
2022-09-29,762,2022,9,3,39,0
2022-09-30,884,2022,9,4,39,0
2022-10-01,1024,2022,10,5,39,1
2022-10-02,1028,2022,10,6,39,1
2022-10-03,923,2022,10,0,40,0
2022-10-04,705,2022,10,1,40,0
2022-10-05,681,2022,10,2,40,0
2022-10-06,982,2022,10,3,40,0
2022-10-07,878,2022,10,4,40,0
2022-10-08,1015,2022,10,5,40,1
2022-10-09,1148,2022,10,6,40,1
2022-10-10,675,2022,10,0,41,0
2022-10-11,999,2022,10,1,41,0
2022-10-12,866,2022,10,2,41,0
2022-10-13,750,2022,10,3,41,0
2022-10-14,1127,2022,10,4,41,0
