customer_id,age,income_lpa,city_tier,spend_score,frequency_pm,avg_order_val,recency_days,total_orders,total_spend,clv,cat_electronics,cat_fashion,cat_grocery,cat_beauty,cat_sports,cat_home,app_sessions_pw,email_open_rate,push_click_rate,web_sessions_pw,pages_per_session,cart_abandon_rate,wishlist_items,reviews_written,returns_rate,referrals_made,pref_mobile,pref_desktop,pref_app,loyalty_years,nps_score,satisfaction,support_tickets,discount_usage,engagement_score,churn_risk
C00256,32,52.22,1,39.0,7.1,200,42,83,16600,48045,0.31,0.152,0.448,0.134,0.182,0.112,3.0,0.251,0.208,2.3,8.6,0.856,3,0,0.371,0,0.882,0.118,0.282,2.8,5,4,1,0.812,33.0,0.39
C00257,53,22.75,3,26.3,4.5,200,57,58,11600,25628,0.281,0.278,0.487,0.037,0.281,0.22,0.0,0.383,0.432,0.0,7.6,0.755,7,1,0.076,1,0.443,0.5569999999999999,0.387,4.0,4,5,0,0.191,22.0,0.433
C00258,30,41.43,3,43.6,2.7,200,65,30,6000,19649,0.436,0.146,0.583,0.315,0.374,0.382,0.0,0.557,0.548,0.0,4.8,0.554,4,2,0.172,0,0.525,0.475,0.374,8.0,8,4,1,0.132,34.2,0.435
C00259,43,59.55,1,36.6,6.9,200,14,64,12800,44181,0.276,0.403,0.507,0.284,0.283,0.353,0.3,0.263,0.18,0.3,1.4,0.43,2,1,0.211,2,0.759,0.241,0.645,1.7,7,3,0,0.262,23.5,0.361
C00260,47,50.56,1,41.8,3.5,287,2,39,11193,29278,0.133,0.843,0.318,0.064,0.076,0.214,0.0,0.245,0.123,0.0,1.0,0.312,2,1,0.153,0,0.725,0.275,0.34,3.5,6,4,1,0.306,24.1,0.44
C00261,27,60.46,3,39.0,3.5,200,1,36,7200,18946,0.126,0.721,0.588,0.183,0.132,0.275,0.6,0.111,0.413,0.8,6.0,0.244,1,2,0.158,1,0.923,0.07699999999999996,0.523,4.0,7,4,2,0.527,20.9,0.479
C00262,37,36.9,1,34.1,4.4,200,19,54,10800,22626,0.512,0.394,0.547,0.066,0.022,0.073,3.5,0.261,0.172,5.7,1.0,0.324,3,1,0.288,1,0.387,0.613,0.583,2.8,5,3,1,0.594,33.0,0.431
C00263,18,25.57,3,38.5,0.9,200,12,10,2000,5338,0.082,0.241,0.584,0.151,0.032,0.135,3.6,0.589,0.051,4.5,2.3,0.667,5,2,0.34,0,0.576,0.42400000000000004,0.272,1.2,9,5,1,0.594,44.9,0.414
C00264,26,10.16,1,37.3,4.4,200,3,57,11400,27124,0.391,0.795,0.667,0.219,0.177,0.363,1.7,0.369,0.032,3.1,3.0,0.632,1,1,0.036,0,0.344,0.656,0.404,3.1,9,4,2,0.641,31.6,0.381
C00265,35,21.43,1,44.0,0.7,200,9,8,1600,3367,0.185,0.786,0.852,0.078,0.233,0.322,1.9,0.299,0.359,1.3,4.6,0.465,2,2,0.323,1,0.307,0.6930000000000001,0.64,9.5,1,5,1,0.248,32.8,0.502
C00266,23,15.43,3,38.5,0.5,528,6,6,3168,5178,0.039,0.367,0.79,0.09,0.487,0.248,0.0,0.528,0.288,0.0,2.7,0.53,3,1,0.341,0,0.856,0.14400000000000002,0.275,2.3,5,5,1,0.206,31.2,0.435
C00267,58,80.97,2,37.7,3.4,200,111,32,6400,12835,0.398,0.223,0.733,0.31,0.271,0.157,0.0,0.184,0.114,0.0,4.7,0.296,2,2,0.144,1,0.791,0.20899999999999996,0.082,3.3,2,5,0,0.31,20.6,0.58
C00268,21,22.27,3,28.9,4.4,200,7,61,12200,23128,0.359,0.41,0.643,0.199,0.302,0.07,1.7,0.27,0.222,2.9,6.7,0.265,2,3,0.257,1,0.804,0.19599999999999995,0.458,0.7,3,4,1,0.608,25.3,0.415
C00269,33,26.25,1,23.6,1.8,480,35,23,11040,28528,0.257,0.199,0.76,0.501,0.04,0.17,2.1,0.255,0.144,2.0,5.0,0.851,5,3,0.103,1,0.341,0.659,0.122,2.7,10,4,0,0.332,24.0,0.516
C00270,40,33.23,2,49.5,0.6,200,40,8,1600,4325,0.188,0.333,0.299,0.364,0.39,0.307,0.3,0.636,0.349,0.4,1.4,0.492,0,2,0.091,1,0.762,0.238,0.29,0.1,7,2,0,0.456,39.9,0.438
C00271,55,25.13,2,38.2,1.8,234,35,18,4212,11445,0.568,0.114,0.769,0.164,0.169,0.007,0.0,0.261,0.3,0.0,9.0,0.43,1,3,0.106,0,0.616,0.384,0.515,4.4,5,5,3,0.574,23.1,0.514
C00272,21,62.32,2,62.3,4.4,200,5,49,9800,22308,0.285,0.209,0.839,0.662,0.222,0.205,0.0,0.252,0.466,0.0,3.2,0.434,0,2,0.089,1,0.729,0.271,0.397,0.6,10,2,2,0.468,32.5,0.418
C00273,52,17.42,2,38.5,0.5,200,17,4,800,1874,0.224,0.316,0.649,0.493,0.403,0.224,1.7,0.364,0.241,1.8,2.5,0.305,0,2,0.061,1,0.64,0.36,0.103,0.2,7,3,0,0.167,31.9,0.497
C00274,38,27.3,2,35.9,0.8,200,2,9,1800,5703,0.112,0.61,0.814,0.254,0.227,0.363,1.7,0.082,0.037,2.9,3.4,0.637,2,3,0.122,2,0.187,0.813,0.518,0.5,9,5,3,0.475,22.4,0.557
C00275,26,16.31,2,35.7,6.9,336,23,61,20496,50266,0.119,0.457,0.819,0.107,0.164,0.567,3.7,0.517,0.541,5.6,2.6,0.535,2,2,0.09,2,0.338,0.6619999999999999,0.534,1.6,10,5,1,0.711,42.0,0.295
C00276,44,11.87,1,25.9,0.8,200,9,9,1800,6256,0.402,0.354,0.429,0.334,0.326,0.443,0.0,0.388,0.322,0.0,5.6,0.59,4,1,0.095,0,0.78,0.21999999999999997,0.521,0.1,10,4,2,0.316,22.0,0.473
C00277,40,17.52,3,42.2,2.1,200,37,25,5000,11896,0.221,0.31,0.351,0.356,0.314,0.309,0.8,0.661,0.157,1.6,2.2,0.491,5,2,0.213,1,0.827,0.17300000000000004,0.64,0.1,10,5,0,0.503,39.3,0.389
C00278,31,24.04,1,42.5,2.2,200,53,23,4600,12876,0.011,0.755,0.671,0.177,0.072,0.182,1.5,0.169,0.093,0.8,6.0,0.544,1,2,0.201,0,0.835,0.16500000000000004,0.515,1.8,9,3,1,0.458,27.0,0.551
C00279,39,19.37,2,35.8,1.9,270,34,21,5670,9076,0.17,0.292,0.448,0.261,0.195,0.374,0.3,0.526,0.404,0.3,5.7,0.378,3,2,0.09,2,0.799,0.20099999999999996,0.359,2.1,9,5,3,0.347,31.1,0.431
C00280,33,16.76,1,32.8,3.9,749,26,52,38948,109315,0.451,0.084,0.803,0.195,0.219,0.161,3.0,0.217,0.314,2.9,1.3,0.835,1,2,0.158,1,0.752,0.248,0.509,1.0,5,4,0,0.478,29.5,0.464
C00281,39,11.32,2,38.5,4.3,200,22,37,7400,23701,0.373,0.598,0.557,0.423,0.373,0.195,3.7,0.527,0.253,7.0,1.0,0.951,0,1,0.137,0,0.852,0.14800000000000002,0.655,0.0,5,5,0,0.382,43.4,0.357
C00282,46,23.44,2,42.1,2.3,743,83,29,21547,72935,0.191,0.364,0.691,0.376,0.159,0.217,0.0,0.294,0.059,0.0,7.6,0.646,4,1,0.066,0,0.356,0.644,0.718,1.5,7,4,3,0.228,25.7,0.544
C00283,57,10.72,1,42.9,0.5,200,11,5,1000,3495,0.653,0.342,0.814,0.208,0.136,0.218,0.3,0.117,0.148,0.4,1.0,0.483,5,1,0.214,1,0.217,0.783,0.435,6.3,10,2,0,0.43,21.7,0.564
C00284,23,37.26,1,30.6,6.0,670,60,49,32830,67773,0.107,0.306,0.577,0.373,0.187,0.352,4.4,0.3,0.098,6.9,1.0,0.614,6,2,0.155,1,0.35,0.65,0.61,1.7,5,5,0,0.553,35.7,0.423
C00285,64,25.67,1,41.9,2.8,413,64,26,10738,28464,0.091,0.451,0.433,0.174,0.069,0.452,2.2,0.195,0.491,1.7,2.1,0.222,4,2,0.287,1,0.61,0.39,0.402,1.5,5,5,1,0.37,29.9,0.54
C00286,18,11.0,2,32.3,5.9,200,24,74,14800,35541,0.082,0.575,0.671,0.142,0.018,0.221,1.5,0.43,0.175,1.1,1.2,0.797,3,0,0.064,1,0.387,0.613,0.459,2.0,8,3,1,0.202,30.8,0.347
C00287,36,20.7,3,38.6,0.5,200,16,5,1000,2628,0.154,0.629,0.324,0.217,0.232,0.494,2.1,0.258,0.1,1.2,1.0,0.607,1,2,0.063,2,0.795,0.20499999999999996,0.722,0.4,5,4,0,0.554,30.1,0.527
C00288,45,16.22,1,40.4,3.0,200,29,40,8000,14519,0.376,0.494,0.578,0.514,0.146,0.761,2.6,0.264,0.341,1.9,1.0,0.937,3,1,0.032,1,0.797,0.20299999999999996,0.615,4.1,8,5,1,0.424,32.7,0.476
C00289,41,29.24,2,28.2,7.0,317,4,78,24726,79427,0.185,0.647,0.65,0.092,0.217,0.518,2.4,0.36,0.146,4.1,5.5,0.359,4,1,0.08,0,0.213,0.787,0.456,0.1,8,5,1,0.322,30.0,0.318
C00290,31,51.28,1,48.2,3.3,200,2,27,5400,17923,0.24,0.279,0.594,0.256,0.284,0.564,2.5,0.105,0.239,4.8,6.1,0.423,4,3,0.292,0,0.559,0.44099999999999995,0.371,0.1,7,5,1,0.427,30.7,0.487
C00291,36,8.75,2,20.0,1.9,200,5,23,4600,11037,0.057,0.072,0.687,0.169,0.269,0.188,1.2,0.535,0.51,2.2,1.0,0.742,1,1,0.13,0,0.377,0.623,0.309,0.1,7,2,1,0.924,28.0,0.397
C00292,32,26.13,3,43.9,3.6,688,9,31,21328,43954,0.511,0.747,0.505,0.357,0.411,0.264,4.2,0.184,0.327,4.4,3.2,0.637,3,1,0.157,1,0.164,0.836,0.402,3.9,7,5,1,0.6,36.9,0.463
C00293,31,22.46,1,38.1,1.8,200,32,23,4600,8196,0.458,0.364,0.694,0.024,0.19,0.403,0.9,0.349,0.315,1.4,1.0,0.734,1,4,0.103,1,0.931,0.06899999999999995,0.377,1.1,4,5,3,0.526,28.7,0.485
C00294,48,35.49,2,41.8,2.8,419,85,25,10475,30037,0.227,0.607,0.7,0.121,0.431,0.746,1.7,0.293,0.11,3.0,2.8,0.276,2,3,0.108,0,0.702,0.29800000000000004,0.335,2.6,3,3,2,0.446,31.1,0.534
C00295,42,27.58,1,42.1,2.4,200,12,24,4800,10197,0.226,0.181,0.811,0.236,0.335,0.266,4.7,0.271,0.04,8.1,1.7,0.721,0,0,0.071,1,0.968,0.03200000000000003,0.505,0.2,4,5,2,0.267,40.5,0.471
C00296,30,16.22,1,20.9,1.4,836,123,18,15048,49945,0.268,0.453,0.584,0.031,0.142,0.457,2.0,0.249,0.526,1.2,1.0,0.593,5,2,0.104,1,0.907,0.09299999999999997,0.257,3.6,9,5,0,0.136,22.4,0.625
C00297,49,20.58,1,32.8,5.3,200,139,73,14600,41494,0.308,0.268,0.552,0.624,0.304,0.408,1.3,0.416,0.045,1.1,11.8,0.365,5,1,0.036,0,0.345,0.655,0.074,1.0,9,5,3,0.461,29.9,0.493
C00298,42,15.83,1,29.7,3.6,200,144,37,7400,20656,0.288,0.429,0.815,0.446,0.101,0.089,2.6,0.591,0.182,5.0,12.6,0.825,3,2,0.175,1,0.471,0.529,0.724,0.6,7,4,1,0.405,38.2,0.489
C00299,48,44.34,2,45.6,4.3,769,82,56,43064,112776,0.307,0.484,0.574,0.147,0.29,0.124,2.3,0.65,0.465,3.7,3.3,0.632,5,4,0.105,1,0.654,0.346,0.452,3.1,0,3,2,0.393,45.3,0.386
C00300,46,24.82,2,32.9,4.6,200,20,42,8400,13369,0.237,0.569,0.59,0.109,0.149,0.591,0.0,0.225,0.139,0.0,1.0,0.668,1,2,0.519,0,0.35,0.65,0.588,0.2,0,2,0,0.385,19.9,0.437
C00301,28,69.8,2,47.9,4.3,811,3,55,44605,150044,0.12,0.387,0.451,0.049,0.301,0.511,2.9,0.419,0.228,3.7,3.5,0.782,4,0,0.118,2,0.807,0.19299999999999995,0.669,1.7,10,3,1,0.515,41.3,0.368
C00302,31,23.73,1,30.1,1.4,449,38,17,7633,21036,0.31,0.275,0.856,0.214,0.417,0.291,0.0,0.183,0.088,0.0,10.6,0.395,7,1,0.203,3,0.5,0.5,0.533,1.2,5,5,1,0.406,17.5,0.551
C00303,47,16.62,1,25.1,1.5,200,37,14,2800,9767,0.202,0.359,0.679,0.322,0.339,0.157,5.0,0.173,0.393,7.4,1.9,0.447,2,0,0.293,1,0.612,0.388,0.39,3.4,4,3,1,0.517,31.7,0.551
C00304,45,10.67,2,31.6,2.4,200,85,24,4800,12359,0.278,0.731,0.748,0.137,0.261,0.142,1.7,0.35,0.183,2.1,1.0,0.393,2,3,0.039,0,0.595,0.405,0.426,2.5,3,4,0,0.463,28.7,0.527
C00305,38,9.1,3,40.7,0.5,200,248,4,800,2336,0.081,0.475,0.868,0.044,0.301,0.077,0.0,0.226,0.144,0.0,4.7,0.377,4,2,0.439,2,0.704,0.29600000000000004,0.33,5.6,9,4,2,0.579,23.1,0.791
C00306,39,10.26,1,42.8,1.4,200,32,14,2800,4515,0.211,0.165,0.554,0.234,0.249,0.399,0.4,0.234,0.031,0.4,4.3,0.564,2,2,0.076,0,0.496,0.504,0.841,3.2,9,5,1,0.09,25.5,0.529
C00307,53,28.42,3,35.7,2.1,588,19,19,11172,30874,0.154,0.343,0.825,0.136,0.522,0.095,3.1,0.198,0.139,2.3,1.0,0.881,5,1,0.125,0,0.837,0.16300000000000003,0.569,1.3,10,3,0,0.535,30.4,0.508
C00308,31,32.45,2,37.1,7.5,799,9,89,71111,215416,0.375,0.454,0.822,0.197,0.308,0.147,0.0,0.395,0.316,0.0,7.7,0.43,4,3,0.144,0,0.373,0.627,0.811,0.5,9,4,1,0.201,26.7,0.301
C00309,45,10.28,2,21.0,0.5,200,1,7,1400,4280,0.291,0.642,0.524,0.193,0.359,0.3,6.6,0.445,0.129,8.4,4.3,0.985,2,1,0.127,4,0.875,0.125,0.315,1.5,0,5,1,0.358,43.5,0.455
C00310,36,40.14,2,25.1,3.2,407,32,26,10582,32172,0.167,0.74,0.73,0.201,0.237,0.58,0.0,0.697,0.535,0.0,1.0,0.592,3,7,0.211,2,0.618,0.382,0.451,0.5,9,2,1,0.534,30.9,0.345
C00311,35,18.81,1,22.8,6.2,386,36,70,27020,52758,0.182,0.567,0.861,0.433,0.121,0.402,3.2,0.165,0.373,2.2,1.0,0.691,5,1,0.32,0,0.465,0.5349999999999999,0.104,0.3,10,5,0,0.578,24.6,0.432
C00312,51,26.6,1,24.1,3.3,541,78,38,20558,70941,0.336,0.293,0.558,0.451,0.213,0.594,0.6,0.345,0.284,1.1,14.3,0.374,2,1,0.087,1,0.683,0.31699999999999995,0.599,0.1,8,2,2,0.258,22.0,0.498
C00313,48,59.54,2,27.5,5.9,258,32,80,20640,72041,0.323,0.273,0.722,0.499,0.032,0.427,0.6,0.266,0.297,1.0,5.6,0.372,5,1,0.408,0,0.891,0.10899999999999999,0.459,2.0,4,4,3,0.609,21.0,0.405
C00314,48,40.18,1,37.6,3.8,200,112,42,8400,13870,0.262,0.467,0.458,0.221,0.127,0.631,2.9,0.241,0.34,2.0,1.8,0.702,3,2,0.247,3,0.631,0.369,0.546,2.1,5,3,3,0.278,31.8,0.554
C00315,54,21.16,3,31.7,1.5,200,45,17,3400,11468,0.352,0.42,0.859,0.051,0.01,0.101,0.5,0.634,0.169,0.3,2.3,0.442,2,2,0.071,1,0.804,0.19599999999999995,0.235,2.7,9,4,0,0.56,33.3,0.421
C00316,38,15.03,2,38.9,0.5,200,83,5,1000,2079,0.473,0.303,0.594,0.268,0.067,0.242,4.5,0.497,0.278,6.6,3.1,0.55,3,1,0.257,3,0.45,0.55,0.666,5.4,10,1,0,0.298,45.3,0.529
C00317,46,7.51,1,34.1,2.7,200,7,26,5200,14969,0.153,0.216,0.552,0.413,0.06,0.284,0.0,0.419,0.206,0.0,5.1,0.736,2,1,0.044,0,0.387,0.613,0.674,6.1,10,5,1,0.538,26.2,0.413
C00318,34,16.52,2,27.6,1.1,492,87,9,4428,9636,0.074,0.512,0.566,0.304,0.243,0.183,2.5,0.226,0.155,2.4,1.0,0.642,1,2,0.042,1,0.897,0.10299999999999998,0.309,1.0,7,3,0,0.578,26.1,0.6
C00319,42,21.84,1,43.2,1.3,200,51,14,2800,9619,0.368,0.31,0.454,0.271,0.209,0.589,0.9,0.804,0.149,1.6,1.0,0.466,2,2,0.38,1,0.576,0.42400000000000004,0.85,2.5,8,3,0,0.738,44.4,0.382
C00320,36,14.25,2,28.5,1.6,576,8,13,7488,12752,0.178,0.508,0.696,0.419,0.078,0.249,1.9,0.578,0.181,1.9,1.0,0.569,3,2,0.158,1,0.377,0.623,0.254,1.6,8,4,1,0.181,35.0,0.395
C00321,39,22.82,2,26.9,6.4,200,9,72,14400,35935,0.357,0.478,0.582,0.398,0.252,0.534,2.5,0.146,0.066,3.6,17.0,0.629,4,0,0.16,0,0.656,0.344,0.276,3.5,7,1,1,0.176,23.4,0.403
C00322,45,25.59,3,43.2,7.8,200,117,77,15400,36284,0.388,0.65,0.337,0.4,0.199,0.273,0.0,0.623,0.218,0.0,8.3,0.373,2,2,0.293,0,0.857,0.14300000000000002,0.792,3.2,10,5,3,0.548,36.0,0.343
C00323,28,21.68,3,31.4,3.3,200,1,37,7400,15925,0.309,0.771,0.591,0.237,0.27,0.156,1.9,0.458,0.041,1.7,3.2,0.55,0,4,0.338,1,0.802,0.19799999999999995,0.642,0.5,9,4,0,0.693,32.6,0.38
C00324,63,17.16,2,32.5,1.8,200,28,16,3200,8931,0.171,0.192,0.516,0.403,0.405,0.259,3.5,0.564,0.172,3.5,2.3,0.395,2,2,0.196,1,0.307,0.6930000000000001,0.261,0.5,4,4,1,0.847,41.5,0.416
C00325,26,26.92,2,36.2,0.7,200,17,10,2000,3524,0.03,0.267,0.657,0.114,0.198,0.63,2.5,0.684,0.498,4.8,1.1,0.623,2,0,0.114,2,0.619,0.381,0.476,0.3,4,5,0,0.146,43.2,0.396
C00326,23,31.28,3,26.5,4.2,200,49,56,11200,32853,0.104,0.722,0.875,0.375,0.217,0.425,0.9,0.464,0.392,0.9,3.6,0.736,2,2,0.275,3,0.676,0.32399999999999995,0.613,0.3,8,4,3,0.147,27.5,0.408
C00327,52,13.47,1,39.8,6.1,200,82,56,11200,38765,0.128,0.59,0.662,0.233,0.059,0.14,0.0,0.545,0.312,0.0,4.7,0.794,4,1,0.267,1,0.505,0.495,0.355,0.7,8,2,1,0.129,32.3,0.371
C00328,47,53.3,1,43.0,3.6,200,20,36,7200,22386,0.335,0.247,0.423,0.188,0.121,0.464,3.1,0.335,0.278,5.6,4.7,0.537,0,4,0.164,0,0.659,0.34099999999999997,0.297,1.1,0,5,0,0.366,37.5,0.43
C00329,45,23.24,1,35.8,0.5,200,25,6,1200,3864,0.524,0.739,0.421,0.159,0.232,0.503,5.2,0.571,0.217,3.2,1.0,0.773,6,2,0.232,2,0.663,0.33699999999999997,0.476,2.4,7,5,0,0.238,48.6,0.443
C00330,46,24.79,1,33.6,4.3,337,181,37,12469,27672,0.132,0.178,0.807,0.068,0.188,0.254,2.8,0.464,0.227,4.2,4.8,0.668,5,2,0.105,1,0.847,0.15300000000000002,0.339,3.4,10,5,0,0.444,36.6,0.55
C00331,38,36.22,2,35.0,5.4,200,69,55,11000,23648,0.295,0.178,0.613,0.133,0.392,0.272,4.0,0.433,0.082,6.5,8.1,0.573,3,2,0.24,0,0.434,0.5660000000000001,0.406,0.4,7,3,3,0.455,40.2,0.408
C00332,27,27.89,2,43.5,0.5,808,102,5,4040,10238,0.213,0.351,0.17,0.346,0.136,0.405,3.4,0.42,0.497,3.9,1.0,0.444,3,2,0.129,1,0.578,0.42200000000000004,0.57,0.7,8,4,0,0.607,41.2,0.573
C00333,39,41.44,2,52.0,4.0,200,26,54,10800,17188,0.146,0.632,0.874,0.427,0.308,0.28,1.0,0.291,0.195,1.4,5.6,0.428,1,1,0.239,2,0.663,0.33699999999999997,0.058,2.2,9,4,2,0.483,32.8,0.439
C00334,30,28.73,1,46.6,4.1,445,12,54,24030,81479,0.396,0.38,0.491,0.136,0.361,0.459,1.8,0.215,0.308,1.3,6.9,0.645,4,2,0.285,0,0.644,0.356,0.115,3.5,1,4,1,0.643,31.0,0.444
C00335,50,17.52,2,38.9,2.6,200,24,30,6000,10725,0.46,0.493,0.603,0.076,0.281,0.269,3.1,0.192,0.025,3.0,1.3,0.706,2,4,0.16,1,0.706,0.29400000000000004,0.655,4.3,6,5,1,0.628,31.5,0.503
C00336,36,29.93,1,43.0,1.6,352,57,18,6336,20947,0.303,0.123,0.644,0.305,0.59,0.415,0.0,0.616,0.03,0.0,5.0,0.431,2,4,0.188,1,0.693,0.30700000000000005,0.567,1.2,10,4,1,0.704,35.7,0.437
C00337,28,13.08,2,29.0,4.6,200,5,62,12400,20673,0.373,0.801,0.659,0.239,0.053,0.317,2.6,0.326,0.194,3.7,1.0,0.86,1,1,0.23,1,0.57,0.43000000000000005,0.354,1.5,8,4,1,0.156,30.0,0.391
C00338,34,26.04,2,32.7,2.2,540,14,30,16200,50953,0.297,0.354,0.311,0.069,0.098,0.692,4.0,0.482,0.264,2.8,4.2,0.484,2,3,0.05,0,0.857,0.14300000000000002,0.221,2.8,10,1,0,0.827,40.7,0.415
C00339,43,24.09,1,25.4,0.5,200,2,7,1400,2525,0.253,0.541,0.535,0.168,0.061,0.526,1.4,0.664,0.006,2.8,2.9,0.535,7,4,0.171,0,0.691,0.30900000000000005,0.138,0.8,10,4,3,0.406,34.7,0.39
C00340,31,21.88,1,28.2,0.5,200,25,4,800,1261,0.493,0.401,0.518,0.465,0.245,0.144,3.1,0.394,0.218,5.9,7.6,0.342,3,1,0.339,1,0.687,0.31299999999999994,0.162,0.2,6,4,1,0.3,33.3,0.496
C00341,28,22.86,1,28.0,5.4,200,79,48,9600,28214,0.114,0.446,0.7,0.138,0.108,0.416,0.3,0.24,0.35,0.3,2.4,0.721,1,1,0.228,0,0.401,0.599,0.748,1.5,6,5,0,0.466,19.4,0.477
C00342,41,8.71,3,35.4,3.6,200,1,43,8600,17721,0.121,0.294,0.887,0.339,0.16,0.024,1.3,0.581,0.126,2.4,2.2,0.343,0,1,0.232,1,0.577,0.42300000000000004,0.513,10.6,7,4,0,0.354,35.9,0.335
C00343,41,18.14,3,38.7,2.9,247,51,33,8151,23874,0.029,0.165,0.484,0.149,0.052,0.357,0.8,0.278,0.304,0.7,10.9,0.652,1,3,0.139,0,0.73,0.27,0.263,1.2,8,3,0,0.284,26.5,0.499
C00344,32,25.82,2,25.6,2.2,200,121,18,3600,9397,0.332,0.292,0.785,0.33,0.665,0.367,2.4,0.445,0.18,3.2,10.9,0.845,3,3,0.293,0,0.787,0.21299999999999997,0.184,0.9,10,5,1,0.442,31.5,0.543
C00345,32,26.79,1,33.1,2.0,200,12,17,3400,5840,0.371,0.55,0.534,0.442,0.653,0.13,1.3,0.206,0.352,2.2,1.0,0.393,4,1,0.287,1,0.865,0.135,0.514,4.3,8,4,1,0.278,23.7,0.501
C00346,41,13.94,2,29.1,0.5,200,53,7,1400,4710,0.273,0.269,0.423,0.273,0.086,0.534,0.0,0.157,0.303,0.0,2.7,0.798,4,2,0.096,0,0.693,0.30700000000000005,0.269,6.3,9,5,1,0.415,16.4,0.598
C00347,21,49.21,2,44.4,3.1,200,166,41,8200,19718,0.321,0.587,0.909,0.059,0.24,0.488,0.5,0.61,0.145,0.7,1.0,0.581,2,2,0.105,2,0.758,0.242,0.337,3.8,8,3,1,0.405,37.7,0.52
C00348,21,15.24,3,23.4,0.5,676,147,5,3380,10035,0.15,0.599,0.956,0.371,0.179,0.452,5.2,0.457,0.178,6.1,1.3,0.354,0,3,0.481,1,0.158,0.842,0.299,1.9,5,3,1,0.36,40.2,0.611
C00349,29,41.81,1,40.2,2.2,393,12,29,11397,28516,0.2,0.133,0.266,0.25,0.109,0.478,3.0,0.26,0.242,4.9,4.4,0.605,3,1,0.141,1,0.313,0.687,0.213,5.5,7,4,3,0.364,33.8,0.479
C00350,35,31.03,1,44.1,2.6,200,5,30,6000,16252,0.222,0.341,0.331,0.507,0.205,0.403,0.0,0.587,0.299,0.0,1.0,0.667,4,2,0.492,0,0.804,0.19599999999999995,0.299,2.2,7,4,1,0.642,35.2,0.363
C00351,42,17.19,2,31.3,3.9,200,7,50,10000,21055,0.121,0.539,0.705,0.085,0.016,0.435,3.8,0.141,0.331,5.1,1.0,0.298,0,1,0.246,0,0.338,0.6619999999999999,0.688,0.9,10,2,0,0.346,29.3,0.466
C00352,56,65.13,2,59.4,4.5,200,54,48,9600,18247,0.125,0.324,0.679,0.194,0.027,0.073,0.0,0.264,0.051,0.0,5.2,0.593,1,0,0.134,1,0.474,0.526,0.282,6.9,8,4,1,0.462,31.7,0.466
C00353,48,12.72,1,31.4,4.1,204,58,36,7344,18985,0.297,0.687,0.483,0.653,0.185,0.562,3.0,0.243,0.192,4.6,4.1,0.221,2,4,0.061,0,0.56,0.43999999999999995,0.126,2.7,2,2,1,0.277,29.7,0.486
C00354,36,40.67,1,32.5,6.3,200,50,67,13400,31898,0.14,0.364,0.387,0.13,0.012,0.416,4.4,0.187,0.476,5.7,9.3,0.292,2,0,0.173,0,0.708,0.29200000000000004,0.787,0.4,8,4,1,0.092,33.1,0.439
C00355,38,42.53,2,40.7,5.8,200,18,62,12400,28275,0.354,0.103,0.578,0.076,0.176,0.109,2.1,0.592,0.192,2.5,3.1,0.77,0,2,0.159,2,0.275,0.725,0.321,1.0,8,4,3,0.115,41.0,0.295
C00356,26,16.97,3,34.8,3.6,200,8,41,8200,23330,0.494,0.56,0.594,0.294,0.07,0.348,0.0,0.467,0.059,0.0,11.6,0.411,4,2,0.066,0,0.327,0.673,0.315,2.7,7,5,1,0.402,27.9,0.377
C00357,38,52.77,3,39.3,4.1,647,39,35,22645,65241,0.217,0.278,0.585,0.3,0.195,0.248,0.6,0.409,0.358,0.4,3.8,0.496,2,4,0.507,1,0.318,0.6819999999999999,0.351,4.5,6,2,1,0.525,30.0,0.416
C00358,35,21.38,2,40.6,0.9,200,30,13,2600,4139,0.27,0.451,0.513,0.145,0.163,0.18,2.7,0.295,0.094,5.2,2.0,0.299,3,5,0.154,2,0.449,0.5509999999999999,0.294,11.2,5,5,1,0.651,34.0,0.521
C00359,42,28.75,2,31.8,4.6,200,59,44,8800,19162,0.08,0.604,0.561,0.387,0.443,0.776,0.0,0.237,0.225,0.0,3.8,0.72,6,0,0.114,1,0.076,0.924,0.649,0.6,5,1,0,0.488,19.8,0.477
C00360,28,28.31,1,30.1,6.5,453,26,60,27180,63154,0.112,0.705,0.573,0.248,0.202,0.379,0.4,0.419,0.549,0.4,5.5,0.339,1,2,0.097,0,0.786,0.21399999999999997,0.377,4.1,3,4,0,0.4,25.9,0.338
C00361,44,22.79,2,48.8,3.6,215,19,40,8600,14567,0.088,0.495,0.38,0.29,0.31,0.244,2.5,0.485,0.402,3.5,1.7,0.64,2,5,0.146,0,0.322,0.6779999999999999,0.253,0.3,7,5,1,0.229,42.3,0.384
C00362,56,38.32,2,46.8,7.4,200,16,83,16600,32732,0.293,0.457,0.729,0.32,0.048,0.127,0.5,0.057,0.376,0.9,1.9,0.692,1,5,0.158,0,0.861,0.139,0.354,2.9,9,5,2,0.645,22.1,0.412
C00363,37,37.96,2,40.7,0.5,200,11,5,1000,1603,0.379,0.502,0.542,0.316,0.241,0.331,4.6,0.264,0.243,8.0,4.0,0.33,1,0,0.039,1,0.363,0.637,0.424,0.3,8,1,1,0.506,39.4,0.52
