house_id,city,area_name,sqft,bedrooms,bathrooms,floors,garage_cars,has_pool,has_garden,furnished,quality,year_built,age_years,school_dist_km,hospital_dist_km,metro_dist_km,crime_rate,price_lakhs
TN3211,Salem,Perambur,1266,3,3,2,0,1,1,Semi,Excellent,1988,36,0.76,0.97,0.86,3.94,68.96
TN3212,Trichy,Tambaram,850,2,1,2,1,0,0,Fully,Average,1987,37,0.66,1.42,0.57,5.16,33.52
TN3213,Chennai,Anna Nagar,,2,2,1,1,1,1,Unfurnished,Average,2013,11,0.88,3.24,2.08,2.55,78.79
TN3214,Salem,Velachery,1714,2,2,3,0,0,1,Semi,Fair,1995,29,1.46,1.2,1.03,3.54,48.82
TN3215,Chennai,Adyar,1147,3,2,1,1,1,1,Unfurnished,Fair,2017,7,0.94,6.29,1.12,0.58,65.99
TN3216,Coimbatore,Sholinganallur,1845,3,2,1,1,0,1,Semi,Average,2022,2,1.17,0.34,8.92,5.37,82.7
TN3217,Salem,Perambur,1103,2,2,1,1,1,0,Semi,Average,1995,29,2.42,0.3,3.03,3.82,37.02
TN3218,Trichy,Anna Nagar,1165,1,1,2,1,0,0,Fully,Good,2011,13,3.59,0.7,2.64,5.74,45.04
TN3219,Vellore,Porur,979,3,3,2,1,0,1,Fully,Poor,2017,7,3.33,1.01,4.68,4.74,29.06
TN3220,Trichy,Sholinganallur,1758,3,3,2,1,0,0,Unfurnished,Average,2005,19,4.21,0.36,12.11,2.48,61.43
TN3221,Madurai,Chromepet,1426,5,4,1,0,0,0,Unfurnished,Average,2015,9,0.2,0.3,0.5,4.9,55.77
TN3222,Chennai,Velachery,1009,3,2,1,1,0,1,Semi,Poor,2022,2,0.2,4.23,7.17,3.07,43.85
TN3223,Coimbatore,Saibaba Colony,1272,3,3,2,0,0,0,Fully,Fair,1986,38,3.89,0.54,3.51,7.81,45.18
TN3224,Chennai,Alwarpet,400,3,3,1,0,0,0,Semi,Average,2011,13,,7.36,0.63,2.81,25.83
TN3225,Chennai,T Nagar,1800,4,4,3,1,0,0,Unfurnished,Average,2020,4,2.16,1.38,1.41,3.56,105.05
TN3226,Thanjavur,Tambaram,1373,4,3,1,2,0,1,Unfurnished,Average,1995,29,0.2,3.33,2.63,2.47,46.5
TN3227,Coimbatore,Gandhipuram,400,3,3,2,0,0,0,Fully,Average,2002,22,0.74,0.77,4.7,2.3,22.97
TN3228,Tirunelveli,Kodambakkam,794,2,1,1,1,0,1,Fully,Good,1985,39,2.54,0.82,1.11,4.56,28.99
TN3229,Trichy,Perambur,1260,2,2,2,1,0,0,Unfurnished,Poor,2019,5,4.9,2.56,3.06,2.01,32.43
TN3230,Erode,Porur,859,3,2,1,0,0,0,Semi,Average,2019,5,6.22,2.47,4.62,4.12,28.98
TN3231,Madurai,Perambur,1807,3,3,1,1,0,0,Semi,Excellent,2015,9,1.73,4.39,2.38,5.36,95.21
TN3232,Madurai,Nungambakkam,1638,3,2,1,1,0,1,Fully,Average,2012,12,1.97,4.25,7.95,3.65,58.53
TN3233,Coimbatore,Adyar,1612,2,2,1,0,0,0,Semi,Good,1985,39,4.48,3.33,8.14,0.5,81.5
TN3234,Chennai,Ashok Nagar,400,3,3,1,1,0,1,Unfurnished,Average,2009,15,1.93,1.79,2.54,7.17,25.3
TN3235,Salem,Gandhipuram,1214,4,4,2,1,0,1,Unfurnished,Good,2022,2,1.82,6.64,14.44,,51.95
TN3236,Chennai,Adyar,1136,2,2,2,1,0,1,Semi,Good,2004,20,5.89,2.92,0.5,5.06,75.96
TN3237,Chennai,Ashok Nagar,1021,3,2,2,1,1,1,Semi,Average,1987,37,3.9,13.88,0.5,4.04,62.72
TN3238,Trichy,Porur,1263,3,2,2,0,0,0,Fully,Excellent,1986,38,5.99,5.13,1.92,6.12,64.36
TN3239,Chennai,T Nagar,943,4,3,2,1,0,0,Semi,Fair,2002,22,0.62,0.3,3.68,6.38,46.79
TN3240,Hosur,Ramanathapuram,,4,3,2,0,0,1,Semi,Poor,1994,30,1.86,1.16,3.97,,44.19
TN3241,Hosur,Gandhipuram,1795,3,2,2,1,0,1,Semi,Good,1989,35,4.62,2.55,2.59,5.04,87.37
TN3242,Hosur,T Nagar,1756,3,3,2,1,0,1,Semi,Good,1993,31,0.29,3.83,0.53,1.75,93.28
TN3243,Coimbatore,Porur,1388,4,3,2,0,0,1,Fully,Fair,1986,38,3.96,2.4,0.75,5.31,58.52
TN3244,Chennai,Alwarpet,2350,3,2,1,1,0,1,Fully,Average,2018,6,0.51,4.63,7.65,5.03,129.51
TN3245,Hosur,Adyar,1963,3,2,1,0,0,0,Semi,Poor,2022,2,4.13,1,8.1,3.4,61.27
TN3246,Coimbatore,T Nagar,1404,4,3,2,1,0,1,Fully,Average,2015,9,2.37,0.61,4.48,2.9,72.75
TN3247,Thanjavur,Ramanathapuram,1233,2,2,1,1,0,1,Fully,Good,1994,30,0.54,0.3,4.37,5.59,47.74
TN3248,Thanjavur,Besant Nagar,2052,3,3,3,0,1,1,Unfurnished,Average,1996,28,1.6,2.56,3.64,4.35,68.1
TN3249,Vellore,Perambur,1903,4,4,3,2,0,0,Semi,Average,2020,4,2.86,3.5,0.91,3.72,74.53
TN3250,Chennai,Ashok Nagar,815,3,3,1,1,0,1,Semi,Average,2005,19,2.51,1.18,2.24,7.84,50.87
TN3251,Coimbatore,Gandhipuram,1939,3,2,1,0,1,1,Unfurnished,Poor,1990,34,1.39,2.85,4.76,5.84,57.38
TN3252,Vellore,Velachery,1381,2,1,2,1,0,0,Unfurnished,Average,1987,37,5.74,0.3,3.08,5.37,43.35
TN3253,Coimbatore,Tambaram,1063,3,3,2,1,0,1,Semi,Good,1994,30,1.83,0.31,0.5,6.94,59.06
TN3254,Chennai,Saibaba Colony,559,2,2,1,2,0,0,Unfurnished,Excellent,1989,35,1.76,3.63,12.28,5.16,44.42
TN3255,Madurai,Peelamedu,1329,2,1,2,1,0,1,Semi,Good,2010,14,0.2,1.38,7.45,3.09,58.57
TN3256,Hosur,Ramanathapuram,1444,3,2,2,1,0,0,Semi,Poor,2005,19,6.38,3.34,1.21,3.72,47.71
TN3257,Salem,KK Nagar,2164,2,2,1,1,0,0,Semi,Excellent,2010,14,0.49,5.35,3.83,5.96,102.1
TN3258,Madurai,Pallavaram,1881,3,3,1,1,0,0,Unfurnished,Good,2022,2,1.88,5.74,10.27,5.75,81.02
TN3259,Chennai,Ramanathapuram,1188,3,3,2,,0,1,Unfurnished,Good,2010,14,4.07,0.57,0.5,5.39,81.2
TN3260,Trichy,KK Nagar,1625,5,5,1,0,0,0,Semi,Average,1992,32,0.61,2,2.8,2.22,61.24
TN3261,Thanjavur,Gandhipuram,1822,3,2,2,,0,1,Fully,Average,1989,35,1.87,3.97,2.44,6.13,57.64
TN3262,Chennai,Alwarpet,1489,2,1,2,1,0,1,Semi,Average,1999,25,0.69,4.46,2.11,4.37,81.26
TN3263,Madurai,KK Nagar,1186,2,1,2,2,0,1,Fully,Fair,2000,24,3.56,4.61,7.22,5.7,38.1
TN3264,Tirunelveli,Gandhipuram,1211,3,3,3,0,0,0,Semi,Average,1985,39,2.08,0.78,1.92,2.84,38.63
TN3265,Salem,Perambur,,3,2,3,1,0,1,Unfurnished,Average,2000,24,4.84,0.64,0.5,8.43,56.87
TN3266,Salem,Besant Nagar,1636,3,2,1,2,0,1,Unfurnished,Average,2021,3,5.62,2.67,0.5,4.99,60.1
TN3267,Salem,Adyar,1318,3,3,1,1,1,0,Unfurnished,Good,1987,37,2.62,4.05,0.5,,56.4
TN3268,Coimbatore,KK Nagar,400,2,2,2,2,0,0,Unfurnished,Average,2015,9,3.23,1.15,2.1,5.79,23.16
TN3269,Chennai,Saibaba Colony,869,3,3,2,1,0,0,Semi,Fair,1997,27,1.99,0.33,5.07,6.22,41.14
TN3270,Erode,Ramanathapuram,1729,3,3,1,1,1,1,Unfurnished,Excellent,2000,24,1.21,3.78,0.91,5.77,86.77
TN3271,Vellore,Mylapore,491,2,2,3,1,0,0,Semi,Excellent,2005,19,,1.07,4.16,2.51,26.32
TN3272,Tirunelveli,Perambur,1983,2,2,1,0,1,0,Fully,Good,1986,38,5.97,0.55,4.65,6.79,77.44
TN3273,Hosur,Ashok Nagar,1916,2,1,1,1,0,1,Fully,Excellent,2011,13,1.35,0.48,1.18,3.81,119.76
TN3274,Madurai,Tambaram,1468,2,1,1,0,0,0,Semi,Average,2022,2,0.94,1.13,3.67,4.47,54.16
TN3275,Madurai,Besant Nagar,1719,3,2,2,1,0,1,Semi,Excellent,2010,14,1.23,2.69,4.62,0.5,96.35
TN3276,Erode,Perambur,1688,2,1,2,1,0,1,Semi,Fair,2022,2,1.43,1.33,2.51,3.57,46.38
TN3277,Trichy,Gandhipuram,1397,2,1,1,1,0,0,Unfurnished,Average,2009,15,0.2,0.3,1.64,3.56,48.31
TN3278,Salem,Anna Nagar,832,2,1,1,0,1,1,Fully,Average,1995,29,1.73,0.31,3.86,5.4,33.39
TN3279,Erode,Kodambakkam,1885,5,5,1,,0,0,Fully,Fair,1992,32,1.7,1.03,15.24,3.45,55.39
TN3280,Tirunelveli,Besant Nagar,2083,4,4,2,0,0,0,Unfurnished,Fair,1992,32,2.22,3.23,2.23,1.26,55.97
TN3281,Coimbatore,Porur,906,2,2,1,0,0,1,Fully,Good,2017,7,1.13,0.31,1.99,4.99,50.23
TN3282,Coimbatore,Ashok Nagar,815,3,2,3,0,0,0,Semi,Good,1991,33,2.37,2.47,2.5,4,47.37
TN3283,Chennai,Nungambakkam,1388,2,1,1,2,0,1,Semi,Good,2022,2,5.26,0.38,0.5,,96.94
TN3284,Madurai,Perambur,1168,3,3,3,2,0,0,Semi,Fair,2005,19,7.78,0.71,3.22,4.68,41.74
TN3285,Chennai,Chromepet,1515,1,1,1,1,0,0,Fully,Good,1992,32,2.19,0.57,1.59,0.94,98.06
TN3286,Coimbatore,Anna Nagar,1994,3,3,2,2,0,1,Fully,Good,2005,19,0.2,0.3,0.52,5.74,110.6
TN3287,Madurai,Kodambakkam,439,3,3,1,0,0,0,Fully,Average,2004,20,8.7,3.34,2.51,4.13,17.94
TN3288,Chennai,KK Nagar,2162,4,4,1,2,1,1,Semi,Good,1992,32,3.06,1.87,0.5,3.97,153.74
TN3289,Madurai,Gandhipuram,1267,2,1,3,0,0,0,Semi,Average,2015,9,1.02,5.33,2.06,6.41,45.57
TN3290,Chennai,Porur,1680,4,3,3,0,0,1,Fully,Average,2013,11,0.4,0.31,0.5,3.43,101.28
TN3291,Chennai,Besant Nagar,1728,4,3,2,0,0,0,Semi,Excellent,1993,31,0.39,0.47,0.5,5.02,134.95
TN3292,Vellore,T Nagar,1781,2,2,2,,0,0,Unfurnished,Average,1999,25,0.46,1.1,6.96,4.24,57.82
TN3293,Coimbatore,Singanallur,1478,3,2,2,1,0,0,Fully,Average,2014,10,0.2,4.36,9.92,10,66.04
TN3294,Chennai,Velachery,1583,2,2,3,1,1,0,Semi,Excellent,2010,14,5.81,1.09,0.93,5.48,131.5
TN3295,Madurai,Anna Nagar,1580,2,1,1,2,0,1,Unfurnished,Good,1994,30,1.95,1.57,3.1,2.22,68.85
TN3296,Erode,Ramanathapuram,1166,2,2,2,1,0,0,Semi,Fair,2013,11,3.01,1.08,1.3,8,32.45
TN3297,Chennai,Nungambakkam,659,3,3,2,0,0,0,Semi,Fair,2000,24,4.4,0.3,2.72,6.59,34.13
TN3298,Trichy,Saibaba Colony,901,3,2,1,1,0,0,Semi,Poor,2020,4,3.92,8.41,2.3,4.59,24.54
TN3299,Chennai,T Nagar,1403,4,3,3,1,0,1,Unfurnished,Good,2004,20,5.36,2.39,1.25,3.63,98.17
TN3300,Chennai,Sholinganallur,1096,2,1,1,1,1,1,Unfurnished,Average,2021,3,8.55,4.65,4.82,1.85,66.04
TN3301,Madurai,Kodambakkam,1097,5,4,1,1,0,0,Semi,Fair,2006,18,1.45,3.22,0.54,5.36,34.3
TN3302,Madurai,T Nagar,2260,2,1,2,1,0,0,Unfurnished,Excellent,1991,33,7.51,2.17,0.5,3.15,109.38
TN3303,Trichy,Sholinganallur,1837,4,4,2,0,0,0,Semi,Average,2007,17,3.21,0.3,5.84,2.74,67.96
TN3304,Salem,Anna Nagar,,3,2,1,1,0,1,Semi,Average,2013,11,0.2,3.09,4.39,6.05,47.43
TN3305,Thanjavur,RS Puram,1752,2,1,1,2,0,0,Semi,Average,2000,24,2.86,0.51,2.76,7.59,52.22
TN3306,Madurai,Adyar,1261,4,4,3,0,0,0,Fully,Good,2022,2,2.9,1.61,2.52,3.55,65.02
TN3307,Coimbatore,Besant Nagar,1500,3,2,1,2,0,1,Unfurnished,Fair,2012,12,5.91,2.98,2.75,6.11,58.69
TN3308,Erode,Ramanathapuram,1649,3,3,2,1,1,1,Semi,Average,2022,2,1.17,4.57,2.3,4.92,64.3
TN3309,Chennai,Velachery,1262,3,2,2,0,0,0,Semi,Good,2015,9,2.2,3.47,2,5.22,79.07
TN3310,Coimbatore,Nungambakkam,1142,3,2,2,2,0,1,Unfurnished,Average,1998,26,0.2,3.34,2.77,2.86,58.31
TN3311,Chennai,Ramanathapuram,2001,3,3,3,1,0,0,Fully,Average,2017,7,1.01,0.48,3.01,4.08,113.03
TN3312,Chennai,Porur,1726,3,2,2,1,0,1,Semi,Average,1993,31,0.2,1.27,4.71,2.31,95.95
TN3313,Thanjavur,Adyar,435,2,1,2,0,1,0,Fully,Poor,2011,13,1.84,0.3,4.97,2.05,17.25
TN3314,Vellore,Ashok Nagar,1149,3,2,2,0,0,0,Unfurnished,Fair,2008,16,4.25,3.81,1.9,5.54,28.63
TN3315,Salem,RS Puram,1098,4,3,2,,0,1,Unfurnished,Average,1997,27,0.58,9.15,2.13,3.45,39.23
TN3316,Coimbatore,Peelamedu,1170,2,2,2,1,0,0,Semi,Average,2010,14,1.87,0.92,1.87,2.67,56.53
TN3317,Chennai,Ashok Nagar,1838,2,2,3,2,0,0,Unfurnished,Poor,2013,11,0.57,0.3,3.08,2.08,70.66
TN3318,Chennai,Tambaram,1459,3,2,1,0,0,0,Semi,Good,2012,12,0.32,1.94,2.42,,99.19
TN3319,Chennai,Besant Nagar,825,3,2,1,0,0,1,Unfurnished,Excellent,2012,12,1.79,5.83,8.81,0.59,68.89
TN3320,Madurai,Pallavaram,1278,3,3,1,0,0,0,Semi,Good,1992,32,0.21,2.41,4.77,4.72,55.93
TN3321,Salem,Gandhipuram,1694,2,2,1,1,1,1,Semi,Excellent,2007,17,2.21,0.3,9.16,0.5,88.64
TN3322,Trichy,Peelamedu,1351,3,2,1,2,0,0,Unfurnished,Average,2013,11,,10.98,4.94,5.44,52.3
TN3323,Chennai,Alwarpet,1160,2,2,3,1,1,0,Semi,Excellent,1989,35,0.28,5.29,14.16,5.43,98.13
TN3324,Hosur,Pallavaram,1599,3,3,2,1,0,0,Fully,Fair,1991,33,2,0.42,4.04,4.3,62
TN3325,Salem,Porur,2178,4,4,2,2,0,0,Semi,Excellent,2020,4,2.24,7.65,13.25,4.65,106.56
TN3326,Madurai,Nungambakkam,1658,2,2,2,1,0,1,Unfurnished,Excellent,2011,13,0.2,1.8,0.69,3.93,89.77
TN3327,Trichy,Saibaba Colony,2035,3,2,2,0,0,1,Semi,Good,1986,38,2.13,1.4,0.5,4.95,86.08
TN3328,Coimbatore,Adyar,1190,5,5,2,1,1,0,Fully,Excellent,2009,15,4.56,1.85,3.46,4.93,98.09
TN3329,Chennai,Pallavaram,1446,3,2,3,1,0,0,Semi,Good,1993,31,3.2,5.4,16.42,7.1,87.4
TN3330,Coimbatore,Singanallur,1437,4,3,1,0,0,1,Semi,Average,2011,13,0.35,3.23,2.16,7.57,68.85
TN3331,Erode,Porur,1503,3,3,3,0,0,1,Fully,Average,1985,39,2.24,0.3,0.95,7.5,48.68
TN3332,Chennai,Adyar,1648,4,3,2,1,0,1,Unfurnished,Good,2007,17,2.79,9.48,2.95,2.9,117.44
TN3333,Chennai,KK Nagar,1036,1,1,1,1,1,1,Unfurnished,Fair,1994,30,0.2,0.48,4.19,6.02,48.8
TN3334,Chennai,Chromepet,1741,2,2,2,0,0,0,Semi,Good,2009,15,4.83,4.11,1.51,5.51,107.38
TN3335,Chennai,Besant Nagar,717,2,2,2,0,0,1,Semi,Excellent,1987,37,5.92,3.03,5.02,3.2,53.07
TN3336,Vellore,Singanallur,,3,3,1,1,0,0,Semi,Fair,1990,34,4.75,0.62,14.77,2.73,27.14
TN3337,Salem,Sholinganallur,2411,4,3,2,2,0,0,Fully,Good,1990,34,4.35,0.56,9.09,3.75,98.24
TN3338,Coimbatore,Peelamedu,1220,3,2,1,1,0,1,Unfurnished,Excellent,1986,38,3.42,6.13,1.38,2.38,82.27
TN3339,Chennai,Kodambakkam,1778,3,2,1,0,0,1,Semi,Excellent,2002,22,2.51,1.63,1.58,1.72,139.58
TN3340,Coimbatore,Adyar,2214,3,2,3,0,0,1,Semi,Excellent,2007,17,2.84,3.19,1.86,5.49,140.15
TN3341,Coimbatore,T Nagar,408,3,3,2,0,0,0,Unfurnished,Average,1986,38,4.1,2.1,2.01,4.57,16.86
TN3342,Chennai,T Nagar,1957,3,2,3,0,0,0,Semi,Excellent,1996,28,2.72,3.9,0.5,4.56,150.54
TN3343,Coimbatore,Adyar,1742,3,3,2,1,0,0,Semi,Good,2006,18,0.99,1.96,5.74,6.35,91.05
TN3344,Coimbatore,Nungambakkam,2188,3,3,1,1,0,1,Fully,Fair,2021,3,1.18,1.02,1.82,4.11,85.68
TN3345,Trichy,Singanallur,918,2,2,2,1,0,0,Unfurnished,Average,2004,20,5.68,1.35,8.48,6.16,28.22
TN3346,Trichy,Besant Nagar,2103,5,5,2,1,1,1,Unfurnished,Good,2008,16,0.2,5.88,10.47,3.02,100.58
TN3347,Chennai,Nungambakkam,1117,2,1,3,0,0,0,Semi,Average,2004,20,3,1.89,0.5,3.01,63.58
TN3348,Coimbatore,Pallavaram,1925,2,2,1,1,1,1,Unfurnished,Good,1985,39,7.74,0.72,17.86,4.53,99.4
TN3349,Trichy,T Nagar,,4,3,3,1,0,1,Fully,Good,1985,39,3.06,8.18,4.95,8.74,62.89
TN3350,Madurai,Ashok Nagar,1797,3,3,3,,0,0,Semi,Fair,2001,23,12.75,4.78,2.94,7.07,56.19
TN3351,Vellore,Anna Nagar,,3,3,2,0,0,0,Semi,Good,1985,39,2.91,0.3,1.97,6.7,59.24
TN3352,Trichy,Velachery,622,3,3,3,1,0,1,Semi,Good,2014,10,0.2,20,2.92,1.76,36.77
TN3353,Chennai,Singanallur,400,3,2,1,0,0,0,Semi,Average,1987,37,4.39,3.56,1.57,4.79,19.98
TN3354,Chennai,Anna Nagar,1544,2,2,3,0,1,1,Semi,Poor,1995,29,0.84,0.52,3.9,6.14,61
TN3355,Trichy,Singanallur,1331,3,3,2,1,0,1,Fully,Poor,2008,16,1.48,0.81,0.5,8.67,38.66
TN3356,Chennai,KK Nagar,1629,3,3,1,2,0,0,Semi,Average,2006,18,0.94,3.54,3.88,1.13,94.09
TN3357,Madurai,Ashok Nagar,1337,3,3,3,0,0,1,Fully,Excellent,2010,14,0.78,4.54,1.29,5.96,77.6
TN3358,Hosur,Singanallur,2358,3,2,2,0,0,0,Unfurnished,Average,1997,27,1.41,0.82,0.5,6.63,94.05
TN3359,Madurai,Besant Nagar,1554,4,3,2,1,0,1,Fully,Good,1985,39,1.19,0.89,3.22,5.4,72.85
TN3360,Coimbatore,Adyar,1249,1,1,2,0,1,0,Fully,Average,2008,16,2.51,1.1,3.46,1.8,61.65
TN3361,Trichy,Adyar,1602,3,3,1,1,0,1,Semi,Average,1994,30,4.19,2.73,2.22,5.01,54.99
TN3362,Coimbatore,Sholinganallur,1257,3,2,2,0,0,0,Semi,Good,2019,5,0.88,0.57,0.5,,69.66
TN3363,Madurai,Porur,1492,4,3,2,0,0,0,Unfurnished,Good,2008,16,0.6,0.33,8.95,4.86,61
TN3364,Hosur,Saibaba Colony,902,1,1,1,,1,0,Semi,Fair,2012,12,2.75,3.41,3.78,3.13,40.08
TN3365,Coimbatore,Kodambakkam,1446,3,3,1,1,1,1,Semi,Average,2020,4,2.77,4.53,0.5,2.88,72.31
TN3366,Thanjavur,T Nagar,1235,4,3,1,0,0,0,Unfurnished,Poor,2000,24,5.78,2.09,2.86,5.41,25.38
TN3367,Tirunelveli,Perambur,,2,2,2,1,1,1,Semi,Average,2000,24,0.2,1.36,2.75,3.15,36.39
TN3368,Chennai,Kodambakkam,2339,4,3,2,0,0,0,Fully,Good,2001,23,4.79,1.7,0.5,3.19,151.72
TN3369,Chennai,T Nagar,962,1,1,2,0,1,1,Semi,Fair,1999,25,1.84,1.48,3.73,4.22,52.11
TN3370,Chennai,Velachery,1453,3,3,3,2,0,1,Unfurnished,Average,2000,24,2.43,9.66,6.61,4.82,81.26
TN3371,Chennai,Peelamedu,1089,4,3,2,1,0,0,Semi,Average,1999,25,0.24,4.38,5.53,6.58,62.98
TN3372,Chennai,Velachery,1584,3,3,1,1,0,0,Semi,Excellent,2018,6,1.42,0.7,0.91,,130.38
TN3373,Salem,Saibaba Colony,877,3,2,3,1,0,0,Fully,Excellent,1995,29,0.64,1.45,7.93,1.91,45.46
TN3374,Chennai,Gandhipuram,,1,1,2,,0,0,Fully,Poor,1985,39,0.73,2.36,1.68,3.74,68.18
TN3375,Coimbatore,Saibaba Colony,2366,4,3,2,1,0,0,Semi,Good,1999,25,1.75,2.85,11.71,0.9,127.72
TN3376,Vellore,Singanallur,1072,3,2,2,0,0,1,Semi,Average,2010,14,4.18,1.89,0.5,5.67,39.02
TN3377,Chennai,Besant Nagar,1998,1,1,3,0,1,0,Fully,Average,1988,36,3.4,4.98,2.66,0.51,109.5
TN3378,Vellore,Nungambakkam,1278,3,3,2,1,0,1,Unfurnished,Good,1989,35,2.24,4.38,3.64,5.91,53.03
TN3379,Chennai,Porur,2128,3,3,1,1,0,1,Unfurnished,Excellent,2019,5,1.94,2.11,1.14,6.72,166.66
TN3380,Chennai,RS Puram,2435,2,2,2,2,0,0,Semi,Excellent,1997,27,1.39,5.78,5.9,5.02,190.49
TN3381,Salem,T Nagar,1345,2,1,1,1,1,1,Unfurnished,Good,1994,30,9,4.17,3.94,0.79,54.52
TN3382,Trichy,Ramanathapuram,766,2,1,1,2,1,0,Fully,Average,1995,29,2.05,4.52,0.5,4.71,34.18
TN3383,Tirunelveli,Mylapore,1877,3,2,2,0,0,1,Semi,Good,2002,22,0.73,9.4,3.75,2.91,67.58
TN3384,Salem,Mylapore,1551,3,2,1,2,0,0,Semi,Average,2018,6,0.65,0.93,2.7,2.1,54.46
TN3385,Erode,Tambaram,1676,3,2,1,1,0,1,Unfurnished,Good,2007,17,2.36,0.93,0.87,5.66,68.52
TN3386,Chennai,Mylapore,1297,4,3,1,2,0,1,Unfurnished,Average,1991,33,1.85,6.59,21.84,6.03,70.76
TN3387,Chennai,T Nagar,1052,4,4,2,0,0,0,Semi,Good,1987,37,,4.44,9.1,7.07,71.8
TN3388,Erode,Pallavaram,1972,3,2,2,1,1,1,Unfurnished,Average,1996,28,4.43,7.83,1.38,,67.14
TN3389,Erode,T Nagar,1594,1,1,3,1,0,0,Fully,Fair,1991,33,3.04,0.3,3.12,4.84,38.62
TN3390,Thanjavur,RS Puram,800,3,3,1,1,0,0,Unfurnished,Excellent,2010,14,2.71,2.96,1.52,7.83,37.06
TN3391,Coimbatore,Nungambakkam,1759,3,2,2,1,0,1,Unfurnished,Fair,2017,7,,0.47,5.98,8.69,66.72
TN3392,Coimbatore,Peelamedu,1669,3,2,3,2,0,0,Fully,Average,2021,3,1.12,2.1,10.66,6.66,80.11
TN3393,Erode,Sholinganallur,1304,3,2,1,1,0,1,Unfurnished,Average,1999,25,6.85,0.51,1.78,3.8,41.8
TN3394,Coimbatore,Ramanathapuram,2179,3,3,2,1,0,0,Fully,Poor,1986,38,4.96,0.41,6.55,4.51,66.41
TN3395,Hosur,Mylapore,1172,4,4,2,0,0,1,Semi,Poor,1991,33,0.84,0.3,2.76,4.14,37.83
TN3396,Vellore,Sholinganallur,1374,2,1,1,1,0,0,Semi,Fair,2016,8,0.43,2.98,2.02,5.91,40.18
TN3397,Coimbatore,Adyar,,3,3,3,1,0,0,Semi,Excellent,1988,36,1.49,1.33,11.15,2.86,115.64
TN3398,Erode,Kodambakkam,1485,1,1,2,1,0,0,Unfurnished,Average,2004,20,1.1,0.33,2.86,5.14,45.36
TN3399,Erode,Sholinganallur,827,4,3,1,0,1,0,Unfurnished,Excellent,2020,4,2.87,1.17,2.52,5.15,45.63
TN3400,Chennai,Singanallur,1533,2,1,1,1,0,0,Semi,Good,2016,8,8.49,0.56,4.46,5.27,96.95
TN3401,Tirunelveli,Mylapore,1264,2,2,1,0,0,0,Unfurnished,Average,2012,12,1.13,8.53,1.21,2.46,37.76
TN3402,Madurai,Chromepet,1836,3,2,1,0,0,0,Unfurnished,Good,1997,27,0.2,1.16,1.57,4.99,76.53
TN3403,Vellore,KK Nagar,1518,3,2,2,1,0,0,Fully,Average,1985,39,5.7,1.22,10.76,8.04,49.91
TN3404,Coimbatore,KK Nagar,,2,1,2,0,0,0,Unfurnished,Good,2019,5,0.2,5.5,4.54,3.59,77.69
TN3405,Tirunelveli,Anna Nagar,978,3,2,1,0,0,0,Fully,Average,2014,10,7.63,3.13,7.01,5.02,29.31
TN3406,Coimbatore,Velachery,1346,3,2,3,1,0,0,Unfurnished,Average,2020,4,2.73,3.72,1.26,0.82,63.7
TN3407,Chennai,Velachery,1887,1,1,1,0,0,1,Semi,Excellent,2009,15,7.1,3.03,3.14,5.01,140.49
TN3408,Tirunelveli,Chromepet,1101,3,2,1,1,0,0,Fully,Excellent,2000,24,0.56,8.77,14.22,4.93,51.43
TN3409,Chennai,Perambur,1435,4,4,1,0,1,0,Semi,Excellent,2003,21,0.2,0.7,1.54,4.73,126.57
TN3410,Coimbatore,Alwarpet,,3,2,2,1,0,0,Semi,Average,1985,39,1.67,13.54,0.7,5.96,46.24
TN3411,Hosur,Tambaram,917,3,3,2,1,1,1,Semi,Good,1989,35,1.5,5.33,2.86,3.94,57.8
TN3412,Hosur,Chromepet,1412,3,2,1,1,0,0,Fully,Average,2006,18,1.01,2.67,1.96,6.85,63.67
TN3413,Madurai,Besant Nagar,1528,3,2,1,0,0,1,Semi,Average,2008,16,7.9,3.26,0.7,2.73,58.82
TN3414,Trichy,Besant Nagar,2347,2,2,2,0,0,0,Unfurnished,Average,2021,3,4.32,3.14,8.78,7.39,74.97
TN3415,Coimbatore,Velachery,1245,2,2,3,0,0,0,Semi,Good,2020,4,2.71,0.3,18.72,4.93,63.53
TN3416,Chennai,Porur,,4,3,1,1,0,1,Fully,Fair,2020,4,0.44,0.74,3.36,4.36,74.3
TN3417,Coimbatore,Chromepet,887,5,5,1,2,0,0,Semi,Average,1988,36,3.31,9.77,5.96,1.64,47.36
TN3418,Trichy,Nungambakkam,1726,3,3,2,0,0,0,Fully,Excellent,2020,4,3.25,2.29,7.84,2.28,92.01
TN3419,Erode,Tambaram,1629,1,1,2,0,0,1,Unfurnished,Average,2002,22,1.38,1.43,4.83,5.2,48.4
TN3420,Erode,Besant Nagar,2120,2,1,1,0,1,1,Unfurnished,Fair,2000,24,6.47,4.31,0.5,3.07,56.14
TN3421,Erode,Adyar,1950,3,2,3,1,0,1,Semi,Fair,2002,22,0.46,2.23,0.69,6.49,55.74
TN3422,Chennai,Chromepet,1608,3,2,2,1,0,1,Semi,Excellent,2006,18,0.78,0.3,0.5,,132.67
TN3423,Coimbatore,Ashok Nagar,1238,2,1,2,1,0,1,Unfurnished,Average,1986,38,0.2,4,0.5,1.65,54.75
