customer_id,city,age,gender,recency_days,frequency,monetary,avg_order_value,days_as_customer,num_categories,num_returns,promo_used,avg_rating_given,mobile_orders_pct,last_category,true_segment
CUST10647,Delhi,40,Female,46,10,8393.74,839.37,457,3,1,3,4,80.4,Fashion,Loyal
CUST10648,Hyderabad,34,Male,365,1,1581.038944,852.75,539,2,0,2,5,75.9,Grocery,Lost
CUST10649,Bengaluru,18,Female,282,2,1836.26,918.13,212,4,2,4,4.8,65.4,Grocery,Lost
CUST10650,Chennai,41,Female,114,8,10239.02,1279.88,288,6,3,2,4,72.7,Electronics,AtRisk
CUST10651,Mumbai,43,Female,28,9,8927.22,991.91,534,6,0,3,2.7,53.1,Grocery,Loyal
CUST10652,Mumbai,23,Female,365,3,2240.41,746.8,707,4,0,2,2.7,64,Electronics,Lost
CUST10653,Delhi,39,Male,203,2,1173.83,586.92,333,5,1,4,4.7,91.8,Beauty,Lost
CUST10654,Bengaluru,25,Male,6,22,26283.98,1194.73,688,2,0,3,3.5,65.2,Books,Champions
CUST10655,Chennai,35,Female,245,1,2425.41,2425.41,641,6,3,0,3.7,60.7,Beauty,Lost
CUST10656,Madurai,20,Male,32,7,6508.84,929.83,614,1,0,0,2.9,69.2,Fashion,Loyal
CUST10657,Bengaluru,18,Male,16,17,32409.01,1906.41,404,5,0,0,4.2,41.7,Electronics,Champions
CUST10658,Delhi,30,Female,89,8,5275.45,659.43,200,4,1,3,4.7,69.4,Electronics,AtRisk
CUST10659,Mumbai,33,Female,111,4,7427.23,1856.81,1109,2,1,4,5,98.9,Grocery,AtRisk
CUST10660,Bengaluru,30,Male,33,22,20322.14,923.73,789,3,1,6,3.4,48.8,Home,Champions
CUST10661,Trichy,21,Female,135,11,9984.28,907.66,902,2,0,0,4.3,70.3,Beauty,Loyal
CUST10662,Mumbai,30,Female,365,1,542.1083355,638.64,575,2,0,5,3.7,64.5,Grocery,Lost
CUST10663,Coimbatore,37,Male,90,2,6343.442668,2592.93,551,1,0,0,4.5,64,Books,AtRisk
CUST10664,Chennai,34,Male,43,7,4243.65,606.24,747,5,0,3,3.8,63.7,Grocery,AtRisk
CUST10665,Chennai,36,Female,65,8,17246.41,2155.8,50,5,2,3,3.1,79.3,Grocery,Loyal
CUST10666,Coimbatore,27,Male,28,21,14690.48,699.55,266,1,0,3,4.9,43,Fashion,Champions
CUST10667,Chennai,47,Male,62,10,8616.27,861.63,361,6,0,2,3.9,78.8,Fashion,Loyal
CUST10668,Coimbatore,21,Male,33,11,9073.47,824.86,464,3,1,3,3.5,66.4,Home,Loyal
CUST10669,Madurai,39,Female,76,8,12775.69,1596.96,336,4,0,0,3.9,29.7,Grocery,Loyal
CUST10670,Chennai,47,Male,67,6,10516.81,1752.8,700,1,2,4,3.2,72.6,Fashion,Loyal
CUST10671,Pune,39,Male,114,4,7211.44,1802.86,624,5,1,3,4.1,67.3,Electronics,AtRisk
CUST10672,Chennai,32,Male,83,17,20912.62,1230.15,1018,4,0,3,3.6,47.6,Fashion,Loyal
CUST10673,Mumbai,28,Other,289,2,887.82,443.91,1342,5,2,2,3.2,68.2,Electronics,Lost
CUST10674,Bengaluru,45,Male,82,8,11349.89,1418.74,221,5,1,2,5,38.7,Grocery,Loyal
CUST10675,Trichy,18,Female,15,12,13340.87,1111.74,644,6,1,4,3,51.3,Fashion,Loyal
CUST10676,Chennai,23,Female,24,21,32456.24,1545.54,644,3,2,6,4.1,65.7,Fashion,Champions
CUST10677,Bengaluru,30,Male,66,7,8605.32,1229.33,596,3,2,0,3.8,31.3,Grocery,AtRisk
CUST10678,Kochi,48,Other,23,25,41952.08,1678.08,275,3,0,0,3,42,Grocery,Champions
CUST10679,Pune,38,Female,325,1,1886.78,1886.78,325,5,0,3,3.5,45,Grocery,Lost
CUST10680,Hyderabad,23,Female,290,2,2687.04,1343.52,672,4,0,2,2.7,66.6,Grocery,Lost
CUST10681,Coimbatore,31,Male,146,6,7182.52,1197.09,316,5,1,3,5,73.8,Grocery,AtRisk
CUST10682,Chennai,27,Female,27,12,30610.51974,1669.3,648,5,2,2,3.6,47.1,Beauty,Champions
CUST10683,Delhi,26,Female,58,3,4644.71,1548.24,526,1,0,4,3.7,46,Grocery,AtRisk
CUST10684,Kochi,45,Other,161,5,15028.38,3005.68,642,6,0,2,5,67.8,Grocery,AtRisk
CUST10685,Mumbai,19,Male,23,16,15775.08,985.94,314,5,1,0,3.1,67.2,Books,Loyal
CUST10686,Mumbai,52,Female,111,8,14899.3313,1124.55,647,3,0,1,4.8,51,Electronics,AtRisk
CUST10687,Coimbatore,43,Male,362,4,2867.4,716.85,336,4,0,2,4.3,100,Home,Lost
CUST10688,Hyderabad,46,Male,220,2,3612.39,1806.2,648,3,0,0,2.2,68.7,Grocery,Lost
CUST10689,Coimbatore,29,Male,361,1,1623.41,1623.41,1002,4,0,2,3.5,61.6,Beauty,Lost
CUST10690,Madurai,32,Female,350,1,1872.5,1872.5,678,3,3,3,4.1,57.3,Fashion,Lost
CUST10691,Bengaluru,18,Male,207,1,967.32,967.32,697,4,3,2,3.8,85.2,Fashion,Lost
CUST10692,Mumbai,28,Female,25,12,15698.31,1308.19,845,4,0,3,3.8,75.9,Fashion,Loyal
CUST10693,Coimbatore,39,Other,98,5,8333.36,1666.67,179,3,3,0,3.3,30.2,Beauty,AtRisk
CUST10694,Chennai,48,Male,318,4,746.23,186.56,1116,4,0,1,3.2,51.1,Home,Lost
CUST10695,Mumbai,22,Female,132,3,5117.59,1705.86,283,8,2,0,3.6,56.1,Electronics,AtRisk
CUST10696,Madurai,30,Male,277,4,2228.57,557.14,864,2,0,4,5,64.8,Home,Lost
CUST10697,Mumbai,32,Male,27,16,37777.55,2361.1,824,3,1,7,3.1,77.5,Electronics,Champions
CUST10698,Chennai,19,Female,26,9,12933.15,1437.02,329,2,0,1,3.4,43.6,Electronics,Loyal
CUST10699,Bengaluru,41,Female,55,10,11545.62058,1135.55,903,3,0,2,3.8,63.4,Grocery,Loyal
CUST10700,Mumbai,26,Female,34,8,20096.11,2512.01,749,5,2,1,2.6,99,Grocery,Loyal
CUST10701,Chennai,32,Female,86,13,11600.96,892.38,1167,5,0,3,4.1,65.6,Beauty,Loyal
CUST10702,Madurai,29,Male,85,2,4437.09,2218.54,658,3,4,1,2.8,51.1,Grocery,AtRisk
CUST10703,Chennai,25,Male,16,27,56029.39245,1049.9,567,5,0,3,2.9,38.3,Books,Champions
CUST10704,Chennai,34,Male,131,3,5300.4,1766.8,446,5,0,4,2.9,55.3,Beauty,AtRisk
CUST10705,Trichy,32,Male,70,4,9894.389249,2175.88,77,3,2,0,2.5,43.4,Fashion,AtRisk
CUST10706,Madurai,30,Male,83,12,10233.24,852.77,505,1,1,3,4.8,57.1,Beauty,Loyal
CUST10707,Hyderabad,26,Male,45,8,9416.6,1177.08,517,5,0,0,4.2,75.8,Beauty,Loyal
CUST10708,Coimbatore,38,Male,98,7,3523.49,503.36,679,4,0,2,4.5,65.7,Books,AtRisk
CUST10709,Delhi,52,Male,244,3,1224.13,408.04,173,4,1,2,4.5,55.4,Electronics,Lost
CUST10710,Hyderabad,36,Male,167,2,3232.38,1616.19,528,3,0,2,3.7,29.2,Beauty,Lost
CUST10711,Mumbai,45,Female,219,3,537.61,179.2,773,5,1,2,3.8,81.6,Electronics,Lost
CUST10712,Bengaluru,19,Female,322,1,2486.35,2486.35,803,4,1,2,4.6,58,Grocery,Lost
CUST10713,Bengaluru,36,Female,136,3,3329.49,1109.83,42,3,1,2,5,67.2,Fashion,AtRisk
CUST10714,Madurai,22,Male,329,3,994.26,331.42,812,2,3,3,2.8,46.8,Sports,Lost
CUST10715,Kochi,18,Female,267,3,1179.55,393.18,526,5,1,3,5,56.8,Fashion,Lost
CUST10716,Hyderabad,26,Female,329,2,2539.11,1269.56,544,4,0,3,2.7,53.4,Grocery,Lost
CUST10717,Kochi,47,Male,1,17,22147.40858,1018.5,30,4,0,1,3.4,38.3,Home,Champions
CUST10718,Chennai,44,Male,337,3,1324.12,441.37,1048,1,1,5,3.9,46.8,Electronics,Lost
CUST10719,Delhi,37,Female,84,7,5092.79,727.54,653,3,0,6,3.9,64.7,Grocery,Loyal
CUST10720,Kochi,18,Female,289,2,1484.22,742.11,141,3,0,0,5,71,Grocery,Lost
CUST10721,Coimbatore,32,Female,16,4,18947.96,4736.99,713,3,1,3,4.6,51.3,Grocery,Champions
CUST10722,Chennai,37,Female,75,6,15286.46,2547.74,703,5,2,2,4.1,40.9,Electronics,Loyal
CUST10723,Delhi,36,Female,36,13,2607.73,200.59,967,5,1,4,4.6,57.9,Electronics,Loyal
CUST10724,Mumbai,18,Other,5,10,11977.11,1197.71,507,4,1,2,4.1,80.6,Electronics,Loyal
CUST10725,Hyderabad,24,Female,7,17,28126.28,1654.49,604,5,0,3,3.3,46.2,Beauty,Champions
CUST10726,Chennai,33,Male,237,1,1187.84,1187.84,407,2,1,3,4.2,65.3,Fashion,Lost
CUST10727,Hyderabad,40,Female,7,19,28012.56585,1303.38,779,3,1,2,3.9,51.8,Fashion,Champions
CUST10728,Coimbatore,18,Male,35,11,19775.41281,1016.41,365,4,1,6,3.1,87.6,Fashion,Loyal
CUST10729,Chennai,32,Female,8,5,17496.7,3499.34,332,3,0,4,4.8,54.9,Home,Champions
CUST10730,Chennai,36,Female,73,8,10667.41963,918.61,580,5,1,4,3.8,78.2,Fashion,AtRisk
CUST10731,Hyderabad,43,Female,32,8,20959.86,2619.98,232,3,1,2,2.9,85.3,Electronics,Loyal
CUST10732,Delhi,42,Female,49,6,4673.4,778.9,1081,5,0,2,3,95.8,Fashion,Loyal
CUST10733,Mumbai,40,Male,69,2,6797.99,3399,1178,2,0,4,4.2,37.9,Home,AtRisk
CUST10734,Bengaluru,25,Male,130,10,4074.22,407.42,464,7,1,4,4.6,37,Sports,AtRisk
CUST10735,Pune,18,Male,40,25,14447.69,577.91,184,7,1,0,4.2,88.3,Electronics,Champions
CUST10736,Bengaluru,30,Female,16,14,21226.25,1516.16,701,3,1,3,4.2,85,Beauty,Champions
CUST10737,Hyderabad,45,Female,47,13,8395.59,645.81,455,5,0,3,3.2,52.7,Electronics,Loyal
CUST10738,Bengaluru,49,Female,306,3,3785.03,1261.68,952,3,0,2,3.9,0.3,Fashion,Lost
CUST10739,Bengaluru,42,Male,46,10,11455.61,1145.56,364,5,0,3,3.5,66.6,Electronics,Loyal
CUST10740,Bengaluru,39,Male,119,8,3271.99,409,763,3,0,2,3.6,34.7,Sports,AtRisk
CUST10741,Madurai,38,Female,55,13,11209.88,862.3,634,2,1,0,3.7,48.4,Home,Loyal
CUST10742,Delhi,28,Male,127,5,9594.74,1918.95,397,1,2,0,3.3,68.6,Fashion,AtRisk
CUST10743,Mumbai,33,Female,30,20,22812.53123,1477.52,672,3,1,4,4.4,71.3,Fashion,Champions
CUST10744,Coimbatore,52,Female,3,17,27948.79,1644.05,864,4,4,2,3,96.6,Home,Champions
CUST10745,Pune,24,Female,21,9,9801.82,1089.09,626,5,0,3,2.8,57.5,Electronics,Loyal
CUST10746,Bengaluru,52,Male,53,9,11676.05,1297.34,629,4,0,2,3.2,45.5,Electronics,Loyal
CUST10747,Mumbai,30,Female,1,12,23990.1,1999.18,338,5,0,1,4.5,83.3,Beauty,Champions
CUST10748,Pune,49,Male,133,2,6892.51,3446.26,943,3,1,2,4.1,72.5,Fashion,AtRisk
CUST10749,Mumbai,19,Other,290,2,821.3927341,691.26,913,3,0,3,2.4,57.7,Home,Lost
CUST10750,Chennai,40,Male,36,12,6961.75,580.15,477,5,1,3,4.3,65.6,Fashion,Loyal
CUST10751,Kochi,26,Male,122,5,2591.16,518.23,563,1,0,7,3.8,57.4,Electronics,AtRisk
CUST10752,Mumbai,18,Female,320,3,2051.55,683.85,1024,4,0,2,3.5,78.8,Sports,Lost
CUST10753,Madurai,36,Male,332,4,1798.09,449.52,260,3,0,6,3.6,98.8,Sports,Lost
CUST10754,Chennai,45,Female,49,12,13428.77,1119.06,781,6,0,1,2.7,50.5,Grocery,Loyal
CUST10755,Hyderabad,25,Female,179,4,5308.556875,691.48,432,3,1,3,3.9,73.4,Grocery,AtRisk
CUST10756,Mumbai,18,Female,7,13,29615.1,2278.08,1133,4,1,3,2.8,34.4,Grocery,Champions
CUST10757,Mumbai,33,Other,124,2,5096.22,2548.11,619,5,0,2,3.5,43.5,Fashion,AtRisk
CUST10758,Pune,33,Male,113,12,4722.378592,226.17,978,1,1,2,3.5,76.3,Home,Loyal
CUST10759,Hyderabad,40,Female,29,13,36320.21,2793.86,372,3,1,1,4.4,63.6,Home,Champions
CUST10760,Chennai,44,Male,21,9,11896.92,1321.88,225,3,1,4,3.8,42.8,Beauty,Loyal
CUST10761,Madurai,33,Male,18,23,31153.01,1354.48,530,5,0,1,4.4,65.2,Grocery,Champions
CUST10762,Coimbatore,54,Female,40,6,7832.1,1305.35,679,5,1,3,2.8,82.6,Beauty,AtRisk
CUST10763,Delhi,36,Male,39,12,9598.57,799.88,447,3,0,4,3.7,36.1,Electronics,Loyal
CUST10764,Chennai,30,Female,50,3,7487.52,2495.84,827,2,0,5,4.2,99.9,Electronics,AtRisk
CUST10765,Mumbai,18,Male,21,17,27029.53,1589.97,537,5,0,4,4.8,76.5,Home,Champions
CUST10766,Hyderabad,31,Female,22,15,35424.58,2361.64,30,3,1,4,2.9,76.9,Electronics,Champions
CUST10767,Pune,30,Other,157,4,11430.98455,2207.3,766,1,1,1,3.1,65,Grocery,AtRisk
CUST10768,Madurai,45,Male,198,1,2221.42,2221.42,335,1,2,1,4.2,99.9,Home,Lost
CUST10769,Hyderabad,39,Female,9,13,20321.2,1563.17,492,4,1,0,5,84.2,Fashion,Champions
CUST10770,Chennai,21,Female,52,13,18517.31629,1235.78,1066,2,3,0,4,57.6,Electronics,Loyal
CUST10771,Hyderabad,36,Male,249,2,1385.26,692.63,1132,6,1,2,2.9,80.1,Sports,Lost
CUST10772,Chennai,41,Male,29,24,26200.64,1091.69,427,2,0,1,2.9,50.3,Electronics,Champions
CUST10773,Bengaluru,51,Female,166,4,1799.18,449.8,773,3,1,5,3.9,59.4,Sports,Lost
CUST10774,Hyderabad,44,Male,120,5,2274.13,454.83,434,4,0,1,4.1,94.3,Electronics,AtRisk
CUST10775,Chennai,42,Male,35,10,19021.24,1902.12,514,2,1,3,3.6,72.8,Home,Loyal
CUST10776,Coimbatore,35,Female,63,8,10675.79,1334.47,418,1,1,2,2.9,78.2,Sports,Loyal
CUST10777,Delhi,38,Female,31,14,17562.9,1254.49,83,4,1,0,4.7,88.4,Sports,Loyal
CUST10778,Delhi,48,Female,34,8,10735.53,1341.94,629,2,0,5,3.5,76,Sports,Loyal
CUST10779,Delhi,19,Female,325,3,2393.95,797.98,686,4,1,4,4.2,48.8,Sports,Lost
CUST10780,Delhi,30,Female,158,4,6559.62,1639.9,399,3,0,4,2.4,98.2,Grocery,AtRisk
CUST10781,Mumbai,26,Male,106,9,9564.78,1062.75,926,4,0,4,4.8,75.3,Grocery,AtRisk
CUST10782,Coimbatore,38,Male,267,1,1136.99,1136.99,469,6,1,1,3.3,76.7,Grocery,Lost
CUST10783,Madurai,48,Male,31,12,8135.49,677.96,409,3,1,1,4.9,66.1,Sports,Loyal
CUST10784,Coimbatore,27,Female,118,4,9332,2333,758,3,0,3,4.3,87.2,Beauty,AtRisk
CUST10785,Pune,18,Male,67,10,18983.61,1898.36,137,1,1,6,2.7,100,Beauty,Loyal
CUST10786,Mumbai,29,Male,306,1,3089.32,3089.32,872,3,1,3,4,57.5,Home,Lost
CUST10787,Bengaluru,44,Male,35,4,14083.11,3520.78,479,4,0,4,5,86.3,Grocery,Loyal
CUST10788,Bengaluru,40,Male,102,6,6897.27,1149.54,897,3,1,1,3.3,65.7,Sports,AtRisk
CUST10789,Kochi,39,Male,191,1,3185.48,3185.48,986,4,0,5,5,25,Electronics,Lost
CUST10790,Chennai,31,Female,29,13,12843.27384,924.44,792,3,1,2,4.1,36.9,Electronics,Loyal
CUST10791,Mumbai,20,Male,9,25,26391.3,1055.65,356,2,0,3,4.9,73.5,Books,Champions
CUST10792,Mumbai,40,Male,219,5,11870.05,2374.01,225,4,1,2,3.9,85.2,Grocery,AtRisk
CUST10793,Mumbai,25,Male,85,2,14748.71,7374.36,170,3,2,4,3.7,77.2,Grocery,Loyal
CUST10794,Chennai,58,Female,130,6,7523.21,1253.87,931,4,1,4,5,80.4,Beauty,AtRisk
CUST10795,Pune,40,Female,365,1,4001.383583,2606.49,560,3,1,0,4.4,100,Beauty,Lost
CUST10796,Kochi,28,Male,99,6,8606.87,1434.48,420,3,0,5,3.6,75.6,Electronics,AtRisk
CUST10797,Mumbai,27,Female,44,4,13096.86,3274.22,560,4,0,7,4.1,59.7,Electronics,Loyal
CUST10798,Delhi,33,Male,59,7,4992.852809,873.02,924,3,1,2,3.3,62.5,Beauty,AtRisk
CUST10799,Kochi,31,Female,29,24,18104.37,754.35,834,6,0,2,3.9,97.7,Beauty,Champions
CUST10800,Delhi,46,Male,67,12,11723.12,976.93,732,5,2,5,4.8,39.6,Fashion,Loyal
CUST10801,Chennai,36,Female,208,2,2069.88,1034.94,791,4,0,3,3.7,89.8,Beauty,Lost
CUST10802,Mumbai,26,Female,199,6,4047.56,674.59,654,3,0,2,3.1,65.3,Grocery,AtRisk
CUST10803,Mumbai,55,Female,19,20,24641.01,1232.05,691,1,1,6,3,48.4,Grocery,Champions
CUST10804,Bengaluru,35,Male,78,12,6694.26,557.86,666,2,1,0,3.9,36,Books,Loyal
CUST10805,Delhi,42,Male,113,5,3811.98,762.4,600,3,0,1,3.2,94.6,Grocery,AtRisk
CUST10806,Kochi,27,Female,326,2,200,100,826,3,2,3,2.7,47.9,Electronics,Lost
CUST10807,Kochi,38,Male,287,2,2424.29,1212.14,708,3,1,0,2.8,66.2,Fashion,Lost
CUST10808,Bengaluru,37,Female,66,8,10917.85,1364.73,336,4,1,2,4.7,45.5,Fashion,Loyal
CUST10809,Chennai,18,Female,269,1,1608.67,1608.67,759,4,1,2,3.7,100,Books,Lost
CUST10810,Trichy,56,Female,150,5,6454.04,1290.81,674,5,1,4,3.8,67,Fashion,AtRisk
CUST10811,Hyderabad,48,Male,154,5,5471.24,1094.25,783,3,0,4,3,38.1,Fashion,AtRisk
CUST10812,Chennai,30,Female,192,3,2496.718543,526.18,569,4,1,0,3.3,56.4,Home,AtRisk
CUST10813,Kochi,22,Female,1,19,11400.32,600.02,844,4,1,1,3.3,92.9,Fashion,Champions
CUST10814,Pune,38,Female,264,2,1753.73,876.86,582,4,0,1,3.6,45.5,Home,Lost
CUST10815,Mumbai,35,Male,8,12,43297.42,3608.12,817,5,0,2,2.5,57.8,Fashion,Champions
CUST10816,Mumbai,38,Male,45,10,14493.02,1449.3,463,5,1,0,4.7,88.7,Fashion,Loyal
CUST10817,Bengaluru,36,Male,242,1,200,200,484,2,0,3,3.8,71.8,Books,Lost
CUST10818,Chennai,40,Male,147,5,3435.52,687.1,781,3,0,1,4,40.6,Fashion,AtRisk
CUST10819,Madurai,50,Female,358,2,2493.59,1246.8,500,3,0,4,4.5,69.5,Home,Lost
CUST10820,Hyderabad,40,Female,96,5,5203.99,1040.8,1262,7,0,2,4.5,61.9,Beauty,AtRisk
CUST10821,Chennai,22,Male,35,2,22948.99687,5754.46,770,3,1,1,3.3,66,Fashion,Loyal
CUST10822,Madurai,49,Female,281,3,551.42,183.81,607,2,0,5,4.3,83.9,Fashion,Lost
CUST10823,Bengaluru,52,Male,1,17,20500.69,1205.92,846,4,0,5,4.3,69.8,Home,Champions
CUST10824,Mumbai,69,Male,204,1,2118.42,2118.42,456,4,0,3,4.1,63.1,Grocery,Lost
CUST10825,Pune,22,Male,19,12,15609.3,1300.77,877,3,1,2,4.6,62.2,Fashion,Loyal
CUST10826,Madurai,37,Male,343,2,4384.477053,1452.33,869,3,1,0,4.4,86.5,Home,Lost
CUST10827,Madurai,18,Female,27,15,40688.91,2712.59,976,5,0,5,4.4,50.6,Beauty,Champions
CUST10828,Delhi,40,Male,80,6,7818.2,1303.03,468,2,1,4,4.9,21.6,Fashion,AtRisk
CUST10829,Bengaluru,28,Female,288,1,1530.67,1530.67,233,3,0,1,3.8,60.5,Electronics,Lost
CUST10830,Coimbatore,55,Male,29,11,13534.62,1230.42,417,3,1,1,3.8,72.6,Fashion,Loyal
CUST10831,Bengaluru,25,Female,167,5,5959.82,1191.96,516,5,0,3,4.5,56.7,Home,AtRisk
CUST10832,Chennai,18,Male,334,3,3216.05,1072.02,1100,4,2,0,3.7,54.5,Sports,Lost
CUST10833,Chennai,29,Male,114,5,5819.84,1163.97,1259,2,0,1,4.2,57.7,Beauty,AtRisk
CUST10834,Bengaluru,18,Male,244,2,1253.01,626.5,703,2,1,0,3.4,64.5,Fashion,Lost
CUST10835,Bengaluru,42,Male,33,10,8487.45,848.75,603,6,0,0,2,39,Sports,Loyal
CUST10836,Pune,18,Male,15,9,28304.68,3144.96,495,5,0,1,4.3,78.2,Beauty,Champions
CUST10837,Bengaluru,34,Female,1,23,32518.91,1413.87,847,5,1,4,2.6,11.8,Home,Champions
CUST10838,Mumbai,18,Female,90,10,6723.31,672.33,1257,4,1,0,3.2,75.8,Home,Loyal
CUST10839,Delhi,30,Female,19,15,24089.6,1605.97,1136,6,0,3,4.5,71.3,Beauty,Champions
CUST10840,Chennai,52,Female,141,5,3532.72,706.54,941,2,1,3,4.5,74.9,Beauty,AtRisk
CUST10841,Delhi,38,Male,15,11,21672.27968,1033.75,937,5,0,4,4.7,26.4,Beauty,Loyal
CUST10842,Chennai,25,Male,10,24,29663.44,1235.98,850,3,2,3,2.2,70.9,Electronics,Champions
CUST10843,Kochi,34,Other,1,22,33203.92,1509.27,586,3,2,2,4,54.1,Home,Champions
CUST10844,Chennai,34,Female,248,2,2600.43,1300.21,379,5,0,1,3.6,97,Beauty,Lost
CUST10845,Bengaluru,39,Female,136,4,6057.92,1514.48,594,3,1,4,4.6,72.2,Electronics,AtRisk
CUST10846,Chennai,19,Female,28,10,9903.09,990.31,727,3,0,3,5,41.5,Fashion,Loyal
CUST10847,Trichy,41,Male,281,2,695.21,347.6,164,3,1,2,2.8,31.2,Beauty,Lost
CUST10848,Mumbai,18,Male,32,21,33316.42,1586.5,554,1,1,4,3.8,52.7,Fashion,Champions
CUST10849,Mumbai,27,Male,332,3,3031.13,1010.38,352,5,0,2,4.5,81.2,Fashion,Lost
CUST10850,Chennai,29,Male,146,6,9297.75,1549.62,904,2,0,2,3.5,88,Fashion,AtRisk
CUST10851,Delhi,41,Male,31,4,17859.47884,3336.32,435,6,3,1,5,68.6,Fashion,Loyal
CUST10852,Coimbatore,34,Male,58,5,6388.94,1277.79,698,3,1,4,3.5,66.6,Sports,AtRisk
CUST10853,Pune,19,Female,198,2,2875.99,1438,390,5,1,1,3.6,58.4,Beauty,Lost
CUST10854,Coimbatore,23,Female,56,17,9127.45,536.91,1079,1,0,2,2.9,64.6,Fashion,Loyal
CUST10855,Coimbatore,36,Female,310,1,2468.36,2468.36,90,5,0,1,3.9,89.3,Electronics,Lost
CUST10856,Chennai,33,Female,16,21,34198.19,1628.49,743,5,1,3,1.4,58.1,Fashion,Champions
CUST10857,Bengaluru,28,Male,48,14,9538.43,681.32,217,5,1,3,3.6,78.2,Fashion,Loyal
CUST10858,Mumbai,29,Male,12,15,25053.34,1670.22,447,1,2,0,4.8,54.4,Electronics,Champions
CUST10859,Chennai,42,Female,67,6,16212.28,2702.05,662,2,0,3,2.7,85.3,Sports,Loyal
CUST10860,Hyderabad,28,Male,58,9,12592.81,1399.2,677,4,1,0,2.5,76.6,Beauty,Loyal
CUST10861,Bengaluru,33,Male,252,2,1606.72,803.36,669,4,1,7,4.7,84.4,Beauty,Lost
CUST10862,Mumbai,58,Male,11,27,24157.12,894.71,646,4,0,1,4.8,100,Beauty,Champions
CUST10863,Bengaluru,18,Male,17,9,9189.09,1021.01,407,3,0,5,2.7,13.4,Home,Loyal
CUST10864,Bengaluru,18,Male,170,5,1394.512669,446.34,551,6,0,3,5,80.1,Home,AtRisk
CUST10865,Mumbai,43,Male,261,2,598,299,609,7,1,3,4.1,74.4,Books,Lost
CUST10866,Chennai,27,Male,365,2,1609.36,804.68,659,4,2,0,4.6,73.9,Home,Lost
CUST10867,Coimbatore,30,Female,107,7,2871.19,410.17,580,4,2,4,3.2,69.8,Home,AtRisk
CUST10868,Pune,25,Male,268,2,3110.31,1555.16,819,4,1,3,5,69.8,Beauty,Lost
CUST10869,Kochi,31,Male,325,1,2129.96,2129.96,628,5,0,3,3.6,71.7,Fashion,Lost
CUST10870,Bengaluru,52,Male,323,2,446.96,223.48,660,5,1,2,3.6,83.1,Books,Lost
CUST10871,Coimbatore,43,Male,87,4,7471.97,1867.99,485,2,2,3,4.2,81.5,Electronics,AtRisk
CUST10872,Delhi,43,Female,1,18,15246.59,847.03,284,3,1,1,3.5,64.5,Home,Champions
CUST10873,Bengaluru,18,Female,29,13,12070.57,928.51,646,2,0,2,2.6,61.3,Electronics,Loyal
CUST10874,Chennai,21,Female,139,6,10674.17938,906.54,962,8,2,2,3.9,65.4,Beauty,AtRisk
CUST10875,Chennai,18,Male,72,4,17515.64,4378.91,733,4,1,1,3.5,56.7,Books,Loyal
CUST10876,Delhi,25,Female,41,9,13175.15,1463.91,355,3,2,3,3.2,100,Fashion,Loyal
CUST10877,Delhi,45,Female,167,5,5813.55,1162.71,844,2,2,3,4.8,39.6,Beauty,AtRisk
CUST10878,Chennai,40,Male,209,2,875.27,437.64,499,5,0,3,5,80,Fashion,Lost
CUST10879,Coimbatore,32,Female,2,20,32185.75,1609.29,814,5,2,2,3.1,79.9,Electronics,Champions
CUST10880,Coimbatore,34,Male,169,3,3253.15,1084.38,489,5,1,3,4,54.4,Fashion,Lost
CUST10881,Delhi,26,Female,174,9,4468.16,496.46,706,3,0,3,3.5,70.9,Fashion,AtRisk
CUST10882,Chennai,36,Female,329,2,2487.91,1243.96,444,4,1,3,5,90.3,Home,Lost
CUST10883,Chennai,42,Male,215,1,766,766,452,4,1,3,4.2,58.4,Beauty,Lost
CUST10884,Hyderabad,18,Female,180,2,234.17,117.08,130,2,0,5,4.5,91.2,Fashion,Lost
CUST10885,Chennai,37,Male,106,5,7258.53,1451.71,754,2,3,0,4.7,87.4,Electronics,AtRisk
CUST10886,Delhi,44,Male,69,5,14371.8,2874.36,711,4,0,2,3.9,50.8,Fashion,Loyal
CUST10887,Coimbatore,29,Other,132,6,5247.71,874.62,728,4,2,3,3.7,42.8,Fashion,AtRisk
CUST10888,Chennai,42,Female,201,1,1657.818487,1374.96,683,4,0,0,5,68.3,Fashion,Lost
CUST10889,Coimbatore,65,Male,219,2,200,100,371,5,0,5,4.4,40.2,Fashion,Lost
CUST10890,Delhi,33,Male,257,1,3570.882681,1844.17,890,6,0,3,3.1,6.9,Grocery,Lost
CUST10891,Pune,38,Male,42,9,8991.06,999.01,898,2,1,4,3.2,55.2,Beauty,Loyal
CUST10892,Hyderabad,26,Male,138,5,5533.47,1106.69,364,4,0,5,3.5,100,Electronics,AtRisk
CUST10893,Bengaluru,36,Female,26,9,16105.68,1789.52,760,5,3,3,4.7,56.1,Beauty,Loyal
CUST10894,Delhi,39,Female,28,15,36659.03,2443.94,862,3,1,0,5,72.6,Grocery,Champions
CUST10895,Coimbatore,36,Female,39,10,21272.41,2127.24,459,4,1,3,5,79,Home,Loyal
CUST10896,Madurai,23,Male,10,13,40927.85,3148.3,511,3,0,3,3.2,64.2,Beauty,Champions
CUST10897,Pune,36,Female,365,1,4451.63,4451.63,760,7,1,0,3.9,58.3,Fashion,Lost
CUST10898,Chennai,50,Male,26,8,8834.13,1104.27,147,4,2,0,3.5,89.6,Books,Loyal
