customer_id,city,age,gender,recency_days,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,kmeans_cluster,segment
CUST10732,Delhi,42,Female,49,6,4673.4,778.9,4,3,2,9,3,At-Risk
CUST10733,Mumbai,40,Male,69,2,6797.99,3399.0,3,1,3,7,3,At-Risk
CUST10734,Bengaluru,25,Male,130,10,4074.22,407.42,2,4,2,8,1,Lost
CUST10735,Pune,18,Male,40,25,14447.69,577.91,4,5,4,13,0,Champions
CUST10736,Bengaluru,30,Female,16,14,21226.25,1516.16,5,5,5,15,0,Champions
CUST10737,Hyderabad,45,Female,47,13,8395.59,645.81,4,4,3,11,0,Champions
CUST10738,Bengaluru,49,Female,306,3,3785.03,1261.68,1,2,2,5,3,At-Risk
CUST10739,Bengaluru,42,Male,46,10,11455.61,1145.56,4,4,4,12,0,Champions
CUST10740,Bengaluru,39,Male,119,8,3271.99,409.0,2,3,2,7,1,Lost
CUST10741,Madurai,38,Female,55,13,11209.88,862.3,4,4,4,12,0,Champions
CUST10742,Delhi,28,Male,127,5,9594.74,1918.95,2,2,3,7,3,At-Risk
CUST10743,Mumbai,33,Female,30,20,22812.53123,1477.52,4,5,5,14,0,Champions
CUST10744,Coimbatore,52,Female,3,17,27948.79,1644.05,5,5,5,15,0,Champions
CUST10745,Pune,24,Female,21,9,9801.82,1089.09,5,4,3,12,0,Champions
CUST10746,Bengaluru,52,Male,53,9,11676.05,1297.34,4,4,4,12,0,Champions
CUST10747,Mumbai,30,Female,1,12,23990.1,1999.18,5,4,5,14,0,Champions
CUST10748,Pune,49,Male,133,2,6892.51,3446.26,2,1,3,6,3,At-Risk
CUST10749,Mumbai,19,Other,290,2,821.3927341,691.26,1,1,1,3,1,Lost
CUST10750,Chennai,40,Male,36,12,6961.75,580.15,4,4,3,11,0,Champions
CUST10751,Kochi,26,Male,122,5,2591.16,518.23,2,2,2,6,1,Lost
CUST10752,Mumbai,18,Female,320,3,2051.55,683.85,1,2,1,4,1,Lost
CUST10753,Madurai,36,Male,332,4,1798.09,449.52,1,2,1,4,1,Lost
CUST10754,Chennai,45,Female,49,12,13428.77,1119.06,4,4,4,12,0,Champions
CUST10755,Hyderabad,25,Female,179,4,5308.556875,691.48,2,2,2,6,1,Lost
CUST10756,Mumbai,18,Female,7,13,29615.1,2278.08,5,4,5,14,0,Champions
CUST10757,Mumbai,33,Other,124,2,5096.22,2548.11,2,1,2,5,3,At-Risk
CUST10758,Pune,33,Male,113,12,4722.378592,226.17,3,4,2,9,1,Lost
CUST10759,Hyderabad,40,Female,29,13,36320.21,2793.86,4,4,5,13,0,Champions
CUST10760,Chennai,44,Male,21,9,11896.92,1321.88,5,4,4,13,0,Champions
CUST10761,Madurai,33,Male,18,23,31153.01,1354.48,5,5,5,15,0,Champions
CUST10762,Coimbatore,54,Female,40,6,7832.1,1305.35,4,3,3,10,3,At-Risk
CUST10763,Delhi,36,Male,39,12,9598.57,799.88,4,4,3,11,0,Champions
CUST10764,Chennai,30,Female,50,3,7487.52,2495.84,4,2,3,9,3,At-Risk
CUST10765,Mumbai,18,Male,21,17,27029.53,1589.97,5,5,5,15,0,Champions
CUST10766,Hyderabad,31,Female,22,15,35424.58,2361.64,5,5,5,15,2,Loyal Customers
CUST10767,Pune,30,Other,157,4,11430.98455,2207.3,2,2,4,8,3,At-Risk
CUST10768,Madurai,45,Male,198,1,2221.42,2221.42,2,1,1,4,3,At-Risk
CUST10769,Hyderabad,39,Female,9,13,20321.2,1563.17,5,4,5,14,0,Champions
CUST10770,Chennai,21,Female,52,13,18517.31629,1235.78,4,4,5,13,0,Champions
CUST10771,Hyderabad,36,Male,249,2,1385.26,692.63,1,1,1,3,1,Lost
CUST10772,Chennai,41,Male,29,24,26200.64,1091.69,4,5,5,14,0,Champions
CUST10773,Bengaluru,51,Female,166,4,1799.18,449.8,2,2,1,5,1,Lost
CUST10774,Hyderabad,44,Male,120,5,2274.13,454.83,2,2,1,5,1,Lost
CUST10775,Chennai,42,Male,35,10,19021.24,1902.12,4,4,5,13,0,Champions
CUST10776,Coimbatore,35,Female,63,8,10675.79,1334.47,3,3,4,10,3,At-Risk
CUST10777,Delhi,38,Female,31,14,17562.9,1254.49,4,5,5,14,2,Loyal Customers
CUST10778,Delhi,48,Female,34,8,10735.53,1341.94,4,3,4,11,0,Champions
CUST10779,Delhi,19,Female,325,3,2393.95,797.98,1,2,1,4,1,Lost
CUST10780,Delhi,30,Female,158,4,6559.62,1639.9,2,2,3,7,3,At-Risk
CUST10781,Mumbai,26,Male,106,9,9564.78,1062.75,3,4,3,10,3,At-Risk
CUST10782,Coimbatore,38,Male,267,1,1136.99,1136.99,1,1,1,3,1,Lost
CUST10783,Madurai,48,Male,31,12,8135.49,677.96,4,4,3,11,0,Champions
CUST10784,Coimbatore,27,Female,118,4,9332.0,2333.0,2,2,3,7,3,At-Risk
CUST10785,Pune,18,Male,67,10,18983.61,1898.36,3,4,5,12,2,Loyal Customers
CUST10786,Mumbai,29,Male,306,1,3089.32,3089.32,1,1,2,4,3,At-Risk
CUST10787,Bengaluru,44,Male,35,4,14083.11,3520.78,4,2,4,10,3,At-Risk
CUST10788,Bengaluru,40,Male,102,6,6897.27,1149.54,3,3,3,9,3,At-Risk
CUST10789,Kochi,39,Male,191,1,3185.48,3185.48,2,1,2,5,3,At-Risk
CUST10790,Chennai,31,Female,29,13,12843.27384,924.44,4,4,4,12,0,Champions
CUST10791,Mumbai,20,Male,9,25,26391.3,1055.65,5,5,5,15,0,Champions
CUST10792,Mumbai,40,Male,219,5,11870.05,2374.01,2,2,4,8,3,At-Risk
CUST10793,Mumbai,25,Male,85,2,14748.71,7374.36,3,1,4,8,3,At-Risk
CUST10794,Chennai,58,Female,130,6,7523.21,1253.87,2,3,3,8,3,At-Risk
CUST10795,Pune,40,Female,365,1,4001.383583,2606.49,1,1,2,4,3,At-Risk
CUST10796,Kochi,28,Male,99,6,8606.87,1434.48,3,3,3,9,3,At-Risk
CUST10797,Mumbai,27,Female,44,4,13096.86,3274.22,4,2,4,10,3,At-Risk
CUST10798,Delhi,33,Male,59,7,4992.852809,873.02,3,3,2,8,3,At-Risk
CUST10799,Kochi,31,Female,29,24,18104.37,754.35,4,5,5,14,0,Champions
CUST10800,Delhi,46,Male,67,12,11723.12,976.93,3,4,4,11,0,Champions
CUST10801,Chennai,36,Female,208,2,2069.88,1034.94,2,1,1,4,1,Lost
CUST10802,Mumbai,26,Female,199,6,4047.56,674.59,2,3,2,7,1,Lost
CUST10803,Mumbai,55,Female,19,20,24641.01,1232.05,5,5,5,15,0,Champions
CUST10804,Bengaluru,35,Male,78,12,6694.26,557.86,3,4,3,10,0,Champions
CUST10805,Delhi,42,Male,113,5,3811.98,762.4,3,2,2,7,3,At-Risk
CUST10806,Kochi,27,Female,326,2,200.0,100.0,1,1,1,3,1,Lost
CUST10807,Kochi,38,Male,287,2,2424.29,1212.14,1,1,1,3,3,At-Risk
CUST10808,Bengaluru,37,Female,66,8,10917.85,1364.73,3,3,4,10,3,At-Risk
CUST10809,Chennai,18,Female,269,1,1608.67,1608.67,1,1,1,3,3,At-Risk
CUST10810,Trichy,56,Female,150,5,6454.04,1290.81,2,2,3,7,3,At-Risk
CUST10811,Hyderabad,48,Male,154,5,5471.24,1094.25,2,2,2,6,3,At-Risk
CUST10812,Chennai,30,Female,192,3,2496.718543,526.18,2,2,1,5,1,Lost
CUST10813,Kochi,22,Female,1,19,11400.32,600.02,5,5,4,14,0,Champions
CUST10814,Pune,38,Female,264,2,1753.73,876.86,1,1,1,3,1,Lost
CUST10815,Mumbai,35,Male,8,12,43297.42,3608.12,5,4,5,14,0,Champions
CUST10816,Mumbai,38,Male,45,10,14493.02,1449.3,4,4,4,12,0,Champions
CUST10817,Bengaluru,36,Male,242,1,200.0,200.0,1,1,1,3,1,Lost
CUST10818,Chennai,40,Male,147,5,3435.52,687.1,2,2,2,6,1,Lost
CUST10819,Madurai,50,Female,358,2,2493.59,1246.8,1,1,1,3,3,At-Risk
CUST10820,Hyderabad,40,Female,96,5,5203.99,1040.8,3,2,2,7,3,At-Risk
CUST10821,Chennai,22,Male,35,2,22948.99687,5754.46,4,1,5,10,3,At-Risk
CUST10822,Madurai,49,Female,281,3,551.42,183.81,1,2,1,4,1,Lost
CUST10823,Bengaluru,52,Male,1,17,20500.69,1205.92,5,5,5,15,0,Champions
CUST10824,Mumbai,69,Male,204,1,2118.42,2118.42,2,1,1,4,3,At-Risk
CUST10825,Pune,22,Male,19,12,15609.3,1300.77,5,4,4,13,0,Champions
CUST10826,Madurai,37,Male,343,2,4384.477053,1452.33,1,1,2,4,3,At-Risk
CUST10827,Madurai,18,Female,27,15,40688.91,2712.59,4,5,5,14,0,Champions
CUST10828,Delhi,40,Male,80,6,7818.2,1303.03,3,3,3,9,3,At-Risk
CUST10829,Bengaluru,28,Female,288,1,1530.67,1530.67,1,1,1,3,3,At-Risk
CUST10830,Coimbatore,55,Male,29,11,13534.62,1230.42,4,4,4,12,0,Champions
CUST10831,Bengaluru,25,Female,167,5,5959.82,1191.96,2,2,3,7,3,At-Risk
CUST10832,Chennai,18,Male,334,3,3216.05,1072.02,1,2,2,5,3,At-Risk
CUST10833,Chennai,29,Male,114,5,5819.84,1163.97,3,2,2,7,3,At-Risk
CUST10834,Bengaluru,18,Male,244,2,1253.01,626.5,1,1,1,3,1,Lost
CUST10835,Bengaluru,42,Male,33,10,8487.45,848.75,4,4,3,11,0,Champions
CUST10836,Pune,18,Male,15,9,28304.68,3144.96,5,4,5,14,0,Champions
CUST10837,Bengaluru,34,Female,1,23,32518.91,1413.87,5,5,5,15,0,Champions
CUST10838,Mumbai,18,Female,90,10,6723.31,672.33,3,4,3,10,3,At-Risk
CUST10839,Delhi,30,Female,19,15,24089.6,1605.97,5,5,5,15,0,Champions
CUST10840,Chennai,52,Female,141,5,3532.72,706.54,2,2,2,6,1,Lost
CUST10841,Delhi,38,Male,15,11,21672.27968,1033.75,5,4,5,14,0,Champions
CUST10842,Chennai,25,Male,10,24,29663.44,1235.98,5,5,5,15,0,Champions
CUST10843,Kochi,34,Other,1,22,33203.92,1509.27,5,5,5,15,0,Champions
CUST10844,Chennai,34,Female,248,2,2600.43,1300.21,1,1,2,4,3,At-Risk
CUST10845,Bengaluru,39,Female,136,4,6057.92,1514.48,2,2,3,7,3,At-Risk
CUST10846,Chennai,19,Female,28,10,9903.09,990.31,4,4,3,11,0,Champions
CUST10847,Trichy,41,Male,281,2,695.21,347.6,1,1,1,3,1,Lost
CUST10848,Mumbai,18,Male,32,21,33316.42,1586.5,4,5,5,14,0,Champions
CUST10849,Mumbai,27,Male,332,3,3031.13,1010.38,1,2,2,5,3,At-Risk
CUST10850,Chennai,29,Male,146,6,9297.75,1549.62,2,3,3,8,3,At-Risk
CUST10851,Delhi,41,Male,31,4,17859.47884,3336.32,4,2,5,11,3,At-Risk
CUST10852,Coimbatore,34,Male,58,5,6388.94,1277.79,3,2,3,8,3,At-Risk
CUST10853,Pune,19,Female,198,2,2875.99,1438.0,2,1,2,5,3,At-Risk
CUST10854,Coimbatore,23,Female,56,17,9127.45,536.91,4,5,3,12,0,Champions
CUST10855,Coimbatore,36,Female,310,1,2468.36,2468.36,1,1,1,3,2,Loyal Customers
CUST10856,Chennai,33,Female,16,21,34198.19,1628.49,5,5,5,15,0,Champions
CUST10857,Bengaluru,28,Male,48,14,9538.43,681.32,4,5,3,12,0,Champions
CUST10858,Mumbai,29,Male,12,15,25053.34,1670.22,5,5,5,15,0,Champions
CUST10859,Chennai,42,Female,67,6,16212.28,2702.05,3,3,4,10,3,At-Risk
CUST10860,Hyderabad,28,Male,58,9,12592.81,1399.2,3,4,4,11,0,Champions
CUST10861,Bengaluru,33,Male,252,2,1606.72,803.36,1,1,1,3,1,Lost
CUST10862,Mumbai,58,Male,11,27,24157.12,894.71,5,5,5,15,0,Champions
CUST10863,Bengaluru,18,Male,17,9,9189.09,1021.01,5,4,3,12,0,Champions
CUST10864,Bengaluru,18,Male,170,5,1394.512669,446.34,2,2,1,5,1,Lost
CUST10865,Mumbai,43,Male,261,2,598.0,299.0,1,1,1,3,1,Lost
CUST10866,Chennai,27,Male,365,2,1609.36,804.68,1,1,1,3,1,Lost
CUST10867,Coimbatore,30,Female,107,7,2871.19,410.17,3,3,2,8,1,Lost
CUST10868,Pune,25,Male,268,2,3110.31,1555.16,1,1,2,4,3,At-Risk
CUST10869,Kochi,31,Male,325,1,2129.96,2129.96,1,1,1,3,3,At-Risk
CUST10870,Bengaluru,52,Male,323,2,446.96,223.48,1,1,1,3,1,Lost
CUST10871,Coimbatore,43,Male,87,4,7471.97,1867.99,3,2,3,8,3,At-Risk
CUST10872,Delhi,43,Female,1,18,15246.59,847.03,5,5,4,14,0,Champions
CUST10873,Bengaluru,18,Female,29,13,12070.57,928.51,4,4,4,12,0,Champions
CUST10874,Chennai,21,Female,139,6,10674.17938,906.54,2,3,4,9,3,At-Risk
CUST10875,Chennai,18,Male,72,4,17515.64,4378.91,3,2,5,10,3,At-Risk
CUST10876,Delhi,25,Female,41,9,13175.15,1463.91,4,4,4,12,0,Champions
CUST10877,Delhi,45,Female,167,5,5813.55,1162.71,2,2,2,6,3,At-Risk
CUST10878,Chennai,40,Male,209,2,875.27,437.64,2,1,1,4,1,Lost
CUST10879,Coimbatore,32,Female,2,20,32185.75,1609.29,5,5,5,15,0,Champions
CUST10880,Coimbatore,34,Male,169,3,3253.15,1084.38,2,2,2,6,3,At-Risk
CUST10881,Delhi,26,Female,174,9,4468.16,496.46,2,4,2,8,1,Lost
CUST10882,Chennai,36,Female,329,2,2487.91,1243.96,1,1,1,3,3,At-Risk
CUST10883,Chennai,42,Male,215,1,766.0,766.0,2,1,1,4,1,Lost
CUST10884,Hyderabad,18,Female,180,2,234.17,117.08,2,1,1,4,1,Lost
CUST10885,Chennai,37,Male,106,5,7258.53,1451.71,3,2,3,8,3,At-Risk
CUST10886,Delhi,44,Male,69,5,14371.8,2874.36,3,2,4,9,3,At-Risk
CUST10887,Coimbatore,29,Other,132,6,5247.71,874.62,2,3,2,7,3,At-Risk
CUST10888,Chennai,42,Female,201,1,1657.818487,1374.96,2,1,1,4,3,At-Risk
CUST10889,Coimbatore,65,Male,219,2,200.0,100.0,2,1,1,4,1,Lost
CUST10890,Delhi,33,Male,257,1,3570.882681,1844.17,1,1,2,4,3,At-Risk
CUST10891,Pune,38,Male,42,9,8991.06,999.01,4,4,3,11,0,Champions
CUST10892,Hyderabad,26,Male,138,5,5533.47,1106.69,2,2,2,6,3,At-Risk
CUST10893,Bengaluru,36,Female,26,9,16105.68,1789.52,5,4,4,13,0,Champions
CUST10894,Delhi,39,Female,28,15,36659.03,2443.94,4,5,5,14,0,Champions
CUST10895,Coimbatore,36,Female,39,10,21272.41,2127.24,4,4,5,13,0,Champions
CUST10896,Madurai,23,Male,10,13,40927.85,3148.3,5,4,5,14,0,Champions
CUST10897,Pune,36,Female,365,1,4451.63,4451.63,1,1,2,4,3,At-Risk
CUST10898,Chennai,50,Male,26,8,8834.13,1104.27,5,3,3,11,2,Loyal Customers
CUST10899,Chennai,39,Female,34,8,7272.42,909.05,4,3,3,10,0,Champions
CUST10900,Coimbatore,45,Female,180,2,403.04,201.52,2,1,1,4,1,Lost
CUST10901,Chennai,31,Female,49,12,12702.17,1058.51,4,4,4,12,2,Loyal Customers
CUST10902,Coimbatore,42,Male,15,20,30441.38,1522.07,5,5,5,15,0,Champions
CUST10903,Mumbai,37,Male,55,11,15502.02,1409.27,4,4,4,12,2,Loyal Customers
CUST10904,Bengaluru,24,Male,1,19,21868.16,1150.96,5,5,5,15,0,Champions
CUST10905,Pune,38,Female,2,14,14423.23,1030.23,5,5,4,14,0,Champions
CUST10906,Hyderabad,23,Male,21,11,36333.33,3303.03,5,4,5,14,0,Champions
CUST10907,Madurai,27,Male,145,2,3871.94,1935.97,2,1,2,5,3,At-Risk
CUST10908,Coimbatore,36,Male,23,12,22340.3251,969.54,5,4,5,14,0,Champions
CUST10909,Bengaluru,37,Female,47,9,4291.189961,865.24,4,4,2,10,3,At-Risk
CUST10910,Mumbai,21,Male,205,4,1813.97,453.49,2,2,1,5,1,Lost
CUST10911,Coimbatore,46,Female,33,8,11565.66,1445.71,4,3,4,11,2,Loyal Customers
CUST10912,Mumbai,40,Female,252,1,3311.93,3311.93,1,1,2,4,3,At-Risk
CUST10913,Bengaluru,26,Female,85,4,8304.23,2076.06,3,2,3,8,3,At-Risk
CUST10914,Mumbai,18,Male,32,10,14392.37,1439.24,4,4,4,12,0,Champions
CUST10915,Bengaluru,32,Male,193,7,5447.17,778.17,2,3,2,7,3,At-Risk
CUST10916,Madurai,29,Male,19,12,13629.79,1135.82,5,4,4,13,0,Champions
CUST10917,Kochi,35,Male,33,24,25275.17,1053.13,4,5,5,14,0,Champions
CUST10918,Hyderabad,30,Male,157,4,7519.7,1879.92,2,2,3,7,3,At-Risk
CUST10919,Chennai,18,Female,300,1,2591.757776,3016.02,1,1,2,4,3,At-Risk
CUST10920,Pune,30,Male,268,2,1834.146053,1374.54,1,1,1,3,3,At-Risk
CUST10921,Bengaluru,31,Female,226,3,1851.26,617.09,2,2,1,5,1,Lost
CUST10922,Pune,41,Male,48,12,10371.87,864.32,4,4,4,12,0,Champions
CUST10923,Hyderabad,26,Female,168,5,10334.71,2066.94,2,2,4,8,3,At-Risk
CUST10924,Bengaluru,52,Female,141,3,9193.44,3064.48,2,2,3,7,3,At-Risk
CUST10925,Chennai,18,Female,210,3,1853.65,617.88,2,2,1,5,1,Lost
CUST10926,Coimbatore,48,Female,365,3,1355.684733,281.36,1,2,1,4,1,Lost
CUST10927,Mumbai,32,Female,296,3,1732.34,577.45,1,2,1,4,1,Lost
CUST10928,Delhi,43,Female,34,3,14429.02,4809.67,4,2,4,10,3,At-Risk
CUST10929,Coimbatore,35,Male,315,3,2243.44,747.81,1,2,1,4,1,Lost
CUST10930,Chennai,47,Male,73,11,16658.84,1514.44,3,4,4,11,0,Champions
CUST10931,Hyderabad,30,Male,69,11,12960.92,1178.27,3,4,4,11,0,Champions
CUST10932,Trichy,22,Male,272,1,3105.11,3105.11,1,1,2,4,3,At-Risk
CUST10933,Mumbai,50,Male,28,15,26205.55,1747.04,4,5,5,14,0,Champions
CUST10934,Chennai,33,Male,365,2,2465.057284,689.91,1,1,1,3,1,Lost
CUST10935,Coimbatore,36,Male,13,16,27444.36,1715.27,5,5,5,15,0,Champions
CUST10936,Chennai,48,Male,336,3,1810.16,603.39,1,2,1,4,1,Lost
CUST10937,Pune,23,Male,69,10,11888.21,1188.82,3,4,4,11,3,At-Risk
CUST10938,Chennai,41,Female,35,10,15317.38,1531.74,4,4,4,12,0,Champions
CUST10939,Mumbai,28,Male,26,2,8575.6,4287.8,5,1,3,9,3,At-Risk
CUST10940,Coimbatore,33,Female,79,5,1225.51,245.1,3,2,1,6,1,Lost
CUST10941,Mumbai,35,Male,47,9,8181.16,909.02,4,4,3,11,2,Loyal Customers
CUST10942,Delhi,18,Female,155,8,7647.222369,499.4,2,3,3,8,1,Lost
CUST10943,Hyderabad,25,Female,20,25,28286.42,1131.46,5,5,5,15,0,Champions
CUST10944,Coimbatore,49,Female,12,12,29105.18,2425.43,5,4,5,14,0,Champions
CUST10945,Chennai,44,Female,36,14,8677.09,619.79,4,5,3,12,0,Champions
CUST10946,Chennai,33,Male,42,15,10933.71,728.91,4,5,4,13,0,Champions
CUST10947,Pune,37,Other,220,1,1050.79,1050.79,2,1,1,4,1,Lost
CUST10948,Pune,31,Female,365,1,3564.213395,2225.33,1,1,2,4,3,At-Risk
CUST10949,Mumbai,49,Female,33,10,10032.48,1003.25,4,4,3,11,2,Loyal Customers
CUST10950,Mumbai,32,Female,54,7,7194.09,1027.73,4,3,3,10,3,At-Risk
CUST10951,Delhi,37,Male,322,1,2783.78,2783.78,1,1,2,4,3,At-Risk
CUST10952,Chennai,47,Female,30,9,13605.6415,976.29,4,4,4,12,0,Champions
CUST10953,Pune,25,Male,44,10,19321.87,1932.19,4,4,5,13,0,Champions
CUST10954,Bengaluru,51,Female,137,8,2700.68,337.58,2,3,2,7,1,Lost
CUST10955,Bengaluru,18,Male,26,14,28117.25,2008.38,5,5,5,15,0,Champions
CUST10956,Mumbai,52,Female,17,26,10163.4,390.9,5,5,4,14,0,Champions
CUST10957,Chennai,30,Male,17,28,33857.74,1209.2,5,5,5,15,0,Champions
CUST10958,Chennai,31,Male,113,4,5671.01,1417.75,3,2,2,7,3,At-Risk
CUST10959,Delhi,18,Female,29,22,23559.0,1070.86,4,5,5,14,2,Loyal Customers
CUST10960,Chennai,29,Female,37,11,20687.97,1880.72,4,4,5,13,0,Champions
CUST10961,Mumbai,23,Female,61,12,10116.37459,882.1,3,4,4,11,0,Champions
CUST10962,Coimbatore,27,Male,21,22,10743.71,488.35,5,5,4,14,0,Champions
CUST10963,Bengaluru,32,Male,88,9,10218.61339,1374.1,3,4,4,11,3,At-Risk
CUST10964,Madurai,45,Female,365,3,2629.65,876.55,1,2,2,5,1,Lost
CUST10965,Bengaluru,36,Other,31,15,21486.36,1432.42,4,5,5,14,0,Champions
CUST10966,Delhi,37,Female,118,5,7066.58,1413.32,2,2,3,7,3,At-Risk
CUST10967,Madurai,22,Male,101,11,18671.54787,1022.6,3,4,5,12,0,Champions
CUST10968,Mumbai,24,Female,168,3,5538.19,1846.06,2,2,2,6,3,At-Risk
CUST10969,Bengaluru,54,Male,102,4,7347.1,1836.78,3,2,3,8,3,At-Risk
CUST10970,Delhi,26,Female,17,15,27970.00871,1095.33,5,5,5,15,0,Champions
CUST10971,Kochi,52,Male,365,2,829.81,414.9,1,1,1,3,1,Lost
CUST10972,Delhi,31,Male,110,3,4266.68,1422.23,3,2,2,7,3,At-Risk
CUST10973,Coimbatore,34,Female,284,2,2146.86,1073.43,1,1,1,3,3,At-Risk
CUST10974,Chennai,46,Female,53,13,17222.58,1324.81,4,4,5,13,0,Champions
CUST10975,Coimbatore,48,Male,348,1,1322.69,1322.69,1,1,1,3,1,Lost
CUST10976,Mumbai,33,Male,120,2,3011.05,1505.52,2,1,2,5,3,At-Risk
CUST10977,Chennai,30,Male,365,1,1838.69,1838.69,1,1,1,3,3,At-Risk
CUST10978,Bengaluru,33,Female,121,2,389.55,194.78,2,1,1,4,1,Lost
CUST10979,Mumbai,38,Male,30,17,4890.94,287.7,4,5,2,11,0,Champions
CUST10980,Madurai,44,Male,46,8,8455.29,1056.91,4,3,3,10,0,Champions
CUST10981,Hyderabad,34,Female,236,2,480.49,240.24,1,1,1,3,1,Lost
CUST10982,Chennai,41,Female,266,1,1780.2,1780.2,1,1,1,3,3,At-Risk
CUST10983,Chennai,52,Female,21,8,13904.04,1738.0,5,3,4,12,0,Champions
CUST10984,Delhi,38,Male,306,2,2458.47,1229.23,1,1,1,3,3,At-Risk
CUST10985,Bengaluru,37,Female,56,15,5565.192257,451.51,4,5,2,11,0,Champions
CUST10986,Delhi,18,Female,109,1,8439.54,8439.54,3,1,3,7,3,At-Risk
CUST10987,Bengaluru,18,Female,1,28,23439.4,837.12,5,5,5,15,0,Champions
CUST10988,Coimbatore,38,Female,66,8,19033.09,2379.14,3,3,5,11,3,At-Risk
CUST10989,Hyderabad,33,Male,271,2,2244.01,1122.01,1,1,1,3,3,At-Risk
CUST10990,Hyderabad,28,Other,20,19,37525.6,1975.03,5,5,5,15,0,Champions
CUST10991,Delhi,37,Male,21,8,12259.09,1532.39,5,3,4,12,0,Champions
CUST10992,Coimbatore,33,Male,193,7,617.5236086,68.86,2,3,1,6,1,Lost
CUST10993,Mumbai,46,Male,10,22,29573.1,1344.23,5,5,5,15,0,Champions
CUST10994,Bengaluru,35,Male,38,11,13760.99,1251.0,4,4,4,12,0,Champions
CUST10995,Chennai,26,Other,154,6,7877.08,1312.85,2,3,3,8,3,At-Risk
CUST10996,Pune,45,Female,76,12,8706.6,725.55,3,4,3,10,0,Champions
CUST10997,Chennai,32,Female,292,1,1488.2,1488.2,1,1,1,3,3,At-Risk
CUST10998,Kochi,40,Female,365,1,1414.73,1414.73,1,1,1,3,1,Lost
CUST10999,Bengaluru,29,Male,56,8,11034.71,1379.34,4,3,4,11,3,At-Risk
CUST11000,Coimbatore,27,Male,37,10,10844.09,1084.41,4,4,4,12,0,Champions
CUST11001,Mumbai,35,Female,68,13,14100.45,1084.65,3,4,4,11,0,Champions
CUST11002,Pune,34,Female,138,3,1078.29,359.43,2,2,1,5,1,Lost
CUST11003,Delhi,39,Male,55,8,27688.20703,2020.96,4,3,5,12,0,Champions
CUST11004,Hyderabad,31,Female,33,17,30755.56,1809.15,4,5,5,14,2,Loyal Customers
CUST11005,Delhi,18,Male,96,2,10391.23,5195.62,3,1,4,8,3,At-Risk
CUST11006,Delhi,29,Male,257,1,1012.5,1012.5,1,1,1,3,1,Lost
CUST11007,Hyderabad,43,Male,26,15,7407.17,493.81,5,5,3,13,0,Champions
CUST11008,Coimbatore,31,Male,82,6,19355.02,3225.84,3,3,5,11,3,At-Risk
CUST11009,Bengaluru,31,Female,215,2,1605.25,802.62,2,1,1,4,1,Lost
CUST11010,Coimbatore,45,Female,122,4,7219.67,1804.92,2,2,3,7,3,At-Risk
CUST11011,Trichy,26,Male,77,6,3620.18,603.36,3,3,2,8,1,Lost
CUST11012,Kochi,18,Female,120,5,7950.56,1590.11,2,2,3,7,3,At-Risk
CUST11013,Chennai,32,Female,365,2,1144.32,572.16,1,1,1,3,1,Lost
CUST11014,Delhi,29,Male,237,3,4617.39,1539.13,1,2,2,5,3,At-Risk
CUST11015,Kochi,23,Male,312,2,2970.09,1485.04,1,1,2,4,3,At-Risk
CUST11016,Coimbatore,32,Other,194,7,6751.04,964.43,2,3,3,8,3,At-Risk
CUST11017,Mumbai,39,Female,122,8,6514.9,814.36,2,3,3,8,3,At-Risk
CUST11018,Pune,34,Other,50,16,18422.76,1151.42,4,5,5,14,2,Loyal Customers
CUST11019,Chennai,37,Male,45,13,8498.71,653.75,4,4,3,11,0,Champions
CUST11020,Delhi,54,Female,365,2,1098.86,549.43,1,1,1,3,2,Loyal Customers
CUST11021,Madurai,30,Male,38,10,23070.99778,1229.12,4,4,5,13,0,Champions
CUST11022,Kochi,37,Male,149,5,9896.382121,2072.08,2,2,3,7,3,At-Risk
CUST11023,Trichy,28,Male,69,9,18843.23,2093.69,3,4,5,12,3,At-Risk
CUST11024,Kochi,25,Male,259,1,3554.73775,2122.28,1,1,2,4,3,At-Risk
CUST11025,Bengaluru,28,Male,30,17,37449.77,2202.93,4,5,5,14,0,Champions
CUST11026,Pune,29,Male,365,3,2729.758151,684.77,1,2,2,5,1,Lost
CUST11027,Hyderabad,38,Male,81,5,10537.31,2107.46,3,2,4,9,3,At-Risk
CUST11028,Madurai,60,Female,55,8,16931.67,2116.46,4,3,4,11,0,Champions
CUST11029,Hyderabad,26,Male,88,2,4506.84,2253.42,3,1,2,6,3,At-Risk
CUST11030,Chennai,29,Male,58,10,10653.03,1065.3,3,4,4,11,0,Champions
CUST11031,Mumbai,33,Male,35,10,15257.36,1525.74,4,4,4,12,0,Champions
CUST11032,Coimbatore,38,Male,62,14,23988.79,1713.48,3,5,5,13,0,Champions
CUST11033,Chennai,37,Female,15,26,27230.85,1047.34,5,5,5,15,0,Champions
CUST11034,Chennai,48,Male,319,2,2945.67,1472.84,1,1,2,4,3,At-Risk
CUST11035,Delhi,18,Female,30,21,34033.5,1620.64,4,5,5,14,0,Champions
CUST11036,Madurai,18,Male,134,4,8645.26,2161.32,2,2,3,7,3,At-Risk
CUST11037,Delhi,29,Male,63,16,12420.64,776.29,3,5,4,12,2,Loyal Customers
