Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
511-12-1613,C,Naypyitaw,Member,Female,Home and lifestyle,79.88,8,31.952,670.992,1/17/2019,21:00,Ewallet,639.04,4.761904762,31.952,6.8
359-97-6790,C,Naypyitaw,Member,Male,Home and lifestyle,53.38,5,13.345,280.245,1/18/2019,4:00,Ewallet,266.9,4.761904762,13.345,8.4
144-68-1330,C,Naypyitaw,Member,Male,Sports and travel,98.85,6,29.655,622.755,1/18/2019,9:00,Cash,593.1,4.761904762,29.655,8.2
264-74-6493,B,Mandalay,Normal,Female,Electronic accessories,18.11,1,0.9055,19.0155,1/18/2019,9:00,Ewallet,18.11,4.761904762,0.9055,6.6
164-12-6614,C,Naypyitaw,Normal,Female,Sports and travel,97.5,6,29.25,614.25,1/18/2019,10:00,Credit card,585,4.761904762,29.25,4.8
893-62-6913,A,Yangon,Normal,Female,Sports and travel,15.23,8,6.092,127.932,1/18/2019,11:00,Ewallet,121.84,4.761904762,6.092,9
890-39-6611,C,Naypyitaw,Normal,Female,Health and beauty,64.58,3,9.687,203.427,1/18/2019,20:00,Cash,193.74,4.761904762,9.687,7.9
316-73-9085,C,Naypyitaw,Normal,Female,Sports and travel,93.71,1,4.6855,98.3955,1/19/2019,2:00,Cash,93.71,4.761904762,4.6855,6.5
498-65-1329,A,Yangon,Normal,Female,Food and beverages,28.37,4,5.674,119.154,1/19/2019,5:00,Credit card,113.48,4.761904762,5.674,7.8
759-56-7742,C,Naypyitaw,Normal,Female,Food and beverages,44.23,1,2.2115,46.4415,1/19/2019,9:00,Cash,44.23,4.761904762,2.2115,7.1
920-62-2793,A,Yangon,Member,Female,Health and beauty,42.76,8,17.104,359.184,1/19/2019,14:00,Cash,342.08,4.761904762,17.104,9
413-28-9125,A,Yangon,Normal,Male,Fashion accessories,90,5,22.5,472.5,1/19/2019,16:00,Credit card,450,4.761904762,22.5,4.1
561-81-7170,C,Naypyitaw,Normal,Male,Electronic accessories,99.96,1,4.998,104.958,1/19/2019,19:00,Ewallet,99.96,4.761904762,4.998,6.4
128-24-7644,A,Yangon,Member,Male,Electronic accessories,87.72,8,35.088,736.848,1/19/2019,20:00,Credit card,701.76,4.761904762,35.088,9.4
352-10-5155,C,Naypyitaw,Normal,Female,Sports and travel,65.42,9,29.439,618.219,1/19/2019,20:00,Ewallet,588.78,4.761904762,29.439,7.8
206-66-3611,C,Naypyitaw,Member,Female,Sports and travel,87.18,10,43.59,915.39,1/19/2019,20:00,Credit card,871.8,4.761904762,43.59,9.7
671-43-1095,B,Mandalay,Member,Female,Fashion accessories,42.66,2,4.266,89.586,1/19/2019,22:00,Cash,85.32,4.761904762,4.266,5.2
188-69-7041,A,Yangon,Normal,Male,Sports and travel,52.32,9,23.544,494.424,1/19/2019,23:00,Ewallet,470.88,4.761904762,23.544,8.6
330-81-9437,A,Yangon,Member,Female,Electronic accessories,89.96,8,35.984,755.664,1/19/2019,23:00,Credit card,719.68,4.761904762,35.984,8.5
210-31-8644,B,Mandalay,Member,Male,Home and lifestyle,41.84,7,14.644,307.524,1/20/2019,3:00,Ewallet,292.88,4.761904762,14.644,4.5
516-47-6247,C,Naypyitaw,Member,Female,Food and beverages,13.34,3,2.001,42.021,1/20/2019,3:00,Ewallet,40.02,4.761904762,2.001,6.6
336-44-2417,B,Mandalay,Normal,Male,Home and lifestyle,16.62,2,1.662,34.902,1/20/2019,10:00,Cash,33.24,4.761904762,1.662,6.8
574-24-1110,A,Yangon,Member,Male,Home and lifestyle,20.27,7,7.0945,148.9845,1/20/2019,11:00,Cash,141.89,4.761904762,7.0945,4.6
189-33-8391,B,Mandalay,Normal,Male,Electronic accessories,104.88,5,26.22,550.62,1/20/2019,13:00,Cash,524.4,4.761904762,26.22,6.6
200-13-6132,B,Mandalay,Member,Female,Home and lifestyle,52.03,6,15.609,327.789,1/20/2019,14:00,Ewallet,312.18,4.761904762,15.609,8.3
556-66-9289,C,Naypyitaw,Normal,Male,Fashion accessories,69.78,4,13.956,293.076,1/20/2019,14:00,Ewallet,279.12,4.761904762,13.956,6.4
219-46-2734,A,Yangon,Normal,Female,Health and beauty,49.47,2,4.947,103.887,1/20/2019,17:00,Ewallet,98.94,4.761904762,4.947,7.4
100-69-7393,C,Naypyitaw,Member,Female,Sports and travel,34.68,9,15.606,327.726,1/20/2019,18:00,Ewallet,312.12,4.761904762,15.606,7.4
751-30-4466,B,Mandalay,Member,Female,Health and beauty,44.99,3,6.7485,141.7185,1/20/2019,18:00,Cash,134.97,4.761904762,6.7485,7
143-67-2816,C,Naypyitaw,Member,Female,Food and beverages,68.58,7,24.003,504.063,1/20/2019,19:00,Credit card,480.06,4.761904762,24.003,5.9
352-13-6775,B,Mandalay,Normal,Female,Sports and travel,68.92,8,27.568,578.928,1/20/2019,21:00,Credit card,551.36,4.761904762,27.568,8
877-75-2058,B,Mandalay,Member,Male,Home and lifestyle,93.45,2,9.345,196.245,1/21/2019,4:00,Credit card,186.9,4.761904762,9.345,4.6
566-15-3322,C,Naypyitaw,Member,Female,Food and beverages,59.92,6,17.976,377.496,1/21/2019,7:00,Ewallet,359.52,4.761904762,17.976,7
286-62-9179,A,Yangon,Member,Female,Sports and travel,63.79,8,25.516,535.836,1/21/2019,7:00,Cash,510.32,4.761904762,25.516,9.1
342-17-6660,C,Naypyitaw,Member,Female,Fashion accessories,61.09,7,21.3815,449.0115,1/21/2019,8:00,Ewallet,427.63,4.761904762,21.3815,6.3
882-96-9401,C,Naypyitaw,Member,Female,Fashion accessories,89.18,3,13.377,280.917,1/21/2019,12:00,Ewallet,267.54,4.761904762,13.377,5.9
145-92-2563,A,Yangon,Normal,Female,Fashion accessories,76.14,1,3.807,79.947,1/21/2019,16:00,Cash,76.14,4.761904762,3.807,8.1
125-19-1174,A,Yangon,Normal,Male,Fashion accessories,11.53,6,3.459,72.639,1/21/2019,19:00,Ewallet,69.18,4.761904762,3.459,7.2
615-64-1321,C,Naypyitaw,Member,Male,Home and lifestyle,57.54,8,23.016,483.336,1/21/2019,22:00,Ewallet,460.32,4.761904762,23.016,8.1
678-16-6604,A,Yangon,Normal,Female,Health and beauty,78.39,6,23.517,493.857,1/21/2019,22:00,Credit card,470.34,4.761904762,23.517,7.1
698-29-8436,B,Mandalay,Member,Male,Sports and travel,80.46,5,20.115,422.415,1/21/2019,22:00,Cash,402.3,4.761904762,20.115,4
432-52-6002,B,Mandalay,Normal,Male,Home and lifestyle,28.97,8,11.588,243.348,1/22/2019,0:00,Cash,231.76,4.761904762,11.588,8.8
500-63-6425,B,Mandalay,Normal,Female,Fashion accessories,82.82,2,8.282,173.922,1/22/2019,6:00,Ewallet,165.64,4.761904762,8.282,10
127-92-8701,A,Yangon,Normal,Male,Health and beauty,104.58,1,5.229,109.809,1/22/2019,6:00,Ewallet,104.58,4.761904762,5.229,8.9
986-48-7945,C,Naypyitaw,Normal,Female,Food and beverages,26.41,1,1.3205,27.7305,1/22/2019,8:00,Credit card,26.41,4.761904762,1.3205,4
452-53-6801,C,Naypyitaw,Member,Male,Food and beverages,75.27,4,15.054,316.134,1/22/2019,9:00,Ewallet,301.08,4.761904762,15.054,7.7
395-21-2018,C,Naypyitaw,Normal,Male,Food and beverages,15.84,6,4.752,99.792,1/22/2019,11:00,Cash,95.04,4.761904762,4.752,6.3
255-83-4536,C,Naypyitaw,Normal,Male,Fashion accessories,14.21,9,6.3945,134.2845,1/22/2019,12:00,Ewallet,127.89,4.761904762,6.3945,5.4
189-76-3502,A,Yangon,Member,Female,Food and beverages,18.27,1,0.9135,19.1835,1/22/2019,13:00,Cash,18.27,4.761904762,0.9135,7.2
847-81-1979,C,Naypyitaw,Normal,Male,Electronic accessories,18.17,1,0.9085,19.0785,1/22/2019,16:00,Ewallet,18.17,4.761904762,0.9085,6.8
431-90-3280,A,Yangon,Member,Male,Sports and travel,89.47,5,22.3675,469.7175,1/22/2019,19:00,Credit card,447.35,4.761904762,22.3675,7.8
877-95-1107,A,Yangon,Normal,Female,Sports and travel,16.02,10,8.01,168.21,1/22/2019,20:00,Credit card,160.2,4.761904762,8.01,7.1
264-86-2626,A,Yangon,Member,Female,Fashion accessories,32.47,5,8.1175,170.4675,1/22/2019,21:00,Credit card,162.35,4.761904762,8.1175,5.3
803-88-7229,B,Mandalay,Member,Male,Electronic accessories,23.08,5,5.77,121.17,1/22/2019,21:00,Ewallet,115.4,4.761904762,5.77,6.1
833-49-4809,C,Naypyitaw,Normal,Female,Home and lifestyle,36.29,10,18.145,381.045,1/23/2019,3:00,Credit card,362.9,4.761904762,18.145,5.9
463-69-1559,C,Naypyitaw,Normal,Male,Home and lifestyle,18.06,6,5.418,113.778,1/23/2019,8:00,Cash,108.36,4.761904762,5.418,4.4
216-28-4046,B,Mandalay,Member,Male,Food and beverages,59.03,8,23.612,495.852,1/23/2019,8:00,Cash,472.24,4.761904762,23.612,4.9
644-53-1508,A,Yangon,Member,Female,Health and beauty,24.06,3,3.609,75.789,1/23/2019,9:00,Cash,72.18,4.761904762,3.609,6.7
264-98-6411,C,Naypyitaw,Normal,Female,Home and lifestyle,85.81,9,38.6145,810.9045,1/23/2019,11:00,Ewallet,772.29,4.761904762,38.6145,9.1
948-97-1916,B,Mandalay,Member,Female,Health and beauty,91,1,4.55,95.55,1/23/2019,12:00,Ewallet,91,4.761904762,4.55,6.2
997-40-5971,B,Mandalay,Member,Male,Sports and travel,11.78,4,2.356,49.476,1/23/2019,13:00,Credit card,47.12,4.761904762,2.356,5.9
836-39-4275,A,Yangon,Normal,Female,Health and beauty,98.69,9,44.4105,932.6205,1/23/2019,18:00,Ewallet,888.21,4.761904762,44.4105,5.2
783-21-1818,C,Naypyitaw,Normal,Male,Sports and travel,13.21,8,5.284,110.964,1/23/2019,22:00,Cash,105.68,4.761904762,5.284,7
220-58-4065,C,Naypyitaw,Member,Female,Electronic accessories,37.6,10,18.8,394.8,1/24/2019,6:00,Cash,376,4.761904762,18.8,8.8
287-20-1602,A,Yangon,Normal,Male,Electronic accessories,15.46,9,6.957,146.097,1/24/2019,7:00,Credit card,139.14,4.761904762,6.957,10
299-83-4527,A,Yangon,Normal,Female,Fashion accessories,37.9,1,1.895,39.795,1/24/2019,10:00,Credit card,37.9,4.761904762,1.895,7.4
547-29-8963,C,Naypyitaw,Normal,Male,Fashion accessories,52.94,9,23.823,500.283,1/24/2019,10:00,Credit card,476.46,4.761904762,23.823,7.2
229-52-5615,B,Mandalay,Normal,Female,Food and beverages,68.76,3,10.314,216.594,1/24/2019,11:00,Ewallet,206.28,4.761904762,10.314,6.2
112-94-7766,A,Yangon,Member,Male,Home and lifestyle,40.08,10,20.04,420.84,1/24/2019,11:00,Ewallet,400.8,4.761904762,20.04,6.4
902-32-7445,C,Naypyitaw,Member,Female,Food and beverages,61.87,9,27.8415,584.6715,1/24/2019,14:00,Cash,556.83,4.761904762,27.8415,7.9
865-24-2665,A,Yangon,Member,Female,Sports and travel,28.02,1,1.401,29.421,1/24/2019,17:00,Ewallet,28.02,4.761904762,1.401,6.5
672-85-7975,B,Mandalay,Normal,Male,Food and beverages,65.28,1,3.264,68.544,1/24/2019,22:00,Ewallet,65.28,4.761904762,3.264,6.8
604-61-3808,C,Naypyitaw,Member,Female,Health and beauty,34.1,9,15.345,322.245,1/24/2019,22:00,Cash,306.9,4.761904762,15.345,7
274-92-6633,B,Mandalay,Normal,Male,Sports and travel,23.92,6,7.176,150.696,1/24/2019,22:00,Cash,143.52,4.761904762,7.176,6.1
271-73-7096,B,Mandalay,Member,Male,Fashion accessories,25.17,4,5.034,105.714,1/25/2019,1:00,Credit card,100.68,4.761904762,5.034,6.9
433-37-9823,B,Mandalay,Member,Female,Electronic accessories,31.44,7,11.004,231.084,1/25/2019,4:00,Ewallet,220.08,4.761904762,11.004,4
802-34-6423,A,Yangon,Normal,Male,Fashion accessories,52.86,5,13.215,277.515,1/25/2019,10:00,Ewallet,264.3,4.761904762,13.215,7.8
658-30-3205,C,Naypyitaw,Member,Female,Home and lifestyle,85.19,10,42.595,894.495,1/25/2019,11:00,Ewallet,851.9,4.761904762,42.595,10
447-40-4955,B,Mandalay,Member,Female,Sports and travel,17.93,7,6.2755,131.7855,1/25/2019,16:00,Credit card,125.51,4.761904762,6.2755,6.2
334-31-1404,C,Naypyitaw,Normal,Male,Sports and travel,76.57,8,30.628,643.188,1/25/2019,19:00,Credit card,612.56,4.761904762,30.628,7.6
356-46-2620,A,Yangon,Member,Female,Health and beauty,75.06,8,30.024,630.504,1/26/2019,0:00,Credit card,600.48,4.761904762,30.024,8.3
657-18-9080,A,Yangon,Normal,Male,Home and lifestyle,87.65,1,4.3825,92.0325,1/26/2019,0:00,Credit card,87.65,4.761904762,4.3825,8.9
146-94-7630,A,Yangon,Normal,Male,Electronic accessories,38.08,8,15.232,319.872,1/26/2019,3:00,Cash,304.64,4.761904762,15.232,6.6
670-63-5799,B,Mandalay,Member,Female,Sports and travel,52.56,6,15.768,331.128,1/26/2019,3:00,Cash,315.36,4.761904762,15.768,4.3
602-15-3868,B,Mandalay,Normal,Female,Sports and travel,97.02,4,19.404,407.484,1/26/2019,6:00,Ewallet,388.08,4.761904762,19.404,7.4
243-14-9776,C,Naypyitaw,Member,Male,Health and beauty,75.61,8,30.244,635.124,1/26/2019,8:00,Cash,604.88,4.761904762,30.244,7.2
785-23-8614,B,Mandalay,Member,Male,Food and beverages,37.91,3,5.6865,119.4165,1/26/2019,9:00,Cash,113.73,4.761904762,5.6865,6.5
973-61-1537,C,Naypyitaw,Member,Female,Electronic accessories,26.04,4,5.208,109.368,1/26/2019,15:00,Cash,104.16,4.761904762,5.208,6.8
664-38-1814,A,Yangon,Member,Female,Fashion accessories,31.69,6,9.507,199.647,1/26/2019,16:00,Credit card,190.14,4.761904762,9.507,7.2
491-32-2652,C,Naypyitaw,Normal,Female,Home and lifestyle,61.73,7,21.6055,453.7155,1/26/2019,22:00,Credit card,432.11,4.761904762,21.6055,7.5
717-44-5062,C,Naypyitaw,Member,Female,Sports and travel,77.62,4,15.524,326.004,1/26/2019,23:00,Credit card,310.48,4.761904762,15.524,7.5
408-67-2551,C,Naypyitaw,Normal,Male,Sports and travel,22.12,4,4.424,92.904,1/26/2019,23:00,Credit card,88.48,4.761904762,4.424,6.7
372-41-8013,C,Naypyitaw,Normal,Female,Fashion accessories,60.19,7,21.0665,442.3965,1/27/2019,0:00,Cash,421.33,4.761904762,21.0665,7.6
861-61-7163,C,Naypyitaw,Normal,Male,Electronic accessories,70.78,6,21.234,445.914,1/27/2019,1:00,Ewallet,424.68,4.761904762,21.234,6.6
723-75-8635,B,Mandalay,Member,Male,Food and beverages,47.38,8,18.952,397.992,1/27/2019,3:00,Ewallet,379.04,4.761904762,18.952,8
722-91-2536,A,Yangon,Member,Female,Sports and travel,74.99,1,3.7495,78.7395,1/27/2019,9:00,Credit card,74.99,4.761904762,3.7495,6.1
157-92-8399,A,Yangon,Normal,Male,Electronic accessories,101.44,10,50.72,1065.12,1/27/2019,9:00,Credit card,1014.4,4.761904762,50.72,7.1
873-59-5717,C,Naypyitaw,Member,Female,Fashion accessories,36.81,7,12.8835,270.5535,1/27/2019,11:00,Ewallet,257.67,4.761904762,12.8835,4.6
555-97-8187,B,Mandalay,Member,Male,Health and beauty,98.03,7,34.3105,720.5205,1/27/2019,14:00,Credit card,686.21,4.761904762,34.3105,6.4
113-14-2960,C,Naypyitaw,Member,Female,Food and beverages,20.66,7,7.231,151.851,1/27/2019,15:00,Ewallet,144.62,4.761904762,7.231,7.9
907-43-8035,B,Mandalay,Member,Male,Home and lifestyle,25.4,7,8.89,186.69,1/27/2019,16:00,Ewallet,177.8,4.761904762,8.89,5.4
307-54-4270,A,Yangon,Normal,Male,Sports and travel,35.43,10,17.715,372.015,1/27/2019,17:00,Cash,354.3,4.761904762,17.715,6.5
691-80-1288,A,Yangon,Member,Female,Electronic accessories,24.77,10,12.385,260.085,1/27/2019,21:00,Ewallet,247.7,4.761904762,12.385,4
644-53-4859,C,Naypyitaw,Member,Female,Health and beauty,33.55,8,13.42,281.82,1/27/2019,21:00,Ewallet,268.4,4.761904762,13.42,4.9
978-45-2183,B,Mandalay,Member,Male,Home and lifestyle,19.47,9,8.7615,183.9915,1/27/2019,22:00,Ewallet,175.23,4.761904762,8.7615,5.3
339-76-2446,A,Yangon,Normal,Male,Electronic accessories,99.77,9,44.8965,942.8265,1/28/2019,0:00,Credit card,897.93,4.761904762,44.8965,7.2
635-95-7213,B,Mandalay,Normal,Female,Electronic accessories,26.84,2,2.684,56.364,1/28/2019,4:00,Cash,53.68,4.761904762,2.684,7.5
979-97-8894,A,Yangon,Member,Male,Home and lifestyle,76.51,7,26.7785,562.3485,1/28/2019,5:00,Cash,535.57,4.761904762,26.7785,6.9
153-47-3377,B,Mandalay,Normal,Female,Health and beauty,15.69,7,5.4915,115.3215,1/28/2019,8:00,Cash,109.83,4.761904762,5.4915,6.4
947-84-7341,A,Yangon,Normal,Male,Fashion accessories,89.7,4,17.94,376.74,1/28/2019,10:00,Ewallet,358.8,4.761904762,17.94,6.4
315-62-5791,C,Naypyitaw,Normal,Female,Health and beauty,80.62,9,36.279,761.859,1/28/2019,11:00,Credit card,725.58,4.761904762,36.279,8.1
126-47-3365,A,Yangon,Normal,Male,Food and beverages,9.01,8,3.604,75.684,1/28/2019,13:00,Ewallet,72.08,4.761904762,3.604,7.3
373-73-6622,B,Mandalay,Member,Female,Sports and travel,81.88,1,4.094,85.974,1/28/2019,15:00,Credit card,81.88,4.761904762,4.094,6.5
944-39-1244,A,Yangon,Member,Female,Home and lifestyle,55.75,2,5.575,117.075,1/28/2019,15:00,Cash,111.5,4.761904762,5.575,8.9
916-50-8795,A,Yangon,Member,Male,Fashion accessories,75.39,2,7.539,158.319,1/28/2019,18:00,Credit card,150.78,4.761904762,7.539,9.9
752-43-1124,B,Mandalay,Member,Female,Home and lifestyle,56.5,8,22.6,474.6,1/28/2019,19:00,Ewallet,452,4.761904762,22.6,5.1
636-75-2919,B,Mandalay,Normal,Male,Home and lifestyle,67.05,1,3.3525,70.4025,1/28/2019,23:00,Cash,67.05,4.761904762,3.3525,7.8
711-27-1530,B,Mandalay,Member,Female,Health and beauty,87.98,4,17.596,369.516,1/29/2019,1:00,Ewallet,351.92,4.761904762,17.596,10
781-27-5349,A,Yangon,Member,Female,Sports and travel,48.35,10,24.175,507.675,1/29/2019,3:00,Ewallet,483.5,4.761904762,24.175,7.4
220-41-5756,C,Naypyitaw,Normal,Female,Food and beverages,8.7,5,2.175,45.675,1/29/2019,9:00,Cash,43.5,4.761904762,2.175,7.2
877-46-8856,C,Naypyitaw,Normal,Male,Electronic accessories,102.78,9,46.251,971.271,1/29/2019,9:00,Ewallet,925.02,4.761904762,46.251,6.9
441-22-6302,C,Naypyitaw,Member,Female,Electronic accessories,52.68,7,18.438,387.198,1/29/2019,11:00,Cash,368.76,4.761904762,18.438,7.7
756-18-7189,A,Yangon,Member,Male,Home and lifestyle,54.15,8,21.66,454.86,1/29/2019,12:00,Ewallet,433.2,4.761904762,21.66,8.1
491-46-8614,B,Mandalay,Member,Female,Sports and travel,11.22,9,5.049,106.029,1/29/2019,12:00,Ewallet,100.98,4.761904762,5.049,5.1
831-55-5840,A,Yangon,Normal,Male,Fashion accessories,51.11,7,17.8885,375.6585,1/29/2019,12:00,Credit card,357.77,4.761904762,17.8885,7
705-80-1762,A,Yangon,Member,Male,Health and beauty,107.58,5,26.895,564.795,1/29/2019,16:00,Cash,537.9,4.761904762,26.895,4
861-35-5839,C,Naypyitaw,Member,Male,Sports and travel,36.51,5,9.1275,191.6775,1/29/2019,16:00,Cash,182.55,4.761904762,9.1275,6.7
145-55-5621,A,Yangon,Member,Female,Sports and travel,47.45,10,23.725,498.225,1/29/2019,17:00,Cash,474.5,4.761904762,23.725,5.6
696-72-1839,B,Mandalay,Member,Male,Health and beauty,78.28,6,23.484,493.164,1/29/2019,20:00,Credit card,469.68,4.761904762,23.484,7.5
102-37-9348,B,Mandalay,Normal,Female,Home and lifestyle,82.52,5,20.63,433.23,1/30/2019,2:00,Ewallet,412.6,4.761904762,20.63,4.5
954-27-1510,C,Naypyitaw,Member,Male,Sports and travel,49.51,9,22.2795,467.8695,1/30/2019,2:00,Cash,445.59,4.761904762,22.2795,6.2
432-85-2137,B,Mandalay,Member,Male,Electronic accessories,45.07,3,6.7605,141.9705,1/30/2019,3:00,Credit card,135.21,4.761904762,6.7605,8.4
488-84-5666,A,Yangon,Normal,Male,Health and beauty,102.82,3,15.423,323.883,1/30/2019,5:00,Credit card,308.46,4.761904762,15.423,6
814-68-7446,A,Yangon,Normal,Male,Fashion accessories,66.76,7,23.366,490.686,1/30/2019,6:00,Cash,467.32,4.761904762,23.366,4.1
706-22-3160,B,Mandalay,Member,Female,Food and beverages,17.5,7,6.125,128.625,1/30/2019,7:00,Cash,122.5,4.761904762,6.125,7.4
720-98-3063,A,Yangon,Normal,Male,Home and lifestyle,16.13,6,4.839,101.619,1/30/2019,10:00,Credit card,96.78,4.761904762,4.839,6.1
655-67-9567,B,Mandalay,Normal,Male,Health and beauty,58.34,3,8.751,183.771,1/30/2019,12:00,Cash,175.02,4.761904762,8.751,6.7
841-15-3667,A,Yangon,Normal,Female,Food and beverages,25.15,7,8.8025,184.8525,1/30/2019,13:00,Ewallet,176.05,4.761904762,8.8025,5.9
316-24-5919,A,Yangon,Member,Male,Food and beverages,27.71,5,6.9275,145.4775,1/30/2019,13:00,Ewallet,138.55,4.761904762,6.9275,10
419-77-9609,B,Mandalay,Normal,Male,Fashion accessories,83.7,7,29.295,615.195,1/30/2019,15:00,Credit card,585.9,4.761904762,29.295,4.7
574-65-1543,A,Yangon,Member,Male,Sports and travel,18.87,2,1.887,39.627,1/30/2019,17:00,Ewallet,37.74,4.761904762,1.887,10
330-18-5798,B,Mandalay,Member,Male,Fashion accessories,69.99,6,20.997,440.937,1/30/2019,17:00,Credit card,419.94,4.761904762,20.997,6.4
972-81-6718,C,Naypyitaw,Member,Female,Sports and travel,35.84,8,14.336,301.056,1/30/2019,17:00,Cash,286.72,4.761904762,14.336,7.3
120-64-9120,C,Naypyitaw,Member,Female,Sports and travel,81.55,1,4.0775,85.6275,1/30/2019,20:00,Cash,81.55,4.761904762,4.0775,6.1
997-22-2786,A,Yangon,Normal,Male,Health and beauty,81.72,4,16.344,343.224,1/30/2019,21:00,Ewallet,326.88,4.761904762,16.344,6.1
695-59-9269,A,Yangon,Member,Female,Health and beauty,11.73,1,0.5865,12.3165,1/31/2019,2:00,Ewallet,11.73,4.761904762,0.5865,5.8
641-38-9839,A,Yangon,Member,Female,Home and lifestyle,55.31,1,2.7655,58.0755,1/31/2019,3:00,Credit card,55.31,4.761904762,2.7655,7.9
239-50-9473,B,Mandalay,Normal,Male,Sports and travel,23.52,10,11.76,246.96,1/31/2019,4:00,Credit card,235.2,4.761904762,11.76,4.9
661-11-5861,C,Naypyitaw,Member,Female,Food and beverages,74.03,8,29.612,621.852,1/31/2019,5:00,Cash,592.24,4.761904762,29.612,7.5
194-90-3776,A,Yangon,Member,Male,Electronic accessories,105.08,7,36.778,772.338,1/31/2019,8:00,Cash,735.56,4.761904762,36.778,4
672-21-4312,C,Naypyitaw,Member,Female,Home and lifestyle,47.23,10,23.615,495.915,1/31/2019,8:00,Cash,472.3,4.761904762,23.615,7.4
112-28-8919,A,Yangon,Member,Female,Health and beauty,54.5,1,2.725,57.225,1/31/2019,10:00,Cash,54.5,4.761904762,2.725,8.3
700-68-3072,B,Mandalay,Member,Female,Fashion accessories,35.14,2,3.514,73.794,1/31/2019,12:00,Cash,70.28,4.761904762,3.514,5.1
371-47-1938,C,Naypyitaw,Normal,Male,Home and lifestyle,73.78,4,14.756,309.876,1/31/2019,15:00,Ewallet,295.12,4.761904762,14.756,8
861-96-2669,C,Naypyitaw,Member,Female,Home and lifestyle,41.92,1,2.096,44.016,1/31/2019,19:00,Cash,41.92,4.761904762,2.096,7.1
890-69-7634,C,Naypyitaw,Member,Male,Home and lifestyle,33.83,3,5.0745,106.5645,1/31/2019,20:00,Credit card,101.49,4.761904762,5.0745,9.4
240-15-7437,C,Naypyitaw,Normal,Male,Home and lifestyle,48.47,8,19.388,407.148,2/1/2019,1:00,Credit card,387.76,4.761904762,19.388,5.7
995-59-6373,A,Yangon,Normal,Female,Electronic accessories,21.77,8,8.708,182.868,2/1/2019,3:00,Ewallet,174.16,4.761904762,8.708,10
279-49-9711,C,Naypyitaw,Member,Male,Fashion accessories,72.63,8,29.052,610.092,2/1/2019,6:00,Credit card,581.04,4.761904762,29.052,4
715-43-3283,A,Yangon,Normal,Female,Fashion accessories,10.56,6,3.168,66.528,2/1/2019,9:00,Cash,63.36,4.761904762,3.168,6.5
562-69-6944,C,Naypyitaw,Member,Male,Fashion accessories,63.99,6,19.197,403.137,2/1/2019,9:00,Cash,383.94,4.761904762,19.197,4.5
582-55-4093,B,Mandalay,Member,Male,Sports and travel,27.58,5,6.895,144.795,2/1/2019,13:00,Ewallet,137.9,4.761904762,6.895,9.8
442-49-7227,C,Naypyitaw,Member,Female,Food and beverages,26.08,9,11.736,246.456,2/1/2019,14:00,Cash,234.72,4.761904762,11.736,6.6
563-71-8004,B,Mandalay,Member,Female,Fashion accessories,63.24,4,12.648,265.608,2/1/2019,14:00,Cash,252.96,4.761904762,12.648,6.7
442-33-3913,B,Mandalay,Normal,Female,Home and lifestyle,98.37,10,49.185,1032.885,2/1/2019,16:00,Ewallet,983.7,4.761904762,49.185,7.7
362-47-3340,B,Mandalay,Member,Female,Home and lifestyle,79.22,7,27.727,582.267,2/1/2019,18:00,Credit card,554.54,4.761904762,27.727,7
608-77-6289,C,Naypyitaw,Normal,Male,Fashion accessories,28.6,1,1.43,30.03,2/1/2019,18:00,Credit card,28.6,4.761904762,1.43,6.1
697-14-8145,A,Yangon,Member,Male,Fashion accessories,24.39,9,10.9755,230.4855,2/1/2019,19:00,Cash,219.51,4.761904762,10.9755,5.1
954-24-5830,A,Yangon,Normal,Male,Home and lifestyle,87.09,7,30.4815,640.1115,2/1/2019,19:00,Credit card,609.63,4.761904762,30.4815,7.3
478-82-3160,A,Yangon,Normal,Female,Sports and travel,52.01,10,26.005,546.105,2/1/2019,22:00,Ewallet,520.1,4.761904762,26.005,7.6
236-47-3922,A,Yangon,Normal,Male,Health and beauty,24.42,9,10.989,230.769,2/2/2019,0:00,Ewallet,219.78,4.761904762,10.989,8
442-58-9771,C,Naypyitaw,Member,Female,Health and beauty,95.41,7,33.3935,701.2635,2/2/2019,1:00,Cash,667.87,4.761904762,33.3935,9.9
832-24-3368,A,Yangon,Normal,Male,Fashion accessories,78.5,2,7.85,164.85,2/2/2019,2:00,Ewallet,157,4.761904762,7.85,4
921-39-4932,C,Naypyitaw,Member,Female,Electronic accessories,117.08,6,35.124,737.604,2/2/2019,5:00,Ewallet,702.48,4.761904762,35.124,6.9
631-42-6608,A,Yangon,Normal,Male,Fashion accessories,86.42,10,43.21,907.41,2/2/2019,6:00,Ewallet,864.2,4.761904762,43.21,8.8
591-95-6531,A,Yangon,Normal,Male,Fashion accessories,81.52,4,16.304,342.384,2/2/2019,7:00,Ewallet,326.08,4.761904762,16.304,6.8
272-82-9408,C,Naypyitaw,Normal,Female,Health and beauty,16.15,3,2.4225,50.8725,2/2/2019,7:00,Credit card,48.45,4.761904762,2.4225,4
475-89-2609,B,Mandalay,Member,Male,Home and lifestyle,19.29,2,1.929,40.509,2/2/2019,9:00,Ewallet,38.58,4.761904762,1.929,5.1
