review_id,review_text,sentiment,rating,category,helpful_votes,verified,clean_text
R302615,"Overpriced garbage. Not worth even half the price listed. Avoid. Falls apart after one use. Extremely fragile and overpriced. Horrible smell, cheap material, nothing like the description.",0,1,Beauty,87,TRUE,overpriced garbage worth even half price listed avoid falls apart one use extremely fragile overpriced horrible smell cheap material nothing like description
R302616,Battery life is excellent. Much better than I expected honestly. My whole family loves this. Would strongly recommend to everyone.,1,5,Beauty,78,TRUE,battery life excellent much better expected honestly whole family loves would strongly recommend everyone
R302617,Very poor quality. Feels cheap and flimsy. Falls apart easily. Display cracked within a week. Buttons feel terrible. Awful.,0,1,Books,33,FALSE,poor quality feels cheap flimsy falls apart easily display cracked within week buttons feel terrible awful
R302618,Great product! Works exactly as described. Very happy with purchase. Fantastic product. Very well made. Delivery was quick too.,1,5,Sports,64,TRUE,great product works exactly described happy purchase fantastic product well made delivery quick
R302619,Cheap plastic that smells awful. Nothing like the description.,0,1,Sports,57,FALSE,cheap plastic smells awful nothing like description
R302620,Love the design. Very comfortable. Worth every penny spent. Good quality materials. Solid build. Would recommend to friends. Fantastic product. Very well made. Delivery was quick too.,1,5,Beauty,34,TRUE,love design comfortable worth every penny spent good quality materials solid build would recommend friends fantastic product well made delivery quick
R302621,good quality materials. solid build. would recommend to friends. Good quality materials. Solid build. Would recommend to friends.,1,5,Electronics,41,TRUE,good quality materials solid build would recommend friends good quality materials solid build would recommend friends
R302622,Very satisfied customer here. Product quality is superb really. Works perfectly. Easy to set up. No complaints whatsoever. Best purchase this year. Does everything advertised and more.,1,4,Kitchen,78,TRUE,satisfied customer product quality superb really works perfectly easy set complaints whatsoever best purchase year everything advertised
R302623,Outstanding customer service and the product itself is top notch. Love the design. Very comfortable. Worth every penny spent.,1,4,Sports,23,TRUE,outstanding customer service product itself top notch love design comfortable worth every penny spent
R302624,Battery life is excellent. Much better than I expected honestly.,1,5,Kitchen,98,TRUE,battery life excellent much better expected honestly
R302625,"Quick delivery and perfect condition. Better than I expected. Battery life is excellent. Much better than I expected honestly. However, horrible experience. product useless and support nonexistent",1,5,Sports,63,TRUE,quick delivery perfect condition better expected battery life excellent much better expected honestly horrible experience product useless support nonexistent
R302626,Appalling quality. Would not recommend to my worst enemy. Broke immediately after unboxing. Do not waste your money here.,0,1,Electronics,98,TRUE,appalling quality would recommend worst enemy broke immediately unboxing waste money
R302627,impressed by the durability. still working perfectly after months. Best purchase this year. Does everything advertised and more.,1,4,Electronics,32,FALSE,impressed durability still working perfectly months best purchase year everything advertised
R302628,Display cracked within a week. Buttons feel terrible. Awful.,0,1,Electronics,57,TRUE,display cracked within week buttons feel terrible awful
R302629,waste of money. product arrived with missing parts. terrible. Absolute rubbish. Nothing like the photos. Very disappointed.,0,1,Sports,60,TRUE,waste money product arrived missing parts terrible absolute rubbish nothing like photos disappointed
R302630,Broke immediately after unboxing. Do not waste your money here.,0,1,Kitchen,25,TRUE,broke immediately unboxing waste money
R302631,Product works like a charm. Packaging was also very impressive.,1,5,Sports,39,FALSE,product works like charm packaging impressive
R302632,Impressed by the durability. Still working perfectly after months. Fantastic product. Very well made. Delivery was quick too.,1,5,Toys,48,TRUE,impressed durability still working perfectly months fantastic product well made delivery quick
R302633,Falls apart after one use. Extremely fragile and overpriced. Seller sent wrong item Customer service ignored all my emails,0,2,Electronics,47,TRUE,falls apart one use extremely fragile overpriced seller sent wrong item customer service ignored emails
R302634,Excellent quality and fast shipping Will definitely buy again My whole family loves this Would strongly recommend to everyone Great value. Solid construction. Very happy with this item overall.,1,4,Beauty,84,TRUE,excellent quality fast shipping definitely buy whole family loves would strongly recommend everyone great value solid construction happy item overall
R302635,Very impressed with the quality. Looks and feels premium. Best purchase this year. Does everything advertised and more. Beautiful product and great build quality. Worth every rupee.,1,5,Toys,48,TRUE,impressed quality looks feels premium best purchase year everything advertised beautiful product great build quality worth every rupee
R302636,Misleading photos. Product much smaller than shown. Total scam. Extremely disappointed. Does not work as advertised at all.,0,1,Electronics,17,FALSE,misleading photos product much smaller shown total scam extremely disappointed work advertised
R302637,Great product! Works exactly as described. Very happy with purchase.,1,5,Electronics,8,TRUE,great product works exactly described happy purchase
R302638,Worst purchase ever. Cheap quality and terrible customer service.,0,1,Toys,68,FALSE,worst purchase ever cheap quality terrible customer service
R302639,Works perfectly. Easy to set up. No complaints whatsoever. Perfect gift. Arrived on time and well packaged. Very satisfied.,1,5,Clothing,10,FALSE,works perfectly easy set complaints whatsoever perfect gift arrived time well packaged satisfied
R302640,Impressed by the durability. Still working perfectly after months.,1,5,Sports,66,TRUE,impressed durability still working perfectly months
R302641,Beautiful product and great build quality. Worth every rupee.,1,4,Toys,56,TRUE,beautiful product great build quality worth every rupee
R302642,My whole family loves this. Would strongly recommend to everyone. Product works like a charm. Packaging was also very impressive.,1,5,Beauty,51,TRUE,whole family loves would strongly recommend everyone product works like charm packaging impressive
R302643,Falls apart after one use. Extremely fragile and overpriced.,0,1,Clothing,26,TRUE,falls apart one use extremely fragile overpriced
R302644,"Very satisfied customer here. Product quality is superb really. Amazing product, exceeded all my expectations. 5 stars easily. Works perfectly. Easy to set up. No complaints whatsoever.",1,5,Books,46,TRUE,satisfied customer product quality superb really amazing product exceeded expectations stars easily works perfectly easy set complaints whatsoever
R302645,great value. solid construction. very happy with this item overall.,1,5,Beauty,34,TRUE,great value solid construction happy item overall
R302646,Really good product for the price Works well and feels durable Really good product for the price. Works well and feels durable. Great value. Solid construction. Very happy with this item overall.,1,5,Books,25,FALSE,really good product price works well feels durable really good product price works well feels durable great value solid construction happy item overall
R302647,Very poor quality. Feels cheap and flimsy. Falls apart easily. misleading photos. product much smaller than shown. total scam.,0,1,Books,51,TRUE,poor quality feels cheap flimsy falls apart easily misleading photos product much smaller shown total scam
R302648,Broke immediately after unboxing Do not waste your money here,0,1,Beauty,21,TRUE,broke immediately unboxing waste money
R302649,Very satisfied customer here. Product quality is superb really.,1,5,Books,45,TRUE,satisfied customer product quality superb really
R302650,arrived damaged. looks nothing like the listing photos at all. Cheap plastic that smells awful. Nothing like the description.,0,2,Electronics,28,TRUE,arrived damaged looks nothing like listing photos cheap plastic smells awful nothing like description
R302651,"Broke immediately after unboxing Do not waste your money here horrible smell, cheap material, nothing like the description.",0,1,Clothing,4,TRUE,broke immediately unboxing waste money horrible smell cheap material nothing like description
R302652,Very satisfied customer here. Product quality is superb really. Five star product. Would buy again without any hesitation. Great value. Solid construction. Very happy with this item overall.,1,5,Clothing,40,TRUE,satisfied customer product quality superb really five star product would buy without any hesitation great value solid construction happy item overall
R302653,Complete junk. Returned immediately. Save your money people.,0,1,Kitchen,2,TRUE,complete junk returned immediately save money people
R302654,Very satisfied customer here. Product quality is superb really. Good quality materials. Solid build. Would recommend to friends.,1,4,Books,86,TRUE,satisfied customer product quality superb really good quality materials solid build would recommend friends
R302655,Very impressed with the quality. Looks and feels premium. Outstanding customer service and the product itself is top notch. Works perfectly. Easy to set up. No complaints whatsoever.,1,4,Sports,37,TRUE,impressed quality looks feels premium outstanding customer service product itself top notch works perfectly easy set complaints whatsoever
R302656,Very impressed with the quality. Looks and feels premium. Quick delivery and perfect condition. Better than I expected.,1,5,Electronics,88,TRUE,impressed quality looks feels premium quick delivery perfect condition better expected
R302657,"Amazing product, exceeded all my expectations. 5 stars easily. My whole family loves this. Would strongly recommend to everyone. Impressed by the durability. Still working perfectly after months.",1,4,Clothing,1,TRUE,amazing product exceeded expectations stars easily whole family loves would strongly recommend everyone impressed durability still working perfectly months
R302658,Do not buy this. Stopped working immediately after first use. Complete junk. Returned immediately. Save your money people. Absolute rubbish. Nothing like the photos. Very disappointed.,0,2,Toys,80,TRUE,buy stopped working immediately first use complete junk returned immediately save money people absolute rubbish nothing like photos disappointed
R302659,Product works like a charm. Packaging was also very impressive. Great value. Solid construction. Very happy with this item overall. Excellent quality and fast shipping. Will definitely buy again.,1,5,Sports,49,FALSE,product works like charm packaging impressive great value solid construction happy item overall excellent quality fast shipping definitely buy
R302660,My whole family loves this. Would strongly recommend to everyone.,1,5,Kitchen,24,FALSE,whole family loves would strongly recommend everyone
R302661,Broke immediately after unboxing. Do not waste your money here. Appalling quality Would not recommend to my worst enemy Overpriced garbage. Not worth even half the price listed. Avoid.,0,1,Toys,34,TRUE,broke immediately unboxing waste money appalling quality would recommend worst enemy overpriced garbage worth even half price listed avoid
R302662,"Works perfectly. Easy to set up. No complaints whatsoever. However, cheap plastic that smells awful. nothing like the descriptio",1,5,Electronics,96,FALSE,works perfectly easy set complaints whatsoever cheap plastic smells awful nothing like descriptio
R302663,Impressed by the durability. Still working perfectly after months.,1,4,Sports,70,TRUE,impressed durability still working perfectly months
R302664,complete junk. returned immediately. save your money people. seller sent wrong item. customer service ignored all my emails. Very poor quality. Feels cheap and flimsy. Falls apart easily.,0,1,Beauty,64,TRUE,complete junk returned immediately save money people seller sent wrong item customer service ignored emails poor quality feels cheap flimsy falls apart easily
R302665,Colors faded after first wash. Material is low quality garbage. Customer service useless. Product defective. No refund offered. Horrible experience. Product useless and support nonexistent.,0,1,Kitchen,79,TRUE,colors faded first wash material low quality garbage customer service useless product defective refund offered horrible experience product useless support nonexistent
R302666,"Very poor quality. Feels cheap and flimsy. Falls apart easily. very poor quality. feels cheap and flimsy. falls apart easily. Horrible smell, cheap material, nothing like the description.",0,1,Beauty,16,TRUE,poor quality feels cheap flimsy falls apart easily poor quality feels cheap flimsy falls apart easily horrible smell cheap material nothing like description
R302667,Falls apart after one use. Extremely fragile and overpriced. broke on day one. instructions make no sense. very frustrating. Customer service useless. Product defective. No refund offered.,0,2,Kitchen,94,TRUE,falls apart one use extremely fragile overpriced broke day one instructions make sense frustrating customer service useless product defective refund offered
R302668,absolute trash. listed features are completely false advertising.,0,1,Electronics,71,TRUE,absolute trash listed features completely false advertising
R302669,"Amazing product, exceeded all my expectations. 5 stars easily.",1,4,Electronics,51,FALSE,amazing product exceeded expectations stars easily
R302670,Display cracked within a week Buttons feel terrible Awful Broke immediately after unboxing. Do not waste your money here.,0,2,Sports,83,FALSE,display cracked within week buttons feel terrible awful broke immediately unboxing waste money
R302671,Really good product for the price. Works well and feels durable.,1,5,Sports,8,FALSE,really good product price works well feels durable
R302672,"Excellent quality and fast shipping. Will definitely buy again. However, worst purchase ever. cheap quality and terrible customer ser",1,4,Sports,3,TRUE,excellent quality fast shipping definitely buy worst purchase ever cheap quality terrible customer ser
R302673,Battery life is excellent. Much better than I expected honestly.,1,4,Kitchen,80,TRUE,battery life excellent much better expected honestly
R302674,Cheap plastic that smells awful. Nothing like the description. Stopped charging after three days. Flimsy build. Total junk.,0,2,Beauty,62,FALSE,cheap plastic smells awful nothing like description stopped charging three days flimsy build total junk
R302675,Perfect gift. Arrived on time and well packaged. Very satisfied. Absolutely love this. Best money I have ever spent. Highly recommend! Works perfectly. Easy to set up. No complaints whatsoever.,1,5,Clothing,1,TRUE,perfect gift arrived time well packaged satisfied absolutely love best money ever spent highly recommend works perfectly easy set complaints whatsoever
R302676,Fantastic product. Very well made. Delivery was quick too. Really good product for the price. Works well and feels durable. Superb value for money. Product is exactly what I needed.,1,4,Kitchen,44,FALSE,fantastic product well made delivery quick really good product price works well feels durable superb value money product exactly needed
R302677,Five star product. Would buy again without any hesitation. Beautiful product and great build quality. Worth every rupee. Five star product. Would buy again without any hesitation.,1,5,Sports,91,TRUE,five star product would buy without any hesitation beautiful product great build quality worth every rupee five star product would buy without any hesitation
R302678,Great product! Works exactly as described. Very happy with purchase. Superb value for money. Product is exactly what I needed. Battery life is excellent. Much better than I expected honestly.,1,5,Clothing,75,TRUE,great product works exactly described happy purchase superb value money product exactly needed battery life excellent much better expected honestly
R302679,Complete disaster of a product. Returned for a full refund.,0,1,Electronics,12,FALSE,complete disaster product returned full refund
R302680,Broke on day one. Instructions make no sense. Very frustrating. Very poor quality. Feels cheap and flimsy. Falls apart easily. Falls apart after one use. Extremely fragile and overpriced.,0,2,Toys,77,TRUE,broke day one instructions make sense frustrating poor quality feels cheap flimsy falls apart easily falls apart one use extremely fragile overpriced
R302681,Complete disaster of a product Returned for a full refund,0,1,Clothing,91,TRUE,complete disaster product returned full refund
R302682,Great product! Works exactly as described. Very happy with purchase. Absolutely love this. Best money I have ever spent. Highly recommend! Perfect gift. Arrived on time and well packaged. Very satisfied.,1,4,Beauty,78,TRUE,great product works exactly described happy purchase absolutely love best money ever spent highly recommend perfect gift arrived time well packaged satisfied
R302683,Love the design. Very comfortable. Worth every penny spent. Love the design. Very comfortable. Worth every penny spent.,1,4,Toys,21,TRUE,love design comfortable worth every penny spent love design comfortable worth every penny spent
R302684,Broke on day one. Instructions make no sense. Very frustrating.,0,1,Sports,43,TRUE,broke day one instructions make sense frustrating
R302685,Absolute trash. Listed features are completely false advertising.,0,1,Beauty,57,FALSE,absolute trash listed features completely false advertising
R302686,Quick delivery and perfect condition. Better than I expected. Works perfectly. Easy to set up. No complaints whatsoever.,1,5,Electronics,83,TRUE,quick delivery perfect condition better expected works perfectly easy set complaints whatsoever
R302687,Extremely disappointed. Does not work as advertised at all. Stopped charging after three days Flimsy build Total junk Terrible product. Broke after two weeks. Complete waste of money.,0,1,Electronics,88,TRUE,extremely disappointed work advertised stopped charging three days flimsy build total junk terrible product broke two weeks complete waste money
R302688,"great value. solid construction. very happy with this item overall. works perfectly. easy to set up. no complaints whatsoever. However, arrived damaged. looks nothing like the listing photos at al",1,4,Clothing,17,FALSE,great value solid construction happy item overall works perfectly easy set complaints whatsoever arrived damaged looks nothing like listing photos
R302689,"Best purchase this year. Does everything advertised and more. However, absolute rubbish. nothing like the photos. very disappointed",1,5,Toys,17,FALSE,best purchase year everything advertised absolute rubbish nothing like photos disappointed
R302690,"Impressed by the durability. Still working perfectly after months. However, cheap plastic that smells awful. nothing like the descriptio",1,5,Beauty,75,TRUE,impressed durability still working perfectly months cheap plastic smells awful nothing like descriptio
R302691,"Arrived early and in perfect condition Exactly as described online However, horrible smell, cheap material, nothing like the description",1,5,Kitchen,87,TRUE,arrived early perfect condition exactly described online horrible smell cheap material nothing like description
R302692,"Horrible smell, cheap material, nothing like the description.",0,2,Electronics,49,TRUE,horrible smell cheap material nothing like description
R302693,Very poor quality. Feels cheap and flimsy. Falls apart easily. Cheap plastic that smells awful. Nothing like the description. do not buy this. stopped working immediately after first use.,0,1,Electronics,5,TRUE,poor quality feels cheap flimsy falls apart easily cheap plastic smells awful nothing like description buy stopped working immediately first use
R302694,Beautiful product and great build quality. Worth every rupee. Product works like a charm. Packaging was also very impressive. Impressed by the durability. Still working perfectly after months.,1,5,Books,90,TRUE,beautiful product great build quality worth every rupee product works like charm packaging impressive impressed durability still working perfectly months
R302695,Works perfectly Easy to set up No complaints whatsoever Good quality materials Solid build Would recommend to friends,1,4,Sports,63,FALSE,works perfectly easy set complaints whatsoever good quality materials solid build would recommend friends
R302696,Great product! Works exactly as described. Very happy with purchase. Absolutely love this. Best money I have ever spent. Highly recommend! Good quality materials. Solid build. Would recommend to friends.,1,5,Beauty,7,FALSE,great product works exactly described happy purchase absolutely love best money ever spent highly recommend good quality materials solid build would recommend friends
R302697,Impressed by the durability. Still working perfectly after months. Arrived early and in perfect condition. Exactly as described online.,1,5,Sports,24,TRUE,impressed durability still working perfectly months arrived early perfect condition exactly described online
R302698,very satisfied customer here. product quality is superb really. Quick delivery and perfect condition. Better than I expected.,1,4,Electronics,94,TRUE,satisfied customer product quality superb really quick delivery perfect condition better expected
R302699,battery life is excellent much better than i expected honestly,1,4,Electronics,91,FALSE,battery life excellent much better expected honestly
R302700,Product works like a charm. Packaging was also very impressive. Superb value for money. Product is exactly what I needed. works perfectly. easy to set up. no complaints whatsoever.,1,5,Beauty,41,TRUE,product works like charm packaging impressive superb value money product exactly needed works perfectly easy set complaints whatsoever
R302701,Absolutely love this. Best money I have ever spent. Highly recommend!,1,4,Sports,14,TRUE,absolutely love best money ever spent highly recommend
R302702,Fantastic product. Very well made. Delivery was quick too. product works like a charm. packaging was also very impressive.,1,5,Electronics,72,FALSE,fantastic product well made delivery quick product works like charm packaging impressive
R302703,Good quality materials. Solid build. Would recommend to friends.,1,5,Kitchen,84,FALSE,good quality materials solid build would recommend friends
R302704,"absolute rubbish. nothing like the photos. very disappointed. broke immediately after unboxing. do not waste your money here. Horrible smell, cheap material, nothing like the description.",0,2,Kitchen,5,TRUE,absolute rubbish nothing like photos disappointed broke immediately unboxing waste money horrible smell cheap material nothing like description
R302705,Really good product for the price. Works well and feels durable. Really good product for the price. Works well and feels durable. Outstanding customer service and the product itself is top notch.,1,5,Clothing,86,FALSE,really good product price works well feels durable really good product price works well feels durable outstanding customer service product itself top notch
R302706,"Absolutely love this. Best money I have ever spent. Highly recommend! Arrived early and in perfect condition Exactly as described online Amazing product, exceeded all my expectations. 5 stars easily.",1,4,Books,91,TRUE,absolutely love best money ever spent highly recommend arrived early perfect condition exactly described online amazing product exceeded expectations stars easily
R302707,Works perfectly. Easy to set up. No complaints whatsoever. Best purchase this year. Does everything advertised and more. Very impressed with the quality. Looks and feels premium.,1,5,Beauty,18,FALSE,works perfectly easy set complaints whatsoever best purchase year everything advertised impressed quality looks feels premium
R302708,"Do not buy this Stopped working immediately after first use very poor quality. feels cheap and flimsy. falls apart easily. do not buy this. stopped working immediately after first use. However, five star product. would buy again without any hesitation.",0,1,Electronics,80,FALSE,buy stopped working immediately first use poor quality feels cheap flimsy falls apart easily buy stopped working immediately first use five star product would buy without any hesitation
R302709,love the design. very comfortable. worth every penny spent.,1,4,Clothing,75,TRUE,love design comfortable worth every penny spent
R302710,Perfect gift. Arrived on time and well packaged. Very satisfied. Very impressed with the quality. Looks and feels premium.,1,5,Sports,10,FALSE,perfect gift arrived time well packaged satisfied impressed quality looks feels premium
R302711,"Do not buy this. Stopped working immediately after first use. Cheap plastic that smells awful. Nothing like the description. Display cracked within a week. Buttons feel terrible. Awful. However, fantastic product. very well made. delivery was quick too.",0,1,Sports,71,TRUE,buy stopped working immediately first use cheap plastic smells awful nothing like description display cracked within week buttons feel terrible awful fantastic product well made delivery quick
R302712,"Amazing product, exceeded all my expectations. 5 stars easily. Five star product. Would buy again without any hesitation. Great value. Solid construction. Very happy with this item overall.",1,5,Beauty,18,TRUE,amazing product exceeded expectations stars easily five star product would buy without any hesitation great value solid construction happy item overall
R302713,Product works like a charm Packaging was also very impressive Battery life is excellent. Much better than I expected honestly. Impressed by the durability. Still working perfectly after months.,1,5,Kitchen,34,TRUE,product works like charm packaging impressive battery life excellent much better expected honestly impressed durability still working perfectly months
R302714,Good quality materials. Solid build. Would recommend to friends.,1,5,Kitchen,24,FALSE,good quality materials solid build would recommend friends
R302715,Quick delivery and perfect condition. Better than I expected. Five star product. Would buy again without any hesitation. Great product! Works exactly as described. Very happy with purchase.,1,5,Electronics,17,TRUE,quick delivery perfect condition better expected five star product would buy without any hesitation great product works exactly described happy purchase
R302716,"broke immediately after unboxing. do not waste your money here. However, incredible value. sturdy and well designed. love it so much.",0,1,Electronics,27,FALSE,broke immediately unboxing waste money incredible value sturdy well designed love much
R302717,Seller sent wrong item. Customer service ignored all my emails.,0,2,Beauty,21,FALSE,seller sent wrong item customer service ignored emails
R302718,"Arrived early and in perfect condition. Exactly as described online. Fantastic product. Very well made. Delivery was quick too. Amazing product, exceeded all my expectations. 5 stars easily. However, extremely disappointed. does not work as advertised at all.",1,5,Sports,32,TRUE,arrived early perfect condition exactly described online fantastic product well made delivery quick amazing product exceeded expectations stars easily extremely disappointed work advertised
R302719,"Best purchase this year. Does everything advertised and more. However, arrived damaged. looks nothing like the listing photos at al",1,5,Books,11,TRUE,best purchase year everything advertised arrived damaged looks nothing like listing photos
R302720,perfect gift. arrived on time and well packaged. very satisfied. five star product. would buy again without any hesitation.,1,5,Electronics,85,TRUE,perfect gift arrived time well packaged satisfied five star product would buy without any hesitation
R302721,Customer service useless. Product defective. No refund offered. Broke on day one. Instructions make no sense. Very frustrating. Appalling quality. Would not recommend to my worst enemy.,0,2,Sports,20,TRUE,customer service useless product defective refund offered broke day one instructions make sense frustrating appalling quality would recommend worst enemy
R302722,Great value. Solid construction. Very happy with this item overall. Best purchase this year. Does everything advertised and more.,1,4,Clothing,90,TRUE,great value solid construction happy item overall best purchase year everything advertised
R302723,"Waste of money. Product arrived with missing parts. Terrible. Horrible smell, cheap material, nothing like the description. Broke immediately after unboxing. Do not waste your money here.",0,1,Kitchen,53,TRUE,waste money product arrived missing parts terrible horrible smell cheap material nothing like description broke immediately unboxing waste money
R302724,Absolute trash. Listed features are completely false advertising. Broke on day one. Instructions make no sense. Very frustrating. extremely disappointed. does not work as advertised at all.,0,2,Toys,22,FALSE,absolute trash listed features completely false advertising broke day one instructions make sense frustrating extremely disappointed work advertised
R302725,Incredible value. Sturdy and well designed. Love it so much. perfect gift. arrived on time and well packaged. very satisfied.,1,5,Electronics,22,TRUE,incredible value sturdy well designed love much perfect gift arrived time well packaged satisfied
R302726,Waste of money. Product arrived with missing parts. Terrible. Falls apart after one use. Extremely fragile and overpriced.,0,2,Sports,86,TRUE,waste money product arrived missing parts terrible falls apart one use extremely fragile overpriced
R302727,Beautiful product and great build quality. Worth every rupee. Great product! Works exactly as described. Very happy with purchase. Very impressed with the quality. Looks and feels premium.,1,5,Kitchen,77,TRUE,beautiful product great build quality worth every rupee great product works exactly described happy purchase impressed quality looks feels premium
R302728,Perfect gift. Arrived on time and well packaged. Very satisfied.,1,5,Kitchen,32,TRUE,perfect gift arrived time well packaged satisfied
R302729,Works perfectly. Easy to set up. No complaints whatsoever. Great product! Works exactly as described. Very happy with purchase.,1,5,Electronics,74,TRUE,works perfectly easy set complaints whatsoever great product works exactly described happy purchase
R302730,Product works like a charm. Packaging was also very impressive. Works perfectly. Easy to set up. No complaints whatsoever.,1,5,Sports,15,FALSE,product works like charm packaging impressive works perfectly easy set complaints whatsoever
R302731,Appalling quality. Would not recommend to my worst enemy. Stopped charging after three days. Flimsy build. Total junk. Waste of money. Product arrived with missing parts. Terrible.,0,1,Electronics,34,TRUE,appalling quality would recommend worst enemy stopped charging three days flimsy build total junk waste money product arrived missing parts terrible
R302732,"best purchase this year. does everything advertised and more. Amazing product, exceeded all my expectations. 5 stars easily. Really good product for the price. Works well and feels durable.",1,5,Clothing,17,TRUE,best purchase year everything advertised amazing product exceeded expectations stars easily really good product price works well feels durable
R302733,"Quick delivery and perfect condition. Better than I expected. However, falls apart after one use. extremely fragile and overpriced.",1,4,Electronics,1,FALSE,quick delivery perfect condition better expected falls apart one use extremely fragile overpriced
R302734,Quick delivery and perfect condition. Better than I expected. Great product! Works exactly as described. Very happy with purchase. Impressed by the durability. Still working perfectly after months.,1,5,Kitchen,69,TRUE,quick delivery perfect condition better expected great product works exactly described happy purchase impressed durability still working perfectly months
R302735,terrible product. broke after two weeks. complete waste of money.,0,1,Clothing,45,FALSE,terrible product broke two weeks complete waste money
R302736,"Excellent quality and fast shipping. Will definitely buy again. Outstanding customer service and the product itself is top notch Quick delivery and perfect condition. Better than I expected. However, extremely disappointed. does not work as advertised at all.",1,5,Beauty,38,TRUE,excellent quality fast shipping definitely buy outstanding customer service product itself top notch quick delivery perfect condition better expected extremely disappointed work advertised
R302737,"Amazing product, exceeded all my expectations. 5 stars easily. Works perfectly. Easy to set up. No complaints whatsoever. Fantastic product. Very well made. Delivery was quick too.",1,5,Sports,46,TRUE,amazing product exceeded expectations stars easily works perfectly easy set complaints whatsoever fantastic product well made delivery quick
R302738,Great product! Works exactly as described. Very happy with purchase. Fantastic product. Very well made. Delivery was quick too.,1,4,Clothing,15,FALSE,great product works exactly described happy purchase fantastic product well made delivery quick
R302739,Absolute trash. Listed features are completely false advertising. Seller sent wrong item. Customer service ignored all my emails.,0,2,Books,48,TRUE,absolute trash listed features completely false advertising seller sent wrong item customer service ignored emails
R302740,Extremely disappointed. Does not work as advertised at all. Waste of money. Product arrived with missing parts. Terrible.,0,1,Beauty,24,FALSE,extremely disappointed work advertised waste money product arrived missing parts terrible
R302741,Arrived early and in perfect condition. Exactly as described online. Five star product. Would buy again without any hesitation. Product works like a charm. Packaging was also very impressive.,1,4,Clothing,5,TRUE,arrived early perfect condition exactly described online five star product would buy without any hesitation product works like charm packaging impressive
R302742,horrible experience. product useless and support nonexistent.,0,1,Kitchen,49,FALSE,horrible experience product useless support nonexistent
R302743,arrived early and in perfect condition. exactly as described online. Incredible value. Sturdy and well designed. Love it so much. Love the design. Very comfortable. Worth every penny spent.,1,5,Kitchen,19,FALSE,arrived early perfect condition exactly described online incredible value sturdy well designed love much love design comfortable worth every penny spent
R302744,Do not buy this. Stopped working immediately after first use.,0,1,Beauty,7,TRUE,buy stopped working immediately first use
R302745,Arrived early and in perfect condition. Exactly as described online. Really good product for the price. Works well and feels durable. Battery life is excellent. Much better than I expected honestly.,1,5,Electronics,32,TRUE,arrived early perfect condition exactly described online really good product price works well feels durable battery life excellent much better expected honestly
R302746,Really good product for the price. Works well and feels durable.,1,5,Beauty,31,TRUE,really good product price works well feels durable
R302747,love the design. very comfortable. worth every penny spent. Very impressed with the quality. Looks and feels premium. Impressed by the durability. Still working perfectly after months.,1,5,Books,42,TRUE,love design comfortable worth every penny spent impressed quality looks feels premium impressed durability still working perfectly months
R302748,Seller sent wrong item. Customer service ignored all my emails. Misleading photos. Product much smaller than shown. Total scam.,0,2,Clothing,67,TRUE,seller sent wrong item customer service ignored emails misleading photos product much smaller shown total scam
R302749,Five star product. Would buy again without any hesitation. Very satisfied customer here Product quality is superb really,1,5,Beauty,79,TRUE,five star product would buy without any hesitation satisfied customer product quality superb really
R302750,Outstanding customer service and the product itself is top notch. Great value Solid construction Very happy with this item overall Great value. Solid construction. Very happy with this item overall.,1,4,Kitchen,22,TRUE,outstanding customer service product itself top notch great value solid construction happy item overall great value solid construction happy item overall
R302751,Appalling quality. Would not recommend to my worst enemy. Falls apart after one use. Extremely fragile and overpriced. Overpriced garbage. Not worth even half the price listed. Avoid.,0,2,Electronics,38,TRUE,appalling quality would recommend worst enemy falls apart one use extremely fragile overpriced overpriced garbage worth even half price listed avoid
R302752,Waste of money. Product arrived with missing parts. Terrible.,0,1,Kitchen,72,FALSE,waste money product arrived missing parts terrible
R302753,Arrived damaged. Looks nothing like the listing photos at all.,0,1,Clothing,87,TRUE,arrived damaged looks nothing like listing photos
R302754,"Waste of money. Product arrived with missing parts. Terrible. Worst purchase ever. Cheap quality and terrible customer service. However, good quality materials. solid build. would recommend to frie",0,2,Electronics,29,TRUE,waste money product arrived missing parts terrible worst purchase ever cheap quality terrible customer service good quality materials solid build would recommend frie
R302755,Worst purchase ever. Cheap quality and terrible customer service.,0,1,Books,54,TRUE,worst purchase ever cheap quality terrible customer service
R302756,"Broke immediately after unboxing Do not waste your money here Appalling quality. Would not recommend to my worst enemy. Broke immediately after unboxing Do not waste your money here However, outstanding customer service and the product itself is top n",0,1,Beauty,40,TRUE,broke immediately unboxing waste money appalling quality would recommend worst enemy broke immediately unboxing waste money outstanding customer service product itself top
R302757,Very satisfied customer here. Product quality is superb really. Works perfectly. Easy to set up. No complaints whatsoever.,1,5,Kitchen,22,TRUE,satisfied customer product quality superb really works perfectly easy set complaints whatsoever
R302758,Five star product. Would buy again without any hesitation.,1,5,Beauty,65,TRUE,five star product would buy without any hesitation
R302759,Product works like a charm. Packaging was also very impressive. superb value for money. product is exactly what i needed. works perfectly. easy to set up. no complaints whatsoever.,1,5,Beauty,61,TRUE,product works like charm packaging impressive superb value money product exactly needed works perfectly easy set complaints whatsoever
R302760,Five star product. Would buy again without any hesitation. Impressed by the durability. Still working perfectly after months.,1,5,Beauty,89,TRUE,five star product would buy without any hesitation impressed durability still working perfectly months
