loan_id,credit_score,income_lpa,loan_amount_l,debt_ratio,employment_yr,num_accounts,late_payments,loan_purpose,defaulted
L00445,613,54.62,34.88,0.201,0.9,7,2,Home,0
L00446,616,14.22,35.44,0.332,0.3,14,1,Car,0
L00447,715,18.32,46.98,0.093,11.7,11,2,Car,0
L00448,608,20.75,18.53,0.302,3.2,1,2,Home,0
L00449,576,24.74,10.43,0.489,8.8,4,1,Home,0
L00450,566,18.03,22.99,0.097,1.6,9,0,Car,0
L00451,767,14.25,65.77,0.202,8.1,4,2,Home,0
L00452,582,107.39,76.53,0.312,3.8,13,2,Home,0
L00453,632,21.66,37.92,0.075,7.3,13,0,Car,0
L00454,531,49.33,24.24,0.525,4.4,2,2,Car,0
L00455,644,19.43,6.97,0.254,0.5,5,0,Car,0
L00456,618,15.86,76.01,0.319,5.0,8,0,Personal,1
L00457,637,11.0,31.78,0.386,11.2,12,2,Home,1
L00458,616,34.32,71.05,0.248,4.1,9,3,Personal,0
L00459,653,23.49,27.99,0.387,2.1,11,0,Personal,0
L00460,636,7.89,49.24,0.005,2.5,8,0,Home,0
L00461,634,29.79,16.62,0.285,1.9,14,0,Home,0
L00462,595,12.21,76.31,0.454,12.3,12,0,Home,1
L00463,596,15.85,43.9,0.098,9.6,10,0,Car,0
L00464,718,17.81,23.57,0.201,6.5,2,0,Home,0
L00465,640,31.83,53.94,0.187,1.2,3,1,Home,0
L00466,745,31.06,29.18,0.392,16.4,6,0,Personal,0
L00467,616,14.31,50.71,0.295,4.2,10,0,Home,0
L00468,605,21.59,6.55,0.325,2.2,2,4,Personal,0
L00469,735,13.43,27.91,0.336,0.0,5,3,Car,1
L00470,639,21.63,44.63,0.367,1.7,12,0,Car,0
L00471,627,17.28,24.58,0.183,0.0,10,2,Home,0
L00472,622,17.59,23.84,0.372,11.3,2,1,Personal,0
L00473,762,21.87,29.46,0.304,12.3,10,1,Personal,0
L00474,655,45.41,54.17,0.053,5.1,8,0,Home,0
L00475,702,18.53,60.79,0.182,2.2,7,0,Home,0
L00476,738,18.14,11.82,0.265,0.3,13,0,Personal,0
L00477,685,31.31,31.34,0.092,7.3,14,1,Car,0
L00478,566,26.95,5.53,0.137,1.1,5,1,Personal,0
L00479,681,32.16,32.83,0.093,1.1,8,1,Personal,0
L00480,755,15.67,39.72,0.214,1.6,8,0,Personal,0
L00481,720,33.74,63.56,0.085,0.3,8,2,Home,0
L00482,669,31.38,33.96,0.233,0.4,4,0,Home,0
L00483,610,29.45,50.44,0.445,5.5,3,1,Car,0
L00484,724,25.75,37.15,0.468,0.8,13,0,Car,0
L00485,503,39.64,56.99,0.204,0.2,7,2,Personal,0
L00486,737,16.22,34.06,0.245,1.6,4,1,Home,0
L00487,753,16.52,25.71,0.26,2.9,11,0,Education,0
L00488,581,15.17,51.51,0.193,0.7,14,1,Home,0
L00489,659,17.42,37.26,0.198,5.5,6,0,Car,0
L00490,508,33.29,76.07,0.454,0.9,9,0,Personal,1
L00491,646,35.19,61.72,0.142,0.1,8,0,Personal,0
L00492,603,11.62,42.49,0.198,1.9,12,1,Car,0
L00493,545,15.6,37.6,0.503,4.6,7,0,Home,0
L00494,672,11.81,17.06,0.654,2.0,4,0,Home,0
L00495,782,40.98,54.48,0.295,3.0,12,0,Home,0
L00496,727,18.38,53.85,0.357,2.5,4,0,Car,0
L00497,618,18.93,13.59,0.136,0.4,13,1,Education,0
L00498,768,27.08,54.02,0.086,3.8,9,0,Home,0
L00499,725,15.59,45.88,0.128,12.9,8,0,Home,0
L00500,814,11.8,78.6,0.077,4.9,8,2,Home,0
L00501,629,18.75,8.2,0.284,1.1,12,0,Education,0
L00502,728,39.81,24.75,0.194,0.3,8,0,Education,0
L00503,804,31.14,12.27,0.122,1.2,14,0,Personal,0
L00504,499,18.83,77.68,0.491,0.3,2,1,Home,1
L00505,711,25.73,10.41,0.53,2.0,3,3,Car,1
L00506,564,20.68,11.82,0.065,1.6,10,0,Car,0
L00507,601,28.05,76.49,0.219,1.8,6,2,Car,1
L00508,657,16.24,8.01,0.126,0.8,7,1,Education,0
L00509,678,26.69,8.54,0.061,8.6,5,0,Education,0
L00510,789,22.91,11.72,0.385,1.4,13,0,Home,0
L00511,667,13.97,79.65,0.47,4.8,13,0,Home,0
L00512,651,30.77,18.28,0.189,2.4,3,1,Home,0
L00513,599,20.09,34.63,0.283,1.8,13,0,Personal,0
L00514,566,18.2,50.84,0.137,0.5,10,1,Car,0
L00515,558,37.34,75.5,0.458,7.1,1,2,Home,0
L00516,719,19.96,48.63,0.419,3.6,14,0,Car,0
L00517,582,12.84,28.51,0.225,2.4,11,0,Education,0
L00518,781,16.12,19.68,0.065,5.6,13,1,Home,0
L00519,702,26.83,66.99,0.237,0.7,13,2,Personal,0
L00520,754,12.62,62.4,0.24,2.3,3,1,Car,0
L00521,637,17.24,30.05,0.2,1.9,14,0,Personal,1
L00522,772,18.11,46.68,0.067,4.5,12,0,Personal,0
L00523,623,37.31,50.12,0.214,7.7,2,1,Car,0
L00524,651,12.07,40.79,0.167,0.4,8,2,Home,0
L00525,535,21.41,65.72,0.309,2.1,9,1,Home,0
L00526,541,23.96,19.09,0.152,16.0,5,1,Personal,0
L00527,600,14.53,53.95,0.327,0.1,1,1,Personal,0
L00528,685,44.45,18.44,0.137,4.4,8,1,Personal,0
L00529,681,19.24,28.02,0.102,1.0,3,0,Home,0
L00530,712,39.94,62.3,0.076,1.2,12,0,Education,0
L00531,672,25.06,77.13,0.305,13.1,2,1,Personal,0
L00532,520,13.43,74.89,0.344,1.5,5,0,Home,1
L00533,608,17.56,69.03,0.22,10.9,10,0,Personal,1
L00534,615,29.61,51.25,0.381,2.6,8,1,Home,0
L00535,688,12.45,28.06,0.128,0.9,11,1,Personal,0
L00536,715,15.58,31.08,0.674,1.9,2,0,Personal,0
L00537,592,18.84,78.93,0.441,3.2,2,1,Education,1
L00538,531,11.81,65.67,0.165,2.9,14,1,Home,1
L00539,687,82.37,11.87,0.418,22.7,5,2,Car,0
L00540,760,48.24,38.84,0.076,0.9,6,0,Home,0
L00541,761,66.53,67.25,0.272,1.9,9,1,Home,0
L00542,623,26.33,15.59,0.385,5.3,10,2,Car,1
L00543,635,16.64,55.01,0.356,2.3,12,2,Education,1
L00544,601,21.09,59.38,0.197,1.6,1,0,Personal,0
L00545,750,25.02,52.21,0.209,9.4,14,3,Education,0
L00546,638,7.65,30.26,0.04,0.3,4,2,Education,0
L00547,707,16.29,34.15,0.412,3.4,4,0,Home,0
L00548,653,52.83,43.47,0.302,1.9,8,0,Home,0
L00549,724,30.82,31.37,0.276,3.4,11,1,Home,0
L00550,784,16.06,35.16,0.138,3.5,8,1,Car,0
L00551,637,13.88,23.2,0.556,1.0,12,0,Personal,0
L00552,671,9.92,31.56,0.159,0.4,9,1,Car,0
L00553,648,13.93,15.82,0.111,7.0,3,0,Car,0
L00554,637,11.33,63.63,0.144,1.4,11,0,Car,0
L00555,595,27.81,7.06,0.503,4.7,7,1,Personal,0
L00556,550,18.76,20.97,0.213,0.8,7,2,Personal,0
L00557,450,36.01,36.08,0.295,4.8,3,0,Home,0
L00558,650,15.6,16.12,0.483,0.3,10,0,Personal,0
L00559,638,11.21,50.4,0.381,1.9,2,2,Home,0
L00560,713,12.82,51.7,0.651,3.0,1,1,Home,1
L00561,626,34.58,19.9,0.092,5.3,13,2,Education,0
L00562,509,24.17,16.21,0.183,2.0,7,1,Car,0
L00563,704,13.71,53.17,0.081,0.1,6,1,Car,0
L00564,838,23.44,28.27,0.313,3.8,13,1,Personal,0
L00565,617,16.06,19.19,0.411,6.4,10,0,Home,0
L00566,714,24.82,50.62,0.364,9.0,9,1,Personal,0
L00567,739,18.51,56.99,0.595,8.3,8,1,Car,1
L00568,564,15.39,39.08,0.262,1.5,11,1,Personal,1
L00569,574,27.94,56.63,0.154,1.7,6,0,Car,0
L00570,692,11.63,40.31,0.243,3.0,4,2,Car,0
L00571,594,35.42,20.72,0.377,1.4,10,1,Education,0
L00572,538,35.05,34.8,0.248,0.8,13,1,Car,1
L00573,673,44.24,14.51,0.507,2.7,10,0,Car,0
L00574,831,20.59,24.27,0.149,4.4,12,0,Personal,0
L00575,523,32.83,17.52,0.462,0.9,3,0,Home,1
L00576,579,34.73,53.23,0.177,0.5,7,0,Education,0
L00577,686,36.14,22.28,0.209,9.9,8,1,Home,0
L00578,598,17.67,71.69,0.411,1.1,6,0,Home,0
L00579,613,5.46,78.91,0.328,1.8,3,2,Home,1
L00580,628,18.49,38.29,0.419,0.5,3,0,Car,0
L00581,614,18.47,79.98,0.362,0.5,13,0,Home,0
L00582,627,63.58,45.75,0.196,1.5,4,1,Car,0
L00583,599,10.22,64.99,0.132,9.6,1,1,Car,0
L00584,712,5.15,46.31,0.198,0.0,14,1,Home,0
L00585,615,15.24,63.88,0.416,0.1,6,0,Personal,0
L00586,593,50.32,70.51,0.229,1.6,4,2,Education,0
L00587,664,43.88,16.7,0.076,0.6,5,0,Car,0
L00588,705,30.26,73.37,0.181,11.6,14,1,Car,0
L00589,675,24.1,33.46,0.228,1.5,12,2,Car,0
L00590,688,25.7,79.79,0.135,4.3,10,4,Personal,0
L00591,749,45.1,69.34,0.361,0.6,13,3,Education,0
L00592,485,23.89,10.98,0.111,5.3,9,0,Car,0
L00593,551,22.8,46.66,0.058,0.5,12,0,Personal,1
L00594,571,10.49,49.62,0.112,4.5,11,1,Personal,0
L00595,546,14.78,34.1,0.766,3.0,1,1,Home,1
L00596,658,37.24,15.88,0.2,3.5,8,0,Home,0
L00597,652,23.84,45.76,0.164,8.0,13,0,Home,0
L00598,742,16.39,65.98,0.415,0.1,10,0,Home,1
L00599,636,20.98,15.66,0.204,7.1,4,0,Personal,0
L00600,553,10.39,29.49,0.339,7.1,1,0,Home,0
L00601,768,21.96,48.76,0.118,2.2,1,1,Education,0
L00602,749,10.04,34.99,0.076,0.6,4,1,Education,0
L00603,674,34.36,69.38,0.316,1.4,3,1,Personal,0
L00604,800,38.28,26.9,0.067,8.2,11,0,Personal,0
L00605,850,36.94,14.57,0.269,1.7,7,1,Car,0
L00606,605,19.01,46.26,0.434,0.9,6,1,Personal,0
L00607,602,7.92,6.46,0.316,2.4,4,0,Personal,0
L00608,721,26.59,79.08,0.232,1.6,3,0,Car,0
L00609,627,55.82,56.63,0.333,5.1,2,0,Home,0
L00610,720,16.8,69.16,0.043,2.7,6,0,Personal,0
L00611,718,16.67,46.5,0.233,19.1,9,2,Education,0
L00612,610,20.34,51.81,0.181,4.0,2,1,Personal,0
L00613,740,44.78,7.21,0.652,2.0,7,3,Home,0
L00614,718,11.5,64.45,0.421,8.6,6,0,Personal,0
L00615,631,12.64,20.18,0.186,9.0,13,0,Car,0
L00616,746,14.52,77.88,0.327,7.2,10,0,Personal,0
L00617,850,40.13,76.96,0.236,2.2,2,0,Home,0
L00618,716,17.99,14.17,0.098,0.1,10,0,Personal,0
L00619,542,14.13,67.41,0.143,4.4,5,0,Education,0
L00620,631,20.33,27.59,0.479,0.4,13,0,Car,0
L00621,618,26.37,6.26,0.422,1.7,13,1,Education,0
L00622,591,7.93,54.72,0.655,1.3,6,1,Personal,0
L00623,700,11.2,60.33,0.447,1.4,5,0,Car,0
L00624,809,82.59,27.52,0.224,1.6,10,1,Education,0
L00625,671,22.11,60.82,0.475,1.3,13,0,Car,0
L00626,573,54.27,68.96,0.21,11.9,11,1,Home,0
L00627,696,9.05,77.87,0.125,6.6,9,0,Education,0
L00628,557,33.75,46.21,0.013,0.2,9,0,Personal,0
L00629,724,27.59,25.68,0.106,2.6,6,0,Home,1
L00630,671,13.46,74.84,0.084,2.7,11,1,Personal,0
L00631,610,32.36,36.8,0.404,1.9,6,0,Home,1
L00632,590,14.27,58.11,0.357,5.1,2,1,Personal,0
L00633,686,5.98,57.35,0.384,2.8,4,2,Home,1
L00634,747,13.27,77.99,0.408,7.0,13,0,Home,0
L00635,761,20.07,33.2,0.508,12.0,4,1,Home,1
L00636,664,34.64,24.94,0.319,2.8,8,0,Home,0
L00637,676,12.34,75.71,0.17,5.5,5,1,Personal,0
L00638,636,17.63,6.39,0.162,13.3,1,0,Education,0
L00639,577,11.51,16.79,0.43,2.3,7,0,Education,1
L00640,586,28.68,75.71,0.233,1.9,6,0,Home,0
L00641,761,26.93,44.34,0.178,9.6,14,2,Car,0
L00642,594,17.97,58.07,0.647,3.1,4,2,Car,0
L00643,775,21.97,43.11,0.182,3.7,9,1,Home,1
L00644,604,20.45,33.57,0.423,3.0,6,0,Car,1
L00645,519,51.37,13.53,0.706,5.6,11,3,Personal,0
L00646,604,41.55,43.77,0.301,0.1,12,0,Education,0
L00647,676,55.13,32.61,0.217,1.8,13,2,Home,0
L00648,637,12.44,26.84,0.285,1.5,3,0,Personal,0
L00649,693,24.07,76.21,0.325,0.7,2,0,Education,0
L00650,825,26.47,11.46,0.348,4.9,13,1,Home,0
L00651,675,38.26,22.52,0.077,2.3,8,2,Education,0
L00652,649,14.59,43.66,0.311,1.8,6,2,Car,0
L00653,611,18.91,32.53,0.349,5.3,4,0,Personal,0
L00654,632,9.66,24.21,0.262,0.1,6,0,Home,1
L00655,781,14.12,26.17,0.117,2.8,6,0,Education,0
L00656,743,32.42,56.42,0.077,5.3,8,0,Education,0
L00657,783,33.14,15.68,0.429,0.4,5,1,Home,0
L00658,670,13.0,48.27,0.352,1.4,8,2,Home,0
L00659,601,11.07,79.88,0.208,0.5,12,1,Education,0
L00660,656,18.1,17.09,0.539,8.6,14,3,Car,1
L00661,632,14.67,39.92,0.13,1.5,9,2,Home,0
L00662,765,48.6,40.57,0.496,1.6,6,1,Education,0
L00663,712,15.34,9.23,0.206,15.2,11,2,Car,0
L00664,502,30.5,34.58,0.377,8.6,2,1,Personal,1
L00665,557,32.2,78.7,0.142,3.8,1,1,Education,0
L00666,629,29.86,32.85,0.208,4.6,13,2,Home,1
L00667,788,14.01,69.59,0.472,2.8,8,0,Car,0
L00668,597,13.11,5.61,0.14,7.0,4,2,Home,1
L00669,664,16.37,52.62,0.499,6.5,8,0,Home,0
L00670,683,20.94,51.39,0.159,0.2,11,0,Education,0
L00671,693,14.22,38.94,0.339,4.9,7,0,Personal,0
L00672,699,28.55,59.81,0.215,9.7,14,0,Home,0
L00673,606,23.82,22.59,0.368,0.6,3,0,Home,0
L00674,728,36.73,53.62,0.222,2.6,2,2,Car,0
L00675,599,18.16,53.1,0.034,1.5,6,0,Car,1
L00676,724,38.89,11.3,0.39,0.8,12,2,Home,0
L00677,622,23.79,46.4,0.124,2.2,14,1,Home,0
L00678,614,13.49,17.42,0.341,11.6,14,3,Home,0
L00679,645,45.04,36.5,0.458,7.9,14,2,Car,0
L00680,584,18.83,27.69,0.156,3.3,14,2,Home,1
L00681,685,22.91,11.82,0.534,0.0,8,2,Education,1
L00682,814,48.86,30.71,0.179,7.5,5,0,Home,0
L00683,473,15.38,76.85,0.031,3.0,3,3,Home,1
L00684,679,25.3,34.08,0.476,0.2,8,1,Personal,0
L00685,462,15.43,14.32,0.405,6.0,4,1,Personal,1
L00686,683,38.54,26.49,0.202,4.4,14,1,Personal,0
L00687,482,11.17,14.61,0.183,3.2,9,1,Personal,0
L00688,595,19.18,66.35,0.166,1.1,14,1,Home,0
L00689,663,34.6,75.86,0.22,1.3,11,1,Car,0
L00690,541,38.36,26.57,0.318,0.2,6,1,Personal,0
L00691,660,27.25,10.51,0.43,0.4,3,0,Education,0
L00692,702,6.46,65.62,0.353,8.8,8,0,Car,0
L00693,713,43.27,70.01,0.094,3.6,2,1,Car,0
L00694,544,20.62,63.11,0.191,1.2,12,1,Car,0
L00695,712,18.15,12.7,0.37,6.0,13,1,Home,0
L00696,608,23.38,38.01,0.337,13.2,4,3,Car,1
L00697,692,29.57,33.81,0.648,1.6,6,1,Car,1
L00698,739,12.21,75.12,0.563,0.6,1,0,Car,0
L00699,606,26.57,70.78,0.176,4.5,10,3,Education,0
L00700,687,15.61,34.57,0.138,8.4,10,0,Home,0
L00701,591,53.48,16.7,0.332,3.7,8,0,Personal,0
L00702,559,37.03,13.08,0.105,2.6,13,0,Home,0
L00703,743,21.84,15.44,0.308,2.9,8,0,Car,0
L00704,539,56.18,44.98,0.326,4.5,2,0,Education,0
L00705,743,20.42,69.3,0.468,4.9,4,3,Car,0
L00706,730,9.48,54.13,0.167,0.4,1,0,Car,0
L00707,550,28.86,50.24,0.307,0.2,9,0,Car,0
L00708,610,29.3,67.43,0.332,0.7,3,0,Personal,0
L00709,646,18.41,53.41,0.504,2.7,11,1,Home,1
L00710,547,27.32,44.27,0.226,5.7,1,1,Education,0
L00711,650,32.17,63.84,0.133,4.5,1,0,Home,0
L00712,604,18.95,31.54,0.208,6.4,6,0,Home,0
L00713,627,19.76,17.77,0.09,1.8,9,0,Car,1
L00714,544,20.35,9.62,0.819,13.6,4,0,Education,1
L00715,562,18.58,75.26,0.393,4.8,4,2,Home,1
L00716,630,18.88,55.65,0.308,4.1,7,0,Education,0
L00717,683,39.14,41.66,0.342,0.6,7,2,Personal,0
L00718,714,27.36,26.25,0.508,2.4,1,2,Home,0
L00719,495,25.41,30.76,0.377,0.6,11,1,Education,1
L00720,621,12.37,27.74,0.097,1.3,11,0,Car,0
L00721,815,20.46,41.95,0.317,9.7,1,1,Car,0
L00722,671,22.42,44.09,0.39,2.5,12,0,Home,0
L00723,534,18.81,9.97,0.347,4.8,3,2,Education,0
L00724,593,32.77,12.4,0.472,6.5,2,0,Personal,0
L00725,672,11.3,51.72,0.297,0.6,4,1,Home,0
L00726,721,15.27,60.28,0.336,0.2,13,0,Home,1
L00727,744,5.64,20.67,0.054,1.6,14,2,Personal,1
L00728,798,13.83,29.29,0.195,10.0,4,0,Car,0
L00729,685,44.53,59.85,0.229,0.6,14,0,Car,0
L00730,712,11.77,11.22,0.283,8.0,10,2,Car,0
L00731,789,15.67,50.8,0.457,6.2,7,1,Personal,0
L00732,816,41.7,8.83,0.551,3.7,13,1,Home,0
L00733,649,11.36,51.36,0.419,2.0,1,0,Education,1
L00734,670,8.64,73.9,0.281,2.7,6,1,Car,0
L00735,795,28.27,30.39,0.38,1.4,3,2,Education,0
L00736,674,36.8,13.35,0.4,2.6,8,1,Personal,0
L00737,593,25.26,40.09,0.39,2.3,14,1,Education,0
L00738,694,5.73,6.02,0.376,11.5,6,1,Car,1
L00739,620,22.52,55.21,0.204,0.1,3,0,Home,0
L00740,730,17.63,63.03,0.346,5.6,11,1,Home,1
L00741,612,21.66,71.38,0.077,1.9,13,0,Personal,0
L00742,815,18.52,24.01,0.199,4.5,10,1,Personal,0
L00743,647,15.5,8.24,0.298,1.0,10,1,Home,0
L00744,652,25.54,7.67,0.171,2.7,14,0,Education,0
L00745,675,12.45,63.35,0.734,6.1,7,3,Education,0
L00746,536,15.59,32.88,0.191,2.9,7,4,Car,0
L00747,702,23.96,25.41,0.309,3.3,14,0,Car,1
L00748,739,23.79,31.36,0.155,11.0,10,1,Car,0
L00749,439,17.4,44.69,0.568,4.7,12,0,Car,0
L00750,635,35.67,66.8,0.331,7.5,1,1,Home,0
L00751,664,72.53,24.38,0.175,5.6,13,1,Personal,0
L00752,636,5.83,12.37,0.21,2.4,14,0,Home,0
L00753,708,15.86,72.65,0.66,0.2,13,2,Car,1
L00754,621,22.95,30.78,0.089,6.4,3,0,Home,0
L00755,638,31.3,26.94,0.095,4.2,1,2,Education,0
L00756,650,14.97,17.03,0.219,2.1,3,0,Home,0
L00757,701,8.95,51.86,0.161,3.2,8,1,Home,0
L00758,574,30.83,38.1,0.306,0.6,3,0,Car,1
L00759,707,19.91,66.59,0.147,1.8,10,0,Home,0
L00760,580,17.97,12.43,0.406,9.3,10,1,Education,0
L00761,717,27.0,77.51,0.618,8.1,8,0,Home,0
L00762,626,10.13,33.33,0.177,4.9,2,1,Home,0
L00763,505,19.12,65.39,0.322,0.5,13,0,Home,1
L00764,677,15.78,48.44,0.242,0.9,4,1,Car,1
L00765,619,24.71,15.65,0.6,3.8,3,0,Home,0
L00766,713,31.86,53.26,0.676,2.8,10,0,Personal,0
L00767,700,20.57,39.38,0.411,2.3,8,0,Education,0
L00768,736,25.99,16.04,0.306,11.7,8,0,Education,0
L00769,696,30.15,47.8,0.144,0.9,1,1,Home,0
L00770,730,14.73,40.61,0.111,3.6,8,0,Personal,0
L00771,733,23.54,51.69,0.203,11.2,4,1,Home,0
L00772,739,15.26,73.59,0.236,0.3,12,2,Personal,0
L00773,562,17.6,12.74,0.258,1.6,1,2,Car,0
L00774,711,28.01,27.38,0.163,3.6,7,1,Home,0
L00775,800,24.32,10.08,0.286,0.6,5,1,Education,0
L00776,609,8.57,26.79,0.052,0.1,11,1,Car,0
L00777,700,22.73,62.23,0.573,1.3,14,1,Home,0
L00778,779,38.79,64.21,0.377,2.5,10,0,Car,0
L00779,713,27.96,38.59,0.173,4.6,4,0,Home,1
L00780,596,37.87,28.9,0.372,0.7,10,1,Home,0
L00781,636,25.25,37.69,0.129,6.6,1,1,Education,0
L00782,763,16.95,39.31,0.399,2.5,9,0,Home,0
L00783,581,13.2,40.77,0.111,1.2,11,0,Car,0
L00784,724,24.33,27.96,0.185,11.3,8,1,Education,0
L00785,735,10.13,62.39,0.481,2.7,3,0,Education,1
L00786,697,36.15,73.02,0.086,0.5,9,1,Car,0
L00787,707,27.17,39.0,0.148,2.8,5,2,Home,0
L00788,672,27.49,73.7,0.562,3.3,9,1,Personal,0
L00789,682,23.26,57.22,0.22,2.1,13,0,Personal,0
L00790,665,31.68,79.44,0.159,2.4,1,0,Home,0
L00791,663,25.72,73.4,0.159,6.2,14,0,Home,1
L00792,534,27.06,20.8,0.168,1.5,7,0,Personal,0
L00793,662,20.63,30.54,0.368,0.8,8,1,Personal,0
L00794,717,6.73,34.29,0.061,4.9,12,0,Home,0
L00795,648,6.67,12.81,0.233,7.4,6,0,Personal,0
L00796,616,57.82,36.93,0.149,2.6,9,0,Personal,0
L00797,700,13.87,66.83,0.293,1.6,5,2,Education,1
L00798,548,14.09,44.25,0.265,1.3,1,1,Home,0
L00799,475,20.61,9.97,0.395,7.7,14,0,Personal,1
L00800,666,30.55,76.47,0.272,6.0,14,1,Education,0
L00801,589,19.24,61.12,0.379,7.5,9,0,Education,0
L00802,540,16.08,60.13,0.128,8.2,6,1,Personal,0
L00803,625,13.96,21.82,0.463,3.2,11,1,Home,0
L00804,629,16.68,16.34,0.301,8.5,4,0,Home,0
L00805,744,16.16,67.73,0.182,2.2,4,2,Education,0
L00806,662,27.76,79.11,0.446,1.3,9,0,Car,1
L00807,715,28.46,38.77,0.637,7.5,5,0,Home,0
L00808,717,10.53,18.44,0.399,18.2,3,0,Home,0
L00809,678,26.29,37.44,0.258,5.7,6,3,Car,0
L00810,688,24.1,68.3,0.447,7.6,4,0,Personal,0
L00811,621,21.35,58.02,0.196,2.6,12,3,Home,0
L00812,633,20.57,26.73,0.537,3.1,7,0,Car,1
L00813,676,13.93,40.59,0.223,5.1,14,0,Education,0
L00814,671,33.76,66.51,0.318,0.5,10,1,Education,1
L00815,850,8.56,70.49,0.25,11.7,14,0,Personal,0
L00816,688,22.96,31.93,0.189,0.6,8,1,Home,1
L00817,600,16.34,6.53,0.214,10.0,14,0,Home,0
L00818,563,80.69,21.96,0.171,5.8,10,1,Car,0
L00819,535,18.98,22.67,0.251,6.4,12,1,Home,0
L00820,766,17.28,47.69,0.007,0.9,12,0,Education,0
L00821,577,10.05,29.25,0.41,4.5,1,0,Home,1
L00822,718,33.82,15.21,0.157,0.6,3,0,Car,0
L00823,717,28.9,56.69,0.301,7.2,13,0,Home,0
L00824,585,43.78,78.98,0.316,9.8,5,1,Home,0
L00825,685,21.77,54.62,0.204,0.5,10,0,Home,0
L00826,731,27.5,28.02,0.084,0.9,8,1,Home,0
L00827,506,9.52,70.65,0.231,1.1,10,0,Education,1
L00828,700,25.87,58.33,0.07,12.9,12,1,Home,0
L00829,748,25.15,73.14,0.138,0.3,13,1,Car,0
L00830,641,14.66,28.27,0.139,4.4,11,0,Car,0
L00831,608,19.83,20.5,0.133,2.9,6,0,Personal,0
L00832,614,47.25,23.57,0.416,0.4,3,3,Home,0
L00833,449,14.32,17.14,0.039,0.2,6,0,Car,0
L00834,585,16.0,78.95,0.105,0.6,1,1,Education,0
L00835,684,23.67,26.31,0.222,4.3,5,2,Car,0
L00836,543,26.35,44.74,0.142,3.2,11,0,Personal,1
L00837,645,28.62,52.86,0.206,2.0,11,1,Car,0
L00838,724,31.52,65.15,0.232,2.4,9,1,Home,0
L00839,636,32.01,19.23,0.116,10.7,3,0,Home,0
L00840,722,29.6,43.21,0.186,6.6,9,1,Home,0
L00841,555,14.36,12.26,0.052,9.9,8,1,Personal,0
L00842,624,14.38,10.03,0.223,3.5,1,0,Home,0
L00843,763,34.06,55.18,0.184,2.3,9,1,Home,0
L00844,580,38.82,51.12,0.21,7.9,13,1,Home,0
L00845,640,68.87,10.4,0.226,1.2,4,0,Education,0
L00846,850,54.76,9.07,0.566,5.9,8,0,Personal,0
L00847,703,27.23,69.34,0.366,3.7,2,0,Car,0
L00848,662,29.47,56.55,0.305,15.4,13,1,Car,1
L00849,530,24.16,23.64,0.248,5.3,2,2,Personal,0
L00850,611,36.95,74.48,0.451,4.6,8,0,Home,0
L00851,617,9.75,29.8,0.036,3.0,1,1,Personal,1
L00852,555,53.18,17.34,0.449,12.5,5,1,Home,0
L00853,584,17.16,37.71,0.331,6.7,1,1,Home,0
L00854,687,10.32,36.4,0.239,2.2,4,0,Education,0
L00855,583,33.43,19.68,0.248,2.4,6,2,Personal,0
L00856,672,25.8,23.55,0.159,2.8,8,1,Education,0
L00857,518,16.18,42.66,0.394,1.9,9,1,Personal,1
L00858,542,13.86,33.12,0.406,2.1,7,0,Personal,1
L00859,779,15.84,61.88,0.777,2.6,8,1,Home,1
L00860,722,18.8,19.08,0.193,4.6,1,0,Home,0
L00861,697,26.92,69.77,0.12,1.5,2,1,Home,1
L00862,701,19.54,48.32,0.254,14.4,13,2,Car,0
L00863,623,94.29,71.82,0.319,2.2,2,2,Home,0
L00864,722,43.31,30.67,0.186,4.7,1,0,Personal,0
L00865,594,15.13,5.14,0.443,5.3,5,2,Education,0
L00866,715,17.32,44.03,0.344,6.7,5,1,Home,0
L00867,603,14.68,67.14,0.203,1.5,1,1,Home,1
L00868,707,26.89,12.94,0.151,1.8,1,2,Personal,0
L00869,689,14.76,52.76,0.35,1.8,4,0,Home,0
L00870,683,45.24,48.74,0.314,6.1,8,0,Personal,0
L00871,522,9.17,10.06,0.068,3.9,4,0,Education,0
L00872,585,22.19,28.84,0.183,1.0,1,2,Education,0
L00873,729,21.66,15.3,0.2,0.6,14,0,Car,0
L00874,631,16.06,67.34,0.477,4.8,2,0,Car,1
L00875,634,15.13,38.97,0.336,2.0,2,0,Personal,0
L00876,619,4.82,73.98,0.521,1.7,2,3,Home,1
L00877,732,26.46,49.48,0.197,2.7,11,2,Personal,0
L00878,665,14.45,52.85,0.223,4.4,6,0,Car,0
L00879,625,25.08,15.38,0.344,1.3,1,1,Personal,0
L00880,598,32.1,53.27,0.25,2.5,13,0,Home,0
L00881,639,13.49,20.81,0.578,2.7,12,1,Education,1
L00882,624,22.56,66.64,0.32,6.4,4,1,Home,0
L00883,731,19.29,38.6,0.308,1.6,8,0,Home,0
L00884,662,38.48,72.8,0.282,1.5,8,1,Car,0
L00885,634,12.29,45.15,0.389,2.0,6,1,Car,0
L00886,353,4.64,73.35,0.318,0.2,4,1,Personal,1
L00887,643,21.32,49.88,0.213,1.0,7,1,Personal,0
L00888,671,37.42,16.91,0.562,4.6,6,1,Car,0
L00889,543,33.16,41.93,0.047,2.4,6,2,Home,0
L00890,742,21.6,48.58,0.261,11.9,6,1,Car,0
