customer_id,city,age_group,category,order_value_inr,num_items,recency_days,rating,discount_pct
CUST_0418,Mumbai,26-35,Electronics,780.38,7,10,4,10
CUST_0419,Bangalore,18-25,Fashion,173.67,5,60,4,25
CUST_0420,Hyderabad,18-25,Sports,50.0,5,2,5,0
CUST_0421,Hyderabad,36-45,Fashion,182.55,1,86,2,0
CUST_0422,Hyderabad,26-35,Groceries,63.12,2,9,3,5
CUST_0423,Chennai,46-55,Electronics,310.38,5,93,5,10
CUST_0424,Delhi,26-35,Electronics,230.89,3,19,1,20
CUST_0425,Chennai,55+,Sports,309.75,2,57,3,30
CUST_0426,Delhi,18-25,Sports,268.94,4,17,5,5
CUST_0427,Delhi,18-25,Electronics,169.77,4,106,4,0
CUST_0428,Pune,18-25,Sports,174.53,4,6,3,20
CUST_0429,Mumbai,18-25,Groceries,50.0,4,8,2,10
CUST_0430,Chennai,26-35,Home Decor,53.74,3,30,1,0
CUST_0431,Chennai,36-45,Fashion,65.43,7,3,3,10
CUST_0432,Hyderabad,18-25,Groceries,107.67,9,9,5,15
CUST_0433,Bangalore,55+,Groceries,115.78,5,129,4,15
CUST_0434,Chennai,46-55,Books,67.85,4,168,5,10
CUST_0435,Chennai,26-35,Electronics,562.75,11,21,5,5
CUST_0436,Hyderabad,18-25,Electronics,476.14,2,115,4,30
CUST_0437,Chennai,18-25,Fashion,64.66,2,35,3,15
CUST_0438,Hyderabad,18-25,Books,63.59,5,14,4,5
CUST_0439,Hyderabad,18-25,Electronics,597.7,7,54,5,0
CUST_0440,Chennai,26-35,Books,82.29,10,48,5,15
CUST_0441,Chennai,26-35,Sports,326.23,10,203,2,0
CUST_0442,Kolkata,26-35,Electronics,555.24,9,13,5,0
CUST_0443,Mumbai,55+,Books,59.62,7,50,4,10
CUST_0444,Mumbai,36-45,Fashion,254.28,5,2,5,0
CUST_0445,Hyderabad,55+,Home Decor,158.63,10,5,3,10
CUST_0446,Kolkata,18-25,Electronics,155.6,10,1,4,0
CUST_0447,Kolkata,26-35,Books,50.0,10,338,5,15
CUST_0448,Hyderabad,26-35,Home Decor,17944.47,6,72,4,0
CUST_0449,Mumbai,18-25,Sports,73.43,11,69,4,0
CUST_0450,Chennai,18-25,Books,50.0,3,32,2,0
CUST_0451,Hyderabad,36-45,Groceries,50.0,5,16,4,25
CUST_0452,Bangalore,36-45,Groceries,50.0,8,7,4,20
CUST_0453,Delhi,26-35,Home Decor,50.0,1,15,5,0
CUST_0454,Pune,26-35,Groceries,64.06,1,21,4,15
CUST_0455,Chennai,26-35,Electronics,315.36,7,63,4,10
CUST_0456,Delhi,18-25,Sports,65.55,5,34,5,30
CUST_0457,Chennai,26-35,Books,76.27,5,3,3,5
CUST_0458,Delhi,18-25,Books,95.29,1,1,4,15
CUST_0459,Chennai,18-25,Electronics,87.07,9,4,5,0
CUST_0460,Chennai,55+,Books,50.0,1,23,5,5
CUST_0461,Chennai,36-45,Fashion,20705.67,5,121,4,30
CUST_0462,Bangalore,36-45,Books,50.0,10,45,4,10
CUST_0463,Hyderabad,26-35,Electronics,611.76,9,72,3,0
CUST_0464,Bangalore,26-35,Books,50.0,4,28,5,0
CUST_0465,Kolkata,26-35,Sports,101.99,8,20,3,15
CUST_0466,Mumbai,18-25,Electronics,63.41,6,5,5,10
CUST_0467,Mumbai,18-25,Sports,209.52,11,93,3,5
CUST_0468,Pune,36-45,Fashion,50.0,3,68,5,25
CUST_0469,Mumbai,36-45,Home Decor,169.99,4,8,5,0
CUST_0470,Kolkata,26-35,Home Decor,202.29,2,32,5,5
CUST_0471,Chennai,26-35,Groceries,160.4,1,30,3,25
CUST_0472,Kolkata,46-55,Books,50.0,8,44,4,5
CUST_0473,Chennai,18-25,Home Decor,50.0,1,131,4,0
CUST_0474,Pune,26-35,Fashion,125.14,11,39,5,10
CUST_0475,Delhi,26-35,Fashion,28751.33,1,34,2,20
CUST_0476,Kolkata,36-45,Books,121.27,4,2,5,0
CUST_0477,Chennai,55+,Home Decor,191.62,10,2,5,25
CUST_0478,Bangalore,26-35,Books,50.0,10,9,4,15
CUST_0479,Kolkata,46-55,Home Decor,309.04,6,1,5,0
CUST_0480,Delhi,46-55,Fashion,50.0,9,61,4,15
CUST_0481,Bangalore,26-35,Home Decor,237.19,1,57,4,5
CUST_0482,Bangalore,26-35,Electronics,472.08,7,6,4,5
CUST_0483,Delhi,26-35,Groceries,126.13,10,81,4,15
CUST_0484,Bangalore,55+,Electronics,2865.48,11,7,5,30
CUST_0485,Bangalore,18-25,Fashion,147.86,5,16,4,0
CUST_0486,Pune,36-45,Fashion,71.89,8,12,4,5
CUST_0487,Chennai,26-35,Fashion,105.83,7,20,5,10
CUST_0488,Mumbai,36-45,Books,50.0,4,13,5,5
CUST_0489,Kolkata,26-35,Fashion,61.96,4,30,2,5
CUST_0490,Pune,36-45,Fashion,77.86,6,23,5,0
CUST_0491,Delhi,46-55,Electronics,207.16,6,193,4,15
CUST_0492,Bangalore,36-45,Fashion,122.02,9,2,3,5
CUST_0493,Mumbai,46-55,Electronics,163.18,5,6,3,0
CUST_0494,Chennai,18-25,Electronics,772.47,8,2,4,20
CUST_0495,Delhi,36-45,Groceries,54.02,5,44,5,20
CUST_0496,Mumbai,18-25,Books,50.0,2,2,4,10
CUST_0497,Bangalore,26-35,Groceries,50.0,6,81,5,0
CUST_0498,Chennai,26-35,Fashion,122.3,9,32,2,10
CUST_0499,Kolkata,26-35,Fashion,209.01,3,33,4,0
CUST_0500,Kolkata,26-35,Home Decor,80.97,1,37,5,0
CUST_0501,Bangalore,55+,Groceries,50.0,1,8,5,15
CUST_0502,Delhi,18-25,Groceries,50.0,3,9,3,0
CUST_0503,Mumbai,36-45,Electronics,107.35,10,17,4,0
CUST_0504,Hyderabad,26-35,Fashion,56.09,5,40,3,0
CUST_0505,Bangalore,18-25,Fashion,73.8,3,10,4,0
CUST_0506,Chennai,18-25,Fashion,217.42,9,5,5,0
CUST_0507,Pune,55+,Groceries,66.63,8,157,5,30
CUST_0508,Hyderabad,46-55,Groceries,63.06,3,1,3,0
CUST_0509,Kolkata,46-55,Groceries,106.69,9,73,5,0
CUST_0510,Hyderabad,55+,Books,50.0,6,69,4,0
CUST_0511,Bangalore,18-25,Home Decor,221.44,7,15,4,25
CUST_0512,Delhi,26-35,Books,50.0,4,6,4,10
CUST_0513,Kolkata,36-45,Sports,155.83,4,7,4,5
CUST_0514,Pune,26-35,Electronics,197.66,2,53,4,20
CUST_0515,Chennai,26-35,Electronics,50.0,5,46,4,5
CUST_0516,Chennai,26-35,Electronics,282.97,8,68,4,5
CUST_0517,Mumbai,36-45,Groceries,168.57,7,124,3,0
CUST_0518,Hyderabad,36-45,Home Decor,339.94,7,52,5,5
CUST_0519,Kolkata,18-25,Electronics,682.03,6,7,4,5
CUST_0520,Chennai,26-35,Sports,338.79,3,12,3,15
CUST_0521,Bangalore,26-35,Electronics,338.22,5,83,5,0
CUST_0522,Delhi,36-45,Sports,147.57,1,10,5,10
CUST_0523,Kolkata,18-25,Fashion,65.9,7,3,5,0
CUST_0524,Pune,36-45,Electronics,244.67,9,54,4,0
CUST_0525,Pune,18-25,Groceries,88.39,1,23,3,5
CUST_0526,Delhi,26-35,Fashion,282.99,2,113,4,25
CUST_0527,Delhi,36-45,Fashion,96.62,3,47,3,5
CUST_0528,Mumbai,26-35,Fashion,75.35,3,4,5,15
CUST_0529,Chennai,26-35,Home Decor,162.1,8,132,3,0
CUST_0530,Pune,36-45,Groceries,87.37,7,13,3,0
CUST_0531,Hyderabad,26-35,Fashion,50.0,6,18,4,0
CUST_0532,Kolkata,36-45,Groceries,50.0,10,23,4,5
CUST_0533,Kolkata,36-45,Books,50.0,10,2,5,0
CUST_0534,Bangalore,36-45,Fashion,50.0,11,30,4,0
CUST_0535,Hyderabad,26-35,Fashion,71.94,4,5,3,15
CUST_0536,Kolkata,18-25,Electronics,279.93,9,23,3,0
CUST_0537,Pune,26-35,Electronics,219.24,1,19,4,10
CUST_0538,Mumbai,26-35,Books,143.86,11,66,3,5
CUST_0539,Delhi,36-45,Electronics,409.18,2,73,4,10
CUST_0540,Chennai,26-35,Groceries,68.69,4,7,4,10
CUST_0541,Kolkata,26-35,Books,74.04,3,20,5,5
CUST_0542,Bangalore,18-25,Electronics,126.68,1,21,5,0
CUST_0543,Mumbai,26-35,Groceries,124.02,5,7,5,15
CUST_0544,Bangalore,26-35,Fashion,101.67,7,72,5,20
CUST_0545,Bangalore,36-45,Sports,215.48,2,55,3,0
CUST_0546,Mumbai,18-25,Groceries,50.0,5,9,3,0
CUST_0547,Chennai,36-45,Home Decor,50.0,6,20,4,20
CUST_0548,Bangalore,55+,Groceries,103.91,11,5,5,5
CUST_0549,Delhi,18-25,Electronics,425.77,7,44,5,10
CUST_0550,Hyderabad,26-35,Groceries,50.0,1,5,5,5
CUST_0551,Delhi,18-25,Sports,62.85,7,191,3,0
CUST_0552,Pune,36-45,Groceries,132.89,4,68,5,10
CUST_0553,Bangalore,26-35,Home Decor,62.57,8,22,4,10
CUST_0554,Bangalore,26-35,Home Decor,603.0,4,38,1,0
CUST_0555,Pune,26-35,Electronics,153.28,6,109,4,10
CUST_0556,Delhi,46-55,Electronics,525.04,9,36,2,15
CUST_0557,Chennai,18-25,Groceries,50.0,5,8,4,10
CUST_0558,Chennai,18-25,Fashion,175.01,4,21,4,0
CUST_0559,Hyderabad,46-55,Home Decor,104.85,8,83,4,10
CUST_0560,Bangalore,36-45,Sports,110.64,9,46,4,15
CUST_0561,Hyderabad,46-55,Fashion,111.62,4,47,5,15
CUST_0562,Mumbai,36-45,Electronics,141.32,3,90,4,10
CUST_0563,Chennai,36-45,Home Decor,293.08,8,100,4,0
CUST_0564,Chennai,26-35,Fashion,71.65,5,113,5,15
CUST_0565,Mumbai,36-45,Home Decor,134.95,2,4,5,15
CUST_0566,Bangalore,46-55,Fashion,50.0,10,35,3,0
CUST_0567,Delhi,36-45,Books,50.0,9,60,4,5
CUST_0568,Delhi,18-25,Electronics,270.41,3,63,4,5
CUST_0569,Pune,26-35,Groceries,372.14,2,41,2,15
CUST_0570,Mumbai,18-25,Fashion,202.35,1,8,4,0
CUST_0571,Delhi,26-35,Groceries,53.18,8,71,5,10
CUST_0572,Hyderabad,26-35,Electronics,255.3,11,57,3,25
CUST_0573,Delhi,26-35,Books,50.0,3,4,5,15
CUST_0574,Bangalore,36-45,Home Decor,251.01,7,28,5,25
CUST_0575,Pune,26-35,Electronics,122.5,1,8,5,30
CUST_0576,Kolkata,36-45,Electronics,768.33,1,18,3,0
CUST_0577,Chennai,18-25,Electronics,558.4,9,1,5,10
CUST_0578,Pune,18-25,Groceries,95.94,8,23,4,5
CUST_0579,Delhi,18-25,Groceries,76.7,3,35,4,20
CUST_0580,Mumbai,26-35,Groceries,54.86,6,43,2,0
CUST_0581,Delhi,18-25,Electronics,539.72,11,49,2,30
CUST_0582,Kolkata,26-35,Fashion,173.43,3,81,5,10
CUST_0583,Delhi,26-35,Groceries,50.0,4,10,4,15
CUST_0584,Mumbai,36-45,Groceries,50.0,1,5,3,0
CUST_0585,Bangalore,18-25,Sports,136.72,5,85,3,0
CUST_0586,Mumbai,36-45,Electronics,1087.87,1,7,4,15
CUST_0587,Chennai,36-45,Books,50.0,1,165,1,0
CUST_0588,Chennai,36-45,Fashion,50.0,10,83,5,20
CUST_0589,Chennai,46-55,Fashion,123.24,11,31,2,0
CUST_0590,Chennai,18-25,Books,50.0,11,179,3,15
CUST_0591,Chennai,18-25,Books,51.7,7,4,4,5
CUST_0592,Bangalore,46-55,Sports,153.18,6,16,4,10
CUST_0593,Chennai,26-35,Electronics,263.54,2,45,4,15
CUST_0594,Mumbai,26-35,Electronics,1037.59,11,19,4,5
CUST_0595,Pune,36-45,Books,50.0,2,118,5,0
CUST_0596,Delhi,36-45,Groceries,50.0,11,3,4,0
CUST_0597,Bangalore,46-55,Fashion,99.46,7,35,1,10
CUST_0598,Chennai,55+,Electronics,84.62,1,40,4,10
CUST_0599,Chennai,36-45,Electronics,273.71,2,47,5,15
CUST_0600,Chennai,26-35,Home Decor,612.14,8,13,4,10
CUST_0601,Chennai,46-55,Electronics,320.37,6,20,2,5
CUST_0602,Mumbai,18-25,Fashion,129.92,2,83,5,5
CUST_0603,Chennai,26-35,Electronics,114.97,7,9,4,0
CUST_0604,Chennai,46-55,Fashion,65.97,4,78,4,5
CUST_0605,Chennai,26-35,Electronics,233.37,2,37,2,30
CUST_0606,Delhi,26-35,Groceries,50.0,6,64,3,20
CUST_0607,Mumbai,18-25,Electronics,878.38,11,56,4,5
CUST_0608,Mumbai,46-55,Home Decor,253.14,9,10,3,10
CUST_0609,Delhi,26-35,Electronics,129.49,11,37,4,20
CUST_0610,Bangalore,36-45,Groceries,65.78,9,91,4,5
CUST_0611,Chennai,26-35,Home Decor,241.38,8,25,4,0
CUST_0612,Hyderabad,36-45,Books,112.05,3,152,5,0
CUST_0613,Bangalore,36-45,Groceries,191.25,3,27,5,10
CUST_0614,Chennai,26-35,Fashion,50.0,2,6,5,30
CUST_0615,Pune,26-35,Fashion,56.47,5,22,2,15
CUST_0616,Pune,18-25,Books,50.0,4,136,2,0
CUST_0617,Chennai,55+,Sports,104.51,7,17,4,0
CUST_0618,Mumbai,36-45,Books,65.36,4,91,3,15
CUST_0619,Hyderabad,46-55,Groceries,118.99,9,95,5,20
CUST_0620,Hyderabad,26-35,Books,50.0,2,19,3,10
CUST_0621,Chennai,36-45,Fashion,83.63,11,3,4,10
CUST_0622,Mumbai,36-45,Electronics,355.73,6,58,4,0
CUST_0623,Mumbai,36-45,Groceries,50.0,7,16,4,20
CUST_0624,Delhi,55+,Sports,670.55,4,68,3,15
CUST_0625,Bangalore,26-35,Electronics,87.06,6,26,4,0
CUST_0626,Mumbai,18-25,Books,52.18,7,29,4,15
CUST_0627,Delhi,36-45,Electronics,23101.63,4,67,5,0
CUST_0628,Hyderabad,36-45,Groceries,54.3,8,21,2,0
CUST_0629,Chennai,36-45,Electronics,270.62,9,26,5,0
CUST_0630,Mumbai,18-25,Fashion,81.16,1,21,5,0
CUST_0631,Hyderabad,26-35,Books,50.0,7,20,4,5
CUST_0632,Pune,26-35,Fashion,323.95,9,33,5,5
CUST_0633,Delhi,26-35,Books,50.0,10,74,1,10
CUST_0634,Delhi,36-45,Home Decor,552.54,5,20,5,10
CUST_0635,Chennai,36-45,Sports,50.0,2,33,4,0
CUST_0636,Delhi,26-35,Electronics,254.54,10,49,4,0
CUST_0637,Delhi,26-35,Fashion,76.63,6,14,4,10
CUST_0638,Mumbai,26-35,Electronics,504.52,7,14,2,5
CUST_0639,Mumbai,18-25,Sports,50.0,2,121,5,0
CUST_0640,Mumbai,36-45,Sports,182.4,2,57,1,20
CUST_0641,Chennai,46-55,Groceries,272.77,10,38,4,15
CUST_0642,Mumbai,26-35,Home Decor,54.45,10,46,4,20
CUST_0643,Mumbai,36-45,Groceries,62.86,1,1,5,10
CUST_0644,Mumbai,46-55,Groceries,50.0,4,43,3,0
CUST_0645,Chennai,46-55,Electronics,442.96,7,32,4,15
CUST_0646,Pune,18-25,Books,50.0,9,35,4,0
CUST_0647,Bangalore,55+,Electronics,188.59,3,20,5,5
CUST_0648,Bangalore,26-35,Home Decor,239.39,11,3,2,0
CUST_0649,Hyderabad,26-35,Home Decor,686.27,7,9,3,20
CUST_0650,Delhi,18-25,Books,50.0,7,135,3,0
CUST_0651,Chennai,26-35,Electronics,560.35,7,23,5,25
CUST_0652,Delhi,18-25,Fashion,50.0,2,28,3,20
CUST_0653,Bangalore,26-35,Fashion,50.26,6,2,4,10
CUST_0654,Hyderabad,26-35,Fashion,157.63,2,1,3,15
CUST_0655,Delhi,36-45,Electronics,1032.83,6,56,5,10
CUST_0656,Chennai,46-55,Sports,167.5,10,34,5,20
CUST_0657,Mumbai,26-35,Groceries,50.0,3,31,4,5
CUST_0658,Mumbai,46-55,Fashion,107.96,2,12,4,15
CUST_0659,Bangalore,46-55,Fashion,50.0,6,61,3,10
CUST_0660,Bangalore,36-45,Fashion,175.2,2,8,2,25
CUST_0661,Mumbai,18-25,Groceries,109.4,5,9,3,10
CUST_0662,Kolkata,36-45,Groceries,50.0,2,27,4,10
CUST_0663,Bangalore,55+,Sports,86.53,3,15,4,15
CUST_0664,Mumbai,36-45,Groceries,66.81,3,12,5,20
CUST_0665,Chennai,26-35,Sports,88.86,6,46,4,10
CUST_0666,Chennai,26-35,Home Decor,153.68,6,47,5,0
CUST_0667,Mumbai,36-45,Electronics,1690.1,10,78,4,10
CUST_0668,Chennai,26-35,Sports,103.43,3,24,4,30
CUST_0669,Chennai,18-25,Electronics,236.53,3,3,3,15
CUST_0670,Mumbai,26-35,Home Decor,96.52,1,14,4,20
CUST_0671,Chennai,36-45,Fashion,195.91,7,176,4,0
CUST_0672,Pune,46-55,Home Decor,140.16,8,40,5,10
CUST_0673,Chennai,18-25,Home Decor,96.38,2,55,5,10
CUST_0674,Delhi,55+,Home Decor,466.3,4,1,4,20
CUST_0675,Delhi,26-35,Home Decor,504.45,10,32,2,0
CUST_0676,Kolkata,36-45,Fashion,66.82,7,1,4,20
CUST_0677,Chennai,36-45,Electronics,70.78,8,37,4,10
CUST_0678,Delhi,36-45,Fashion,241.85,1,114,3,0
CUST_0679,Kolkata,55+,Electronics,182.19,4,155,5,5
CUST_0680,Pune,26-35,Books,84.72,6,34,5,0
CUST_0681,Hyderabad,46-55,Fashion,50.0,3,27,5,10
CUST_0682,Mumbai,18-25,Sports,257.38,5,130,3,0
CUST_0683,Chennai,36-45,Groceries,50.0,10,50,5,0
CUST_0684,Bangalore,36-45,Home Decor,290.73,9,3,5,20
CUST_0685,Pune,36-45,Electronics,318.68,11,28,4,0
CUST_0686,Bangalore,26-35,Home Decor,75.54,3,12,4,0
CUST_0687,Bangalore,46-55,Sports,91.0,5,28,5,10
CUST_0688,Mumbai,18-25,Groceries,93.53,8,27,4,10
CUST_0689,Hyderabad,18-25,Groceries,58.79,6,39,4,15
CUST_0690,Chennai,36-45,Books,71.84,4,19,4,5
CUST_0691,Mumbai,26-35,Electronics,1531.37,8,8,4,15
CUST_0692,Delhi,46-55,Groceries,50.0,11,31,3,10
CUST_0693,Delhi,26-35,Fashion,393.9,3,79,5,0
CUST_0694,Mumbai,18-25,Electronics,342.49,3,49,5,0
CUST_0695,Chennai,46-55,Fashion,52.63,4,18,4,5
CUST_0696,Bangalore,26-35,Electronics,108.69,9,123,2,5
CUST_0697,Mumbai,18-25,Electronics,270.82,5,109,4,15
CUST_0698,Bangalore,36-45,Electronics,658.58,8,10,3,10
CUST_0699,Chennai,26-35,Sports,113.8,6,1,2,5
CUST_0700,Delhi,36-45,Groceries,180.93,3,60,4,0
CUST_0701,Delhi,26-35,Sports,50.0,8,79,4,0
CUST_0702,Chennai,46-55,Fashion,106.98,9,154,4,10
CUST_0703,Mumbai,46-55,Fashion,50.0,8,99,2,5
CUST_0704,Chennai,36-45,Groceries,72.25,4,41,4,10
CUST_0705,Chennai,18-25,Fashion,219.61,11,33,3,0
CUST_0706,Kolkata,46-55,Electronics,225.01,6,1,5,15
CUST_0707,Mumbai,36-45,Groceries,50.0,1,12,4,20
CUST_0708,Hyderabad,36-45,Electronics,369.42,4,27,5,0
CUST_0709,Mumbai,26-35,Groceries,76.6,8,44,4,10
CUST_0710,Bangalore,46-55,Books,62.2,1,36,2,30
CUST_0711,Hyderabad,36-45,Electronics,846.74,3,61,5,5
CUST_0712,Bangalore,18-25,Electronics,19741.08,1,14,4,10
CUST_0713,Delhi,26-35,Home Decor,279.21,9,37,4,0
CUST_0714,Delhi,46-55,Fashion,280.43,2,4,4,10
CUST_0715,Mumbai,18-25,Electronics,75.94,9,24,1,0
CUST_0716,Pune,55+,Sports,162.75,4,62,5,25
CUST_0717,Pune,36-45,Electronics,210.49,2,53,4,15
CUST_0718,Kolkata,36-45,Books,50.0,4,210,4,15
CUST_0719,Chennai,26-35,Sports,166.44,11,14,2,15
CUST_0720,Hyderabad,26-35,Electronics,213.36,11,31,3,10
CUST_0721,Kolkata,55+,Electronics,183.5,10,17,5,5
CUST_0722,Chennai,26-35,Electronics,323.79,6,26,5,20
CUST_0723,Chennai,36-45,Fashion,50.0,11,87,3,25
CUST_0724,Hyderabad,26-35,Electronics,132.17,7,51,2,10
CUST_0725,Bangalore,18-25,Books,77.51,3,96,5,25
CUST_0726,Pune,18-25,Electronics,125.68,3,10,4,10
CUST_0727,Chennai,26-35,Groceries,92.04,10,92,4,10
CUST_0728,Hyderabad,55+,Sports,182.46,8,2,4,10
CUST_0729,Mumbai,26-35,Home Decor,50.0,5,98,3,0
CUST_0730,Chennai,26-35,Groceries,50.0,4,17,4,0
CUST_0731,Chennai,26-35,Fashion,280.79,7,16,5,0
CUST_0732,Hyderabad,26-35,Groceries,50.0,7,32,3,10
CUST_0733,Bangalore,26-35,Groceries,50.0,9,127,4,5
CUST_0734,Delhi,46-55,Fashion,156.33,9,2,4,5
CUST_0735,Mumbai,26-35,Electronics,589.62,5,19,4,30
CUST_0736,Pune,26-35,Home Decor,132.5,8,87,3,5
CUST_0737,Delhi,18-25,Fashion,66.97,10,22,5,10
CUST_0738,Hyderabad,55+,Electronics,983.05,1,9,4,0
CUST_0739,Delhi,26-35,Fashion,434.17,9,24,4,0
CUST_0740,Mumbai,18-25,Fashion,236.37,8,21,4,15
CUST_0741,Delhi,36-45,Home Decor,173.48,6,111,3,10
CUST_0742,Mumbai,36-45,Books,50.0,3,64,2,15
CUST_0743,Hyderabad,26-35,Books,50.0,3,31,5,0
CUST_0744,Delhi,26-35,Electronics,478.56,8,200,3,10
CUST_0745,Mumbai,36-45,Fashion,150.96,5,28,5,0
CUST_0746,Pune,18-25,Groceries,165.75,10,2,4,0
CUST_0747,Delhi,46-55,Electronics,530.13,11,13,4,0
CUST_0748,Delhi,36-45,Fashion,50.0,7,25,4,0
CUST_0749,Pune,26-35,Books,104.42,5,7,4,5
CUST_0750,Bangalore,26-35,Electronics,141.79,8,132,2,0
CUST_0751,Chennai,26-35,Groceries,50.0,10,65,4,30
CUST_0752,Kolkata,36-45,Electronics,384.88,10,14,4,5
CUST_0753,Bangalore,26-35,Electronics,1555.1,4,40,4,0
CUST_0754,Mumbai,26-35,Electronics,3792.19,2,57,4,0
CUST_0755,Chennai,36-45,Sports,204.76,3,127,4,10
CUST_0756,Hyderabad,55+,Home Decor,139.94,8,96,3,0
CUST_0757,Bangalore,26-35,Sports,193.27,11,32,3,20
CUST_0758,Delhi,46-55,Groceries,109.87,7,67,1,30
CUST_0759,Pune,26-35,Electronics,243.77,2,37,5,0
CUST_0760,Hyderabad,18-25,Groceries,227.09,6,36,3,10
CUST_0761,Chennai,18-25,Fashion,129.85,9,5,3,0
CUST_0762,Mumbai,26-35,Home Decor,241.29,4,6,4,10
CUST_0763,Mumbai,18-25,Electronics,536.73,9,33,3,5
CUST_0764,Hyderabad,18-25,Groceries,75.67,2,14,4,0
CUST_0765,Chennai,46-55,Electronics,616.41,2,1,2,0
CUST_0766,Bangalore,46-55,Fashion,65.93,9,57,3,15
CUST_0767,Hyderabad,36-45,Books,50.0,7,1,4,5
CUST_0768,Pune,18-25,Groceries,50.0,7,40,4,0
CUST_0769,Mumbai,18-25,Fashion,153.53,1,34,5,15
CUST_0770,Hyderabad,18-25,Fashion,201.44,11,156,4,10
CUST_0771,Chennai,36-45,Fashion,155.79,6,29,3,20
CUST_0772,Pune,46-55,Home Decor,618.55,7,2,4,0
CUST_0773,Chennai,26-35,Home Decor,161.31,11,36,3,15
CUST_0774,Delhi,18-25,Sports,36085.73,6,82,4,15
CUST_0775,Hyderabad,26-35,Home Decor,67.66,6,259,4,0
CUST_0776,Chennai,26-35,Fashion,79.25,2,25,3,15
CUST_0777,Mumbai,26-35,Books,78.51,6,17,4,5
CUST_0778,Hyderabad,36-45,Fashion,213.07,4,106,5,25
CUST_0779,Hyderabad,36-45,Fashion,85.38,9,9,5,0
CUST_0780,Bangalore,18-25,Home Decor,153.01,1,43,4,10
CUST_0781,Bangalore,18-25,Electronics,93.55,8,23,4,5
CUST_0782,Delhi,55+,Sports,94.71,5,1,3,25
CUST_0783,Mumbai,26-35,Fashion,220.22,1,19,3,5
CUST_0784,Mumbai,18-25,Groceries,85.57,4,13,4,30
CUST_0785,Chennai,18-25,Books,67.18,1,52,4,25
CUST_0786,Pune,18-25,Home Decor,168.61,6,133,5,0
CUST_0787,Bangalore,26-35,Groceries,54.32,2,14,4,20
CUST_0788,Delhi,36-45,Groceries,50.0,5,75,4,30
CUST_0789,Delhi,26-35,Electronics,551.05,7,2,4,0
CUST_0790,Kolkata,26-35,Groceries,75.64,2,34,5,5
CUST_0791,Chennai,36-45,Electronics,467.02,6,3,4,10
CUST_0792,Bangalore,26-35,Books,50.0,6,122,4,0
CUST_0793,Delhi,46-55,Groceries,50.0,5,65,4,0
CUST_0794,Bangalore,46-55,Books,108.26,5,48,5,0
CUST_0795,Chennai,18-25,Electronics,214.8,3,78,1,0
CUST_0796,Pune,36-45,Electronics,157.99,10,46,5,5
CUST_0797,Kolkata,26-35,Books,78.39,10,156,4,0
CUST_0798,Bangalore,55+,Electronics,230.25,11,56,4,20
CUST_0799,Bangalore,26-35,Electronics,735.62,2,116,4,15
CUST_0800,Pune,55+,Electronics,516.13,7,32,4,0
CUST_0801,Hyderabad,36-45,Sports,217.75,1,5,1,15
CUST_0802,Chennai,26-35,Books,50.0,6,33,5,15
CUST_0803,Bangalore,26-35,Fashion,284.83,6,6,4,25
CUST_0804,Bangalore,55+,Fashion,133.13,3,40,4,0
CUST_0805,Delhi,46-55,Fashion,80.39,2,29,3,0
CUST_0806,Hyderabad,18-25,Home Decor,181.73,2,43,4,25
CUST_0807,Kolkata,36-45,Books,50.0,9,1,4,25
CUST_0808,Pune,26-35,Electronics,436.89,11,9,4,15
CUST_0809,Delhi,18-25,Electronics,138.28,5,30,5,15
CUST_0810,Chennai,26-35,Electronics,106.76,7,135,4,0
CUST_0811,Kolkata,26-35,Books,50.0,5,21,5,10
CUST_0812,Pune,36-45,Books,109.62,7,24,4,0
CUST_0813,Chennai,26-35,Fashion,65.29,4,56,5,0
CUST_0814,Pune,46-55,Electronics,1074.64,8,41,2,20
CUST_0815,Pune,18-25,Electronics,205.23,11,15,4,0
CUST_0816,Delhi,26-35,Sports,50.0,10,23,4,10
CUST_0817,Bangalore,26-35,Fashion,50.0,11,11,4,25
CUST_0818,Delhi,26-35,Books,120.97,10,152,5,0
CUST_0819,Chennai,18-25,Groceries,50.0,7,6,2,30
CUST_0820,Mumbai,18-25,Fashion,69.66,10,20,2,30
CUST_0821,Hyderabad,26-35,Electronics,358.09,5,1,5,10
CUST_0822,Chennai,26-35,Electronics,470.69,11,11,3,0
CUST_0823,Mumbai,26-35,Groceries,132.04,6,68,4,5
CUST_0824,Delhi,26-35,Home Decor,516.25,5,10,4,5
CUST_0825,Delhi,46-55,Groceries,50.0,7,3,5,5
CUST_0826,Pune,46-55,Groceries,50.0,2,28,3,0
CUST_0827,Mumbai,26-35,Electronics,226.33,5,1,3,30
CUST_0828,Mumbai,26-35,Sports,155.2,10,3,4,0
CUST_0829,Hyderabad,18-25,Home Decor,74.95,3,74,5,15
CUST_0830,Delhi,55+,Fashion,50.23,9,66,4,0
CUST_0831,Mumbai,18-25,Sports,165.92,6,111,4,10
CUST_0832,Delhi,26-35,Groceries,51.95,10,86,4,25
CUST_0833,Chennai,26-35,Groceries,55.45,3,51,5,0
CUST_0834,Chennai,26-35,Books,50.0,7,2,5,0
CUST_0835,Delhi,18-25,Home Decor,134.76,4,68,5,15
CUST_0836,Delhi,36-45,Books,50.0,3,84,1,15
